"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.283421458E0,5.099894714E-1,1.045665527E1,-1.515598297E0,1.057822135E1
3.293399458E0,6.460565186E-1,8.832233276E0,-1.281036072E0,8.948004643E0
3.303376458E0,6.057902527E-1,7.650889893E0,-3.760180664E-1,7.684041096E0
3.313354458E0,5.650749207E-1,6.754104767E0,3.353027344E-2,6.777784678E0
3.323332458E0,4.189787292E-1,6.319558411E0,1.881587219E-1,6.336226431E0
3.333309458E0,2.941383362E-1,6.195017395E0,3.041674805E-1,6.209450518E0
3.343287458E0,1.922003174E-1,6.299051056E0,3.887416077E-1,6.313961134E0
3.353264458E0,1.576222229E-1,6.493197327E0,4.504133606E-1,6.510708754E0
3.363242458E0,1.082249451E-1,6.689888306E0,4.011657715E-1,6.702779435E0
3.373219458E0,7.708969116E-2,6.948550415E0,2.341131592E-1,6.952920585E0
3.383197458E0,-8.532257080E-3,7.183262329E0,1.942959595E-1,7.185894614E0
3.393174458E0,-1.597178650E-1,7.208709412E0,3.869453430E-1,7.220853681E0
3.403152458E0,-2.212399292E-1,7.072043610E0,6.071374512E-1,7.101504334E0
3.413129458E0,-2.242337036E-1,6.818620605E0,7.731422424E-1,6.865975287E0
3.423107458E0,-2.456391907E-1,6.478827209E0,9.321116638E-1,6.550142958E0
3.433085958E0,-2.993774414E-1,6.190676422E0,1.098266144E0,6.294465024E0
3.443062958E0,-2.853067017E-1,6.024072876E0,1.279389496E0,6.165037827E0
3.453040958E0,-1.243913269E-1,5.898034973E0,1.454525299E0,6.076012968E0
3.463017958E0,2.447410583E-1,5.891598358E0,1.765129395E0,6.155201961E0
3.472995958E0,9.446855164E-1,6.188431091E0,2.211800537E0,6.639365309E0
3.482972958E0,1.871558075E0,6.665938110E0,2.701731720E0,7.432147389E0
3.492950958E0,2.869682465E0,7.173083496E0,3.334615631E0,8.414740976E0
3.502927958E0,3.962410126E0,7.863148499E0,4.216282196E0,9.762521901E0
3.512905958E0,5.321134644E0,8.746461639E0,4.952601013E0,1.137292055E1
3.522883958E0,6.614295502E0,9.552385712E0,5.284161530E0,1.276398609E1
3.532860958E0,7.655829620E0,9.895921326E0,6.113586731E0,1.392540587E1
3.542838958E0,8.245154114E0,9.715097351E0,6.663842468E0,1.437958551E1
3.552815958E0,8.152796173E0,9.074429626E0,6.362369385E0,1.375838300E1
3.562793958E0,7.689808960E0,8.393795013E0,5.777236176E0,1.276579079E1
3.572770958E0,7.058122559E0,8.157436523E0,5.443280640E0,1.208263915E1
3.582748958E0,6.098019104E0,8.556506653E0,5.124144287E0,1.169001701E1
3.592725958E0,4.762346649E0,9.239087219E0,4.776267700E0,1.143911760E1
3.602703958E0,3.388054504E0,9.547146606E0,4.283193054E0,1.099875740E1
3.612680958E0,2.169139252E0,9.240284729E0,3.747606812E0,1.020453741E1
3.622658958E0,1.312470703E0,8.604257355E0,3.104544067E0,9.240888369E0
3.632635958E0,8.105644226E-1,7.803123322E0,2.157613220E0,8.136402341E0
3.642613958E0,5.584886169E-1,7.942184143E0,3.153941345E-1,7.968040660E0
3.652591958E0,6.267466736E-1,9.499246216E0,-1.019679565E0,9.574353058E0
3.662568958E0,1.633852386E0,1.253029312E1,1.076561279E0,1.268214113E1
3.672546958E0,4.551435242E0,1.675151505E1,4.292473755E0,1.788167078E1
3.682523958E0,7.895032196E0,1.990590546E1,4.076323242E0,2.179892237E1
3.692501958E0,7.718549194E0,1.962913101E1,-4.825964355E-1,2.109767014E1
3.702478958E0,4.071982269E0,1.515268982E1,-4.346661072E0,1.628123186E1
3.712456958E0,1.089883575E0,1.001342697E1,-6.035000153E0,1.174213749E1
3.722433958E0,-4.704716492E-1,6.776258698E0,-4.129013672E0,7.949074123E0
3.732411958E0,-1.550326080E0,4.634362793E0,-1.199156342E0,5.031779544E0
3.742388958E0,-2.167492676E0,3.694617004E0,1.397344208E0,4.505639815E0
3.752366958E0,-1.690734100E0,5.228926392E0,1.139430542E0,5.612357345E0
3.762344958E0,-6.032455444E-1,8.400381317E0,-5.423222351E-1,8.439456432E0
3.772321958E0,1.190025330E-1,1.017164795E1,-1.713935852E0,1.031572391E1
3.782299958E0,5.218148804E-1,1.121647522E1,-2.081421661E0,1.141989156E1
3.792276958E0,1.057101746E0,1.205263641E1,-2.707719269E0,1.239819552E1
3.802254958E0,1.643282776E0,1.215292786E1,-3.118914185E0,1.265391874E1
3.812231958E0,2.070195007E0,1.132889145E1,-2.738854523E0,1.183768613E1
3.822209958E0,2.411185913E0,1.015428406E1,-2.126477966E0,1.065106618E1
3.832186958E0,2.630479889E0,9.136849823E0,-1.562450867E0,9.635491780E0
3.842164958E0,2.930456085E0,8.487649841E0,-1.094374237E0,9.045740858E0
3.852141958E0,3.381019135E0,8.220455475E0,-9.428892517E-1,8.938468479E0
3.862119958E0,3.954626312E0,8.189020844E0,-8.181985474E-1,9.130639655E0
3.872097958E0,4.332889709E0,8.210426331E0,-4.900808716E-1,9.296516177E0
3.882074958E0,4.231550446E0,7.796537018E0,-1.835183716E-1,8.872749722E0
3.892052958E0,5.186115417E0,9.179960175E0,-6.069877625E-1,1.056105563E1
3.902029958E0,5.039869537E0,9.201215973E0,-7.304809570E-1,1.051647578E1
3.912007958E0,4.943020935E0,9.167236633E0,-8.023315430E-1,1.044583263E1
3.921984958E0,4.907245331E0,9.019942932E0,-5.035528564E-1,1.028075837E1
3.931962958E0,4.775968323E0,8.777147827E0,-1.800755310E-1,9.994029447E0
3.941939958E0,4.521647186E0,8.652756500E0,-2.001338196E-1,9.765016225E0
3.951917958E0,4.190236359E0,8.552614746E0,-3.348536682E-1,9.529817769E0
3.961894958E0,3.797752533E0,8.405470734E0,-3.643423462E-1,9.230796710E0
3.971872958E0,4.088298340E0,9.170230408E0,-4.165837097E-1,1.004892288E1
3.981850958E0,3.862867126E0,8.887618103E0,-3.655398560E-1,9.697686186E0
3.991827958E0,3.630400543E0,8.444539490E0,-4.535568237E-1,9.203030430E0
4.001805958E0,3.647764435E0,8.383316803E0,-5.516029358E-1,9.159173095E0
4.011782958E0,3.831731873E0,8.516090698E0,-7.884104919E-1,9.371635985E0
4.021760958E0,3.979774017E0,8.566535797E0,-9.072633362E-1,9.489323662E0
4.031737958E0,4.120331726E0,8.646319885E0,-7.469467163E-1,9.606971973E0
4.041715958E0,4.170477448E0,8.572972412E0,-4.667294312E-1,9.544976400E0
4.051692958E0,4.216731262E0,8.695717163E0,-2.380050659E-1,9.667107423E0
4.061670958E0,4.167932739E0,8.880433044E0,-2.659968567E-1,9.813486063E0
4.071647958E0,4.119134216E0,8.990603943E0,-3.183879089E-1,9.894422510E0
4.081625958E0,3.996239777E0,9.168284454E0,-4.287084961E-1,1.001055259E1
4.091603958E0,3.746858368E0,9.264683990E0,-4.763095093E-1,1.000500814E1
4.101580958E0,3.398981781E0,9.318871307E0,-4.558021545E-1,9.929863805E0
4.111558958E0,3.121907959E0,9.368567963E0,-4.272116089E-1,9.884274618E0
4.121535958E0,2.850671997E0,9.365274811E0,-4.279600525E-1,9.798869982E0
4.131513958E0,2.548899536E0,9.314380646E0,-4.294569397E-1,9.666385515E0
4.141490958E0,2.340832214E0,9.238787842E0,-2.161505127E-1,9.533174565E0
4.151468958E0,2.253414001E0,9.220525818E0,9.295669556E-2,9.492344914E0
4.161445958E0,2.200274506E0,9.156459045E0,3.025209045E-1,9.421967366E0
4.171423958E0,2.446512451E0,9.155560913E0,5.233117676E-1,9.491236696E0
4.181401958E0,3.197800140E0,9.471853180E0,8.047265625E-1,1.002943235E1
4.191378958E0,3.977828064E0,9.774972839E0,7.113208008E-1,1.057729585E1
4.201356958E0,4.425547028E0,9.982591095E0,4.914280701E-1,1.093064925E1
4.211333958E0,4.726271667E0,1.002809647E1,5.273533630E-1,1.109857938E1
4.221311958E0,4.881947937E0,9.855205994E0,9.062155151E-1,1.103538524E1
4.231288958E0,4.891078949E0,9.507329407E0,1.316512299E0,1.077242639E1
4.241266958E0,4.875062256E0,9.163943481E0,1.354084167E0,1.046793371E1
4.251243958E0,5.014871521E0,9.079519043E0,8.449928284E-1,1.040675816E1
4.261221958E0,5.187462616E0,9.399403839E0,-2.755769348E-1,1.073939028E1
4.271198958E0,4.601131897E0,9.347312164E0,-1.604962463E0,1.054127905E1
4.281176958E0,4.910388794E0,1.049437683E1,-2.605332184E0,1.187567341E1
4.291154958E0,4.939727783E0,1.072444839E1,-1.971699829E0,1.197089404E1
4.301131958E0,6.306535492E0,1.199291061E1,2.097138977E-1,1.355161521E1
4.311109958E0,7.609276428E0,1.329325653E1,2.881358185E0,1.558569799E1
4.321086958E0,8.979377289E0,1.460946945E1,4.666246490E0,1.777187864E1
4.331064958E0,8.112829285E0,1.400906799E1,4.275409241E0,1.674368864E1
4.341041958E0,5.607489166E0,1.252804779E1,3.038980408E0,1.405814063E1
4.351019958E0,3.510799255E0,1.153486313E1,1.899998932E0,1.220609580E1
4.360996958E0,2.472558289E0,1.113279922E1,3.574566650E-1,1.140966863E1
4.370974958E0,1.704804840E0,1.069840256E1,-1.007255402E0,1.088010755E1
4.380951958E0,1.670526123E0,1.060469742E1,-2.465373230E0,1.101491398E1
4.390929958E0,2.063009949E0,1.123608444E1,-3.821103973E0,1.204601342E1
4.400907958E0,2.918930054E0,1.206326431E1,-3.973187714E0,1.303183483E1
4.410884958E0,3.817960510E0,1.236563553E1,-3.358416138E0,1.337029257E1
4.420862958E0,4.259691925E0,1.221489899E1,-2.689157867E0,1.321288396E1
4.430839500E0,4.607718201E0,1.164817749E1,-1.840572510E0,1.266091675E1
4.440817500E0,5.258564758E0,1.108654541E1,-1.150507507E0,1.232427117E1
4.450794500E0,5.802683258E0,1.071232361E1,-9.529183960E-1,1.222019081E1
4.460772500E0,5.991590424E0,1.022823029E1,-6.203100586E-1,1.187015733E1
4.470749500E0,5.604345703E0,9.509275360E0,-4.287084961E-1,1.104621200E1
4.480727500E0,4.475393372E0,8.641978912E0,-5.715115356E-1,9.748824072E0
4.490704500E0,3.231180725E0,7.849227448E0,-7.023394775E-1,8.517287194E0
4.500682500E0,2.336640930E0,7.365583191E0,-7.661068726E-1,7.765219013E0
4.510660500E0,1.775757294E0,7.190597076E0,-7.170089722E-1,7.441243320E0
4.520637500E0,1.392404480E0,7.143894196E0,-3.667373657E-1,7.287558632E0
4.530615500E0,1.026116180E0,7.120393066E0,1.182540894E-2,7.193959388E0
4.540592500E0,7.433541870E-1,7.100334778E0,5.373825073E-2,7.139342911E0
4.550570500E0,5.641767883E-1,7.106771393E0,-1.291813660E-1,7.130300338E0
4.560547500E0,4.046086121E-1,7.080725555E0,-2.853067017E-1,7.098012569E0
4.570525500E0,3.460803223E-1,7.072642365E0,-3.336561584E-1,7.088960998E0
4.580502500E0,2.576142883E-1,7.050488434E0,-2.140548706E-1,7.058439754E0
4.590480500E0,1.463955688E-1,6.955436096E0,4.700225830E-2,6.957135342E0
4.600458500E0,3.682342529E-2,6.829098816E0,4.050576782E-1,6.841200065E0
4.610435500E0,7.379653931E-2,6.776408386E0,8.732839966E-1,6.832845782E0
4.620413500E0,3.812571716E-1,6.843169556E0,1.428928528E0,7.001154429E0
4.630390500E0,9.237290955E-1,7.034621429E0,2.096689911E0,7.398329722E0
4.640368500E0,1.556613007E0,7.323071594E0,2.735860748E0,7.970906828E0
4.650345500E0,2.182311859E0,7.604336700E0,3.154240723E0,8.516904146E0
4.660323500E0,2.822680206E0,7.809110870E0,3.291205902E0,8.932064287E0
4.670300500E0,3.460803223E0,7.935448151E0,3.285517731E0,9.259758261E0
4.680278500E0,4.026027832E0,7.954907684E0,2.955304413E0,9.392724873E0
4.690255500E0,4.427792358E0,7.855514374E0,2.431842957E0,9.339609810E0
4.700233500E0,4.644242249E0,7.636968842E0,2.151326294E0,9.193502269E0
4.710211500E0,4.797373810E0,7.347321167E0,2.280807037E0,9.066421816E0
4.720188500E0,4.912484436E0,7.068750458E0,2.672392731E0,9.013402203E0
4.730166500E0,4.806355133E0,6.866371307E0,3.165916443E0,8.959415802E0
4.740143500E0,4.599635010E0,7.052883453E0,3.244652710E0,9.023723092E0
4.750121500E0,4.300407257E0,7.437284088E0,3.432212677E0,9.251312396E0
4.760098500E0,4.044289856E0,7.722291412E0,3.727249146E0,9.480635595E0
4.770076500E0,3.803440704E0,8.038883057E0,3.742667084E0,9.648697264E0
4.780053500E0,3.613785095E0,8.493038635E0,3.763024750E0,9.967522422E0
4.790031500E0,3.408112793E0,8.883576508E0,3.658092957E0,1.019386131E1
4.800008500E0,3.288511505E0,9.134155426E0,3.586541748E0,1.034941472E1
4.809986500E0,3.050656128E0,9.268875275E0,3.796555023E0,1.047054830E1
4.819964500E0,2.921624451E0,9.261091461E0,4.260440369E0,1.060448285E1
4.829941500E0,2.758613434E0,9.208550720E0,4.525688782E0,1.062493357E1
4.839919500E0,2.357148285E0,8.977281647E0,4.622387695E0,1.036890553E1
4.849896500E0,1.716929626E0,8.562793579E0,4.512665863E0,9.830230639E0
4.859874500E0,9.318122864E-1,8.128995667E0,4.096381531E0,9.150365366E0
4.869851500E0,1.303788757E-1,7.671996002E0,3.379372559E0,8.384311552E0
4.879829500E0,-5.089416504E-1,7.458090820E0,3.583547974E0,8.289991337E0
4.889806500E0,-4.179309082E-1,8.863967285E0,5.589825897E0,1.048764682E1
4.899784500E0,5.644761658E-1,1.260423935E1,5.177583160E0,1.363791957E1
4.909761500E0,2.246079254E0,1.716540436E1,6.511010284E0,1.849565445E1
4.919739500E0,3.656446381E0,2.116119507E1,7.452252960E0,2.273107677E1
4.929717500E0,3.067121887E0,2.161385376E1,4.964426422E0,2.238775202E1
4.939694500E0,2.273771667E-1,1.799887115E1,6.770420837E-1,1.801303554E1
4.949672500E0,-2.214794312E0,1.370654709E1,-1.059496765E0,1.392470037E1
4.959649500E0,-2.954406281E0,1.016326538E1,-8.900491333E-1,1.062133076E1
4.969627500E0,-2.329755249E0,7.207212524E0,-2.459685059E0,7.963775642E0
4.979604500E0,-4.420307922E-1,4.742587738E0,-5.873935089E0,7.562449544E0
4.989582500E0,1.964065704E0,4.151766357E0,-7.939789124E0,9.172511614E0
4.999559500E0,3.881877594E0,5.225782928E0,-8.894204407E0,1.102200766E1
5.009537500E0,4.102069702E0,6.005661163E0,-8.818012848E0,1.143032337E1
5.019515500E0,4.755460968E0,5.918991394E0,-6.621330872E0,1.007426874E1
5.029492500E0,8.249794464E0,6.798562317E0,1.674717407E0,1.082054697E1
5.039470500E0,1.148816025E1,8.124055939E0,5.369035034E0,1.506003479E1
5.049447500E0,1.170401138E1,9.707313538E0,1.793270874E-1,1.520683980E1
5.059425500E0,1.072834030E1,1.058658508E1,-2.919828186E0,1.535247426E1
5.069402500E0,9.992470551E0,1.249960693E1,-2.427501984E0,1.618587060E1
5.079380500E0,7.574698334E0,1.252176086E1,-2.245330811E-3,1.463456713E1
5.089357500E0,4.497846680E0,1.102083206E1,1.425036621E0,1.198833155E1
5.099335500E0,2.550695801E0,1.009859985E1,1.156045990E0,1.047970469E1
5.109312500E0,1.463057556E0,9.943672028E0,5.932164001E-1,1.006822013E1
5.119290500E0,9.928852844E-1,9.862840118E0,4.251159668E-2,9.912781831E0
5.129268500E0,1.122216339E0,9.922116852E0,-9.383985901E-1,1.002937507E1
5.139245500E0,8.307723999E-1,9.379944305E0,-1.252894592E0,9.499646457E0
5.149223500E0,5.167254639E-1,8.834029541E0,-9.385482788E-1,8.898761487E0
5.159200500E0,4.415817261E-1,8.765771484E0,-6.165678406E-1,8.798516923E0
5.169178500E0,7.565267944E-1,9.282646637E0,-1.977388000E-1,9.315522638E0
5.179155500E0,1.394799500E0,9.931247864E0,3.683839417E-1,1.003547988E1
5.189133500E0,2.023192749E0,1.007165588E1,7.518864441E-1,1.030033467E1
5.199110500E0,2.648143158E0,9.916728058E0,6.315367126E-1,1.028362758E1
5.209088500E0,3.158282318E0,9.689949646E0,2.782713318E-1,1.019545518E1
5.219065500E0,3.530258789E0,9.448651428E0,-1.185534668E-1,1.008730865E1
5.229043500E0,3.719465332E0,9.229507141E0,-4.013154602E-1,9.958879381E0
5.239021500E0,3.707041168E0,9.172475739E0,-3.583547974E-1,9.899741590E0
5.248998500E0,3.537743225E0,9.272767181E0,-2.930905151E-1,9.929035219E0
5.258976500E0,3.285068665E0,9.335187378E0,-4.038601685E-1,9.904569781E0
5.268953500E0,2.969225464E0,9.374256134E0,-6.051914978E-1,9.851864528E0
5.278931500E0,2.687960358E0,9.453740845E0,-7.268884277E-1,9.855288612E0
5.288908500E0,2.510279846E0,9.626781006E0,-7.464976501E-1,9.976656563E0
5.298886500E0,2.386487274E0,9.807155914E0,-7.912545776E-1,1.012431294E1
5.308863500E0,2.342329102E0,9.972112885E0,-9.499246216E-1,1.028746314E1
5.318841500E0,2.175276489E0,9.720336456E0,-1.138532410E0,1.002561842E1
5.328819500E0,2.411185913E0,1.043929138E1,-1.453477478E0,1.081227168E1
5.338796500E0,2.428549805E0,1.059017761E1,-1.729952545E0,1.100192946E1
5.348774500E0,2.254312134E0,1.037193146E1,-1.800904999E0,1.076578581E1
5.358751500E0,2.232307892E0,1.014889526E1,-1.777254181E0,1.054238616E1
5.368729500E0,2.256557465E0,9.950258331E0,-1.789678345E0,1.035869881E1
5.378706500E0,2.375859375E0,9.841734009E0,-1.749112701E0,1.027442608E1
5.388684500E0,2.445913696E0,9.705966339E0,-1.661395111E0,1.014635452E1
5.398661500E0,2.566712494E0,9.540410614E0,-1.783092041E0,1.003926616E1
5.408639500E0,2.764151917E0,9.370962982E0,-2.175426178E0,1.000939369E1
5.418616500E0,2.985691223E0,9.231303406E0,-2.586471405E0,1.004097351E1
5.428594708E0,3.194806366E0,9.131610718E0,-2.695744171E0,1.004291485E1
5.438572708E0,3.430416412E0,9.144334259E0,-2.501148834E0,1.008178314E1
5.448549708E0,3.605552216E0,9.155411224E0,-2.138902130E0,1.006958111E1
5.458527708E0,3.655248871E0,9.172475739E0,-1.694326630E0,1.001827821E1
5.468504708E0,3.588936768E0,9.098379822E0,-1.182840271E0,9.851908120E0
5.478482708E0,3.491489410E0,9.042246552E0,-7.036866760E-1,9.718430734E0
5.488459708E0,3.464695129E0,9.075926514E0,-3.760180664E-1,9.722033944E0
5.498437708E0,3.595523071E0,9.348958740E0,-1.802252197E-1,1.001814837E1
5.508414708E0,4.025129700E0,1.013242950E1,-3.472778320E-2,1.090270621E1
5.518392708E0,4.534221039E0,1.127485382E1,2.894979858E-1,1.215587505E1
5.528370708E0,4.900659027E0,1.205398361E1,7.210505676E-1,1.303207174E1
5.538347708E0,4.893024902E0,1.192165878E1,1.050216064E0,1.292944680E1
5.548325708E0,4.492008820E0,1.120629639E1,1.172511749E0,1.212988070E1
5.558302708E0,3.937262421E0,1.048569489E1,1.000818787E0,1.124515322E1
5.568280708E0,3.528462524E0,9.966125336E0,8.434959412E-1,1.060590342E1
5.578257708E0,3.261417847E0,9.650431824E0,7.381150818E-1,1.021334884E1
5.588235708E0,3.273842010E0,9.571845245E0,2.025288391E-1,1.011826471E1
5.598212708E0,3.481011200E0,9.582323456E0,-4.065545654E-1,1.020311954E1
5.608190708E0,3.790866852E0,9.670340424E0,-1.067579956E0,1.044154598E1
5.618168708E0,4.186943207E0,9.963131561E0,-1.946402435E0,1.098102756E1
5.628145708E0,4.654570770E0,1.032941986E1,-3.015030212E0,1.172400746E1
5.638123708E0,5.071304169E0,1.072983719E1,-3.681743774E0,1.242589109E1
5.648100708E0,5.232967987E0,1.074765015E1,-3.822600861E0,1.255022769E1
5.658078708E0,5.490582275E0,1.035651352E1,-4.264781342E0,1.247366129E1
5.668055708E0,5.316194916E0,1.036818924E1,-4.596491547E0,1.252553436E1
5.678033708E0,5.097649384E0,1.026191025E1,-4.482728119E0,1.230397020E1
5.688010708E0,4.783452759E0,1.021445892E1,-3.508853302E0,1.181222430E1
5.697988708E0,4.440815277E0,1.022688309E1,-2.708617401E0,1.147373462E1
5.707965708E0,3.988905029E0,1.078851517E1,-1.931433563E0,1.166335537E1
5.717943708E0,3.737727356E0,1.089943451E1,-1.476230164E0,1.161669204E1
5.727921708E0,3.358266449E0,1.127874573E1,-1.097517700E0,1.181916257E1
5.737898708E0,2.361638947E0,1.167048111E1,-9.458830261E-1,1.194454530E1
5.747876708E0,1.125359802E0,1.173230255E1,-7.827223206E-1,1.181211294E1
5.757853708E0,2.303709412E-1,1.185025726E1,-9.117539978E-1,1.188751292E1
5.767831708E0,-2.219883728E-1,1.198617462E1,-1.077010345E0,1.203651163E1
5.777808708E0,-5.060975647E-1,1.215262848E1,-4.216731262E-1,1.217046926E1
5.787786708E0,-3.456312561E-1,1.216325638E1,1.182241516E0,1.222546366E1
5.797763708E0,1.368154907E-1,1.165611099E1,1.986668701E0,1.182499448E1
5.807741708E0,4.896318054E-1,1.091919342E1,1.438358917E0,1.102440024E1
5.817718708E0,6.791377258E-1,1.024798920E1,7.885601807E-1,1.030069599E1
5.827696708E0,8.021818542E-1,9.778116302E0,4.119433594E-1,9.819610557E0
5.837674708E0,8.898994446E-1,9.444609833E0,6.661148071E-2,9.486675551E0
5.847651708E0,8.129594421E-1,9.148375854E0,-2.140548706E-1,9.186920230E0
5.857629708E0,6.137237549E-1,8.815318451E0,-3.492237854E-1,8.843554347E0
5.867606708E0,3.710783386E-1,8.489595795E0,-1.585203552E-1,8.499180231E0
5.877584708E0,1.838177490E-1,8.240064697E0,3.787124634E-1,8.250810767E0
5.887561708E0,7.229965210E-2,8.054899750E0,1.088237000E0,8.128400641E0
5.897539708E0,1.137634277E-2,7.869734802E0,1.803749084E0,8.073807407E0
5.907516708E0,5.284011841E-2,7.666607208E0,2.196681976E0,7.975278670E0
5.917494708E0,1.267863464E-1,7.466473389E0,2.360591125E0,7.831774390E0
5.927472708E0,2.145039368E-1,7.209906921E0,2.357148285E0,7.588472692E0
5.937449708E0,3.254232788E-1,6.988966370E0,2.308050385E0,7.367404414E0
5.947427708E0,5.516029358E-1,6.925947418E0,2.280058594E0,7.312433291E0
5.957404708E0,8.535250854E-1,6.854545898E0,2.412233734E0,7.316568604E0
5.967382708E0,1.277293854E0,6.857689362E0,2.607427826E0,7.447017043E0
5.977359708E0,1.815424805E0,6.950346680E0,2.893782349E0,7.744485940E0
5.987337708E0,2.339335327E0,7.118447113E0,3.241958313E0,8.164255801E0
5.997314708E0,2.833158417E0,7.329059143E0,3.497177582E0,8.600706109E0
6.007292708E0,3.253783722E0,7.510631561E0,3.603157196E0,8.943122315E0
6.017270708E0,3.651656342E0,7.703580322E0,3.748504944E0,9.312949755E0
6.027247708E0,4.057612152E0,7.874973907E0,3.944447479E0,9.697324184E0
6.037225708E0,4.239334259E0,8.050409088E0,4.258793793E0,1.004581336E1
6.047202708E0,4.330794067E0,8.166118469E0,4.710704041E0,1.037458436E1
6.057180708E0,4.430935822E0,8.119265900E0,5.038522339E0,1.053291880E1
6.067157708E0,4.514162750E0,7.922125854E0,5.279820557E0,1.053632994E1
6.077135708E0,4.525838470E0,7.687114563E0,5.347180481E0,1.040035015E1
6.087112708E0,4.294270020E0,7.417525177E0,5.186564484E0,1.001802804E1
6.097090708E0,3.935915222E0,7.095544739E0,5.100044403E0,9.583769441E0
6.107067708E0,3.371139679E0,6.889273682E0,4.886887665E0,9.094412881E0
6.117045708E0,2.575244751E0,6.765032043E0,4.522545319E0,8.535277397E0
6.127023708E0,1.632954254E0,6.565197601E0,3.928730164E0,7.823252510E0
6.137000708E0,7.056326294E-1,6.081852722E0,2.951861572E0,6.797082954E0
6.146978708E0,-1.293310547E-1,5.587879944E0,2.140099640E0,5.985077715E0
6.156955708E0,-1.827699280E-1,6.810836792E0,5.673202515E-1,6.836867332E0
6.166933708E0,1.122066650E0,1.080453186E1,-2.314187622E-1,1.086510455E1
6.176910708E0,3.034639435E0,1.621263565E1,3.662882996E0,1.689601441E1
6.186888708E0,5.566923523E0,2.026051804E1,8.231981506E0,2.256645183E1
6.196865708E0,8.066425781E0,2.478920059E1,6.804400177E0,2.694200350E1
6.206843708E0,7.585326233E0,2.450015167E1,3.507057037E0,2.588617498E1
6.216821708E0,3.824696503E0,1.707798615E1,2.299218750E-1,1.750253634E1
6.226798708E0,-4.659809875E-1,9.493707733E0,-3.657494202E0,1.018454165E1
6.236776708E0,-2.662213898E0,4.887636108E0,-5.266348572E0,7.662297100E0
6.246753708E0,-2.711611176E0,3.516487427E0,-2.998863831E0,5.358330268E0
6.256731708E0,-1.543290710E0,3.751947784E0,-1.174757080E0,4.223613689E0
6.266708708E0,-1.037342834E-1,4.959935760E0,-2.363135834E0,5.495100956E0
6.276686708E0,4.224215698E-1,6.751260681E0,-3.775748291E0,7.746885563E0
6.286663708E0,2.224374390E-1,8.456065521E0,-3.540138245E0,9.169901924E0
6.296641708E0,3.439846802E-1,9.893675995E0,-3.059936829E0,1.036177415E1
6.306619708E0,6.988966370E-1,1.112456635E1,-2.918780365E0,1.152231364E1
6.316596708E0,9.641450500E-1,1.185040695E1,-2.787503357E0,1.221195707E1
6.326574708E0,1.245410156E0,1.170685547E1,-2.645598450E0,1.206651162E1
6.336551708E0,1.472338257E0,1.123608444E1,-2.245480499E0,1.155246970E1
6.346529708E0,2.136507111E0,1.058179504E1,1.357676697E0,1.088036465E1
6.356506708E0,2.651735687E0,1.001118164E1,5.683830414E0,1.181361029E1
6.366484708E0,2.308798828E0,9.609117737E0,4.334685974E0,1.079144097E1
6.376461708E0,1.866019592E0,9.295669556E0,1.272503815E0,9.566126048E0
6.386439708E0,1.695075073E0,9.248966675E0,-9.651928711E-1,9.452420925E0
6.396416708E0,1.773362274E0,9.325756989E0,-1.840123444E0,9.669571420E0
6.406394708E0,2.291884003E0,9.477391663E0,-1.743274841E0,9.905185116E0
6.416372708E0,2.963237915E0,9.659263458E0,-1.170116730E0,1.017110233E1
6.426349708E0,3.468437347E0,9.633067932E0,-7.825726318E-1,1.026832388E1
6.436328000E0,3.669469299E0,9.318571930E0,-9.822573853E-1,1.006308190E1
6.446305000E0,3.901337128E0,8.951984253E0,-1.246757355E0,9.844432810E0
6.456283000E0,4.188739471E0,8.715326385E0,-1.488055573E0,9.783494353E0
6.466260000E0,4.566254425E0,8.597671051E0,-1.415007477E0,9.837320425E0
6.476238000E0,4.932093658E0,8.465795288E0,-1.068478088E0,9.855804541E0
6.486215000E0,5.216352539E0,8.408314819E0,-6.536906433E-1,9.916521737E0
6.496193000E0,5.389093323E0,8.470285950E0,-3.603007507E-1,1.004578954E1
6.506171000E0,5.477858734E0,8.495433655E0,-2.954855347E-1,1.011269702E1
6.516148000E0,5.443580017E0,8.417745209E0,-3.891906738E-1,1.003207193E1
6.526126000E0,5.214107208E0,8.435558167E0,-4.854405212E-1,9.928806981E0
6.536103000E0,4.888234863E0,8.456963654E0,-6.149212646E-1,9.787400190E0
6.546081000E0,4.495751038E0,8.383167114E0,-9.050180054E-1,9.555539014E0
6.556058000E0,4.084556122E0,8.389454041E0,-1.158141632E0,9.402543797E0
6.566036000E0,3.690874786E0,8.398585052E0,-1.168021088E0,9.247867907E0
6.576013000E0,3.279979248E0,8.379275208E0,-9.919871521E-1,9.052875531E0
6.585991000E0,3.031196594E0,8.507708130E0,-9.244775391E-1,9.078761432E0
6.595969000E0,2.924318848E0,8.793613586E0,-9.892927551E-1,9.319762915E0
6.605946000E0,2.899470520E0,9.093589783E0,-1.006806335E0,9.597601962E0
6.615924000E0,2.957849121E0,9.289083252E0,-1.075513458E0,9.807786105E0
6.625901000E0,2.997067566E0,9.435179443E0,-1.180145874E0,9.969842998E0
6.635879000E0,3.013683014E0,9.452094269E0,-1.252445526E0,9.999649552E0
