"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.645856000E0,3.095113678E0,9.399403839E0,-1.313518524E0,9.982677603E0
6.655834000E0,3.254232788E0,9.425449677E0,-1.330133972E0,1.005974100E1
6.665811000E0,3.421435089E0,9.473350067E0,-1.230740662E0,1.014718198E1
6.675789000E0,3.571572876E0,9.519903259E0,-1.007854156E0,1.021765437E1
6.685767000E0,3.717968445E0,9.584868164E0,-5.264552307E-1,1.029418002E1
6.695744000E0,3.945345612E0,9.642049255E0,2.031275940E-1,1.041998688E1
6.705722000E0,4.235592041E0,9.837692413E0,1.013841705E0,1.075863871E1
6.715699000E0,4.498894501E0,1.010473709E1,1.343905334E0,1.114234468E1
6.725677000E0,4.615202637E0,1.029544052E1,1.348695374E0,1.136288564E1
6.735654000E0,4.649181976E0,1.040471329E1,8.855584717E-1,1.143053653E1
6.745632000E0,4.702022095E0,1.039333694E1,4.505630493E-1,1.141636859E1
6.755609000E0,4.915328522E0,1.037537430E1,4.388873291E-1,1.148918920E1
6.765587000E0,5.457950134E0,1.055574921E1,5.294490051E-1,1.189509887E1
6.775564000E0,6.151008911E0,1.126647125E1,2.850073242E-1,1.283937359E1
6.785542000E0,6.742429047E0,1.219528976E1,1.549278259E-1,1.393590487E1
6.795520000E0,7.384294281E0,1.310479843E1,6.738986206E-1,1.505714725E1
6.805497000E0,7.659721527E0,1.383063904E1,1.599423981E0,1.589075414E1
6.815475000E0,6.896608429E0,1.389949585E1,2.249971161E0,1.567869774E1
6.825452000E0,4.978796539E0,1.313922684E1,3.231929169E0,1.441780368E1
6.835430000E0,3.141068115E0,1.245200592E1,2.938838654E0,1.317404771E1
6.845407000E0,1.647324371E0,1.190414520E1,1.593436432E0,1.212276331E1
6.855385000E0,8.143066406E-1,1.145627655E1,2.987786865E-1,1.148906595E1
6.865362000E0,5.896238708E-1,1.135014725E1,-6.301895142E-1,1.138290989E1
6.875340000E0,5.249583435E-1,1.150761978E1,-1.817370758E0,1.166206374E1
6.885318000E0,7.499404907E-1,1.208616669E1,-3.180735626E0,1.252018031E1
6.895295000E0,9.861492920E-1,1.319491104E1,-3.591331787E0,1.371042785E1
6.905273000E0,1.315314789E0,1.413405807E1,-3.086431732E0,1.452679288E1
6.915250000E0,1.967658234E0,1.452130280E1,-2.575843506E0,1.487867210E1
6.925228000E0,2.964136047E0,1.368723724E1,-2.157762909E0,1.416977440E1
6.935205000E0,3.668122101E0,1.220591766E1,-2.055375824E0,1.290984568E1
6.945183000E0,3.990551605E0,1.063373703E1,-1.906585236E0,1.151676745E1
6.955160000E0,3.945195923E0,9.313632202E0,-1.671723633E0,1.025197423E1
6.965138000E0,3.437601471E0,7.947273560E0,-1.316063232E0,8.758326515E0
6.975116000E0,2.539918213E0,6.897057495E0,-9.581575012E-1,7.412061280E0
6.985093000E0,1.591490479E0,6.256389771E0,-6.939569092E-1,6.492829206E0
6.995071000E0,7.764353943E-1,5.979315948E0,-5.225633240E-1,6.052118931E0
7.005048000E0,2.154020691E-1,5.930218048E0,-5.177732849E-1,5.956674687E0
7.015026000E0,-7.185058594E-2,6.120023346E0,-5.037025452E-1,6.141137070E0
7.025003000E0,-2.073188782E-1,6.405330048E0,-4.288581848E-1,6.423017475E0
7.034981000E0,-3.823049927E-1,6.674620056E0,-2.839595032E-1,6.691587480E0
7.044958000E0,-6.370751953E-1,6.924151154E0,-1.910028076E-1,6.956020132E0
7.054936000E0,-1.004411316E0,7.068151703E0,-4.221221924E-2,7.139285150E0
7.064914000E0,-1.430425415E0,7.104526062E0,1.561253357E-1,7.248778004E0
7.074891000E0,-1.703158264E0,7.003186798E0,5.035528564E-1,7.224883313E0
7.084869000E0,-1.642983398E0,6.863676910E0,8.556207275E-1,7.109257486E0
7.094846000E0,-1.445394287E0,6.660100250E0,1.193168793E0,6.918796988E0
7.104824000E0,-1.112336884E0,6.483916626E0,1.480720825E0,6.743218988E0
7.114801000E0,-6.481521606E-1,6.421496429E0,1.646276550E0,6.660776539E0
7.124779000E0,-1.155596924E-1,6.453978882E0,1.846560059E0,6.713939343E0
7.134756000E0,5.846841431E-1,6.667135620E0,2.248474274E0,7.060325027E0
7.144734000E0,1.402283936E0,7.009324036E0,2.913092194E0,7.719010934E0
7.154712000E0,2.292183380E0,7.387437744E0,3.718716888E0,8.582377081E0
7.164689000E0,3.255280609E0,7.755971375E0,4.382586365E0,9.484672216E0
7.174667000E0,4.382885742E0,8.206235046E0,4.630620575E0,1.039204638E1
7.184644000E0,5.365592194E0,8.712781677E0,4.891827393E0,1.134161009E1
7.194622000E0,6.135441284E0,9.266779633E0,5.203628998E0,1.227169912E1
7.204599000E0,6.854545898E0,9.659862213E0,5.519621887E0,1.306766862E1
7.214577000E0,7.648943939E0,9.836045837E0,5.702092438E0,1.370284639E1
7.224554000E0,8.178692322E0,9.841734009E0,5.425317993E0,1.389909392E1
7.234532000E0,7.981252899E0,9.842183075E0,4.613855438E0,1.348542278E1
7.244510000E0,6.874005432E0,9.785301361E0,3.769611053E0,1.253850234E1
7.254487000E0,5.438640289E0,9.340426483E0,3.347039795E0,1.131481553E1
7.264465000E0,4.167034607E0,8.668324127E0,3.168012085E0,1.012621949E1
7.274442000E0,3.162024536E0,7.940387878E0,3.044219513E0,9.072785199E0
7.284420000E0,2.618355103E0,7.605384521E0,2.978506165E0,8.577246419E0
7.294397000E0,2.540816345E0,8.907077637E0,2.435734863E0,9.577295237E0
7.304375000E0,2.706072693E0,1.126976440E1,1.877695312E0,1.174121624E1
7.314352000E0,2.659818878E0,1.369382355E1,3.156486053E0,1.430240693E1
7.324330000E0,2.869532776E0,1.620440277E1,5.724695435E0,1.742380628E1
7.334307000E0,3.452270966E0,1.783750671E1,5.509293365E0,1.898544532E1
7.344285000E0,3.413202209E0,1.741733047E1,1.861528931E0,1.784596986E1
7.354263000E0,1.597777405E0,1.447849182E1,-2.894081726E0,1.485110525E1
7.364240000E0,-5.101391602E-1,1.069001999E1,-5.004692688E0,1.181455535E1
7.374218000E0,-7.343728638E-1,8.085735626E0,-4.168082428E0,9.126408672E0
7.384195000E0,-5.969586182E-1,6.819668427E0,-2.220033417E0,7.196720462E0
7.394173000E0,-4.300556946E-1,6.341113586E0,-1.639091492E0,6.563633928E0
7.404150000E0,-7.544311523E-2,6.532266083E0,-2.573747864E0,7.021422214E0
7.414128000E0,-7.484436035E-3,6.917415161E0,-3.314557343E0,7.670526638E0
7.424106000E0,2.080673218E-2,7.597750397E0,-3.276985474E0,8.274350597E0
7.434082708E0,2.899470520E-1,8.897497559E0,-3.196752319E0,9.458792602E0
7.444060708E0,6.105802917E-1,9.997110901E0,-3.216511230E0,1.051955223E1
7.454037708E0,1.211730194E0,1.073851913E1,-3.319048004E0,1.130487341E1
7.464015708E0,1.621727600E0,1.098775085E1,-3.217708740E0,1.156349077E1
7.473992708E0,1.651066589E0,1.042596909E1,-2.472558289E0,1.084160490E1
7.483970708E0,1.989662476E0,9.941277008E0,-1.110390930E0,1.019905453E1
7.493947708E0,2.645748138E0,9.562265167E0,9.996212769E-1,9.971767197E0
7.503925708E0,3.153043213E0,8.950187988E0,3.489992523E0,1.011076626E1
7.513902708E0,3.019820251E0,8.435109100E0,3.682941284E0,9.686817661E0
7.523880708E0,2.728376312E0,8.457263031E0,1.637295227E0,9.036042880E0
7.533858708E0,2.433639221E0,8.860674133E0,-2.604583740E-1,9.192496098E0
7.543835708E0,2.107168121E0,9.158255310E0,-9.683363342E-1,9.447299777E0
7.553813708E0,1.925296326E0,9.353748779E0,-9.193881226E-1,9.593990655E0
7.563790708E0,1.881736908E0,9.449998627E0,-4.635859680E-1,9.646674027E0
7.573768708E0,1.905088348E0,9.335935822E0,2.694396973E-2,9.528367397E0
7.583745708E0,2.030078430E0,9.210346985E0,2.341131592E-1,9.434326631E0
7.593723708E0,2.267784119E0,9.121731262E0,7.319778442E-2,9.399690630E0
7.603701708E0,2.609822845E0,9.061556396E0,-4.700225830E-1,9.441604781E0
7.613678708E0,3.002156982E0,9.088200989E0,-1.040635986E0,9.627630395E0
7.623656708E0,3.354075165E0,9.109905853E0,-1.254541168E0,9.788466602E0
7.633633708E0,3.633094940E0,9.031768341E0,-1.124611359E0,9.799845352E0
7.643611708E0,3.844754791E0,8.838819580E0,-8.858578491E-1,9.679442913E0
7.653588708E0,3.970193939E0,8.725804596E0,-6.911128235E-1,9.611438118E0
7.663566708E0,3.976031799E0,8.635841675E0,-6.484515381E-1,9.529274878E0
7.673543708E0,3.889960785E0,8.514593811E0,-7.161108398E-1,9.388445953E0
7.683521708E0,3.725153503E0,8.509803772E0,-7.502398682E-1,9.319677501E0
7.693499708E0,3.679797821E0,8.585995331E0,-8.336164856E-1,9.378440396E0
7.703476708E0,3.577261047E0,8.692424011E0,-8.643026733E-1,9.439388270E0
7.713454708E0,3.401676178E0,8.691076813E0,-8.235873413E-1,9.369338989E0
7.723431708E0,3.205583954E0,8.745114441E0,-8.146060181E-1,9.349672616E0
7.733409708E0,3.074157257E0,8.901389465E0,-8.202941895E-1,9.452939216E0
7.743386708E0,2.958597565E0,9.106163635E0,-7.441026306E-1,9.603603721E0
7.753364708E0,2.910248108E0,9.260193329E0,-6.182144165E-1,9.726402912E0
7.763341708E0,2.939736786E0,9.353000336E0,-5.457650757E-1,9.819293619E0
7.773319708E0,2.988385620E0,9.323811035E0,-7.087760925E-1,9.816632029E0
7.783297708E0,3.085234222E0,9.277706909E0,-1.058149567E0,9.834337609E0
7.793274708E0,3.206033020E0,9.335935822E0,-1.266516266E0,9.952005267E0
7.803252708E0,3.355122986E0,9.515113220E0,-1.290616150E0,1.017152495E1
7.813229708E0,3.554208984E0,9.782457275E0,-1.192270660E0,1.047618161E1
7.823207708E0,3.773952026E0,1.005548950E1,-1.020727386E0,1.078876580E1
7.833184708E0,3.981570282E0,1.033959869E1,-7.482939148E-1,1.110496046E1
7.843162708E0,4.137246552E0,1.050725006E1,-1.676513672E-1,1.129368053E1
7.853139708E0,4.247866516E0,1.038540344E1,8.467890930E-1,1.125246757E1
7.863117708E0,4.344715118E0,1.011311966E1,1.722019043E0,1.114078490E1
7.873095708E0,4.820575562E0,1.017793488E1,1.415157166E0,1.135037342E1
7.883072708E0,5.728587341E0,1.093730576E1,2.484832764E-2,1.234673996E1
7.893050708E0,6.580166473E0,1.179322586E1,-9.536668396E-1,1.353839900E1
7.903027708E0,7.294181671E0,1.194171707E1,-2.936892700E-1,1.399628330E1
7.913005708E0,7.853119354E0,1.157722504E1,1.710642700E0,1.409361279E1
7.922982708E0,7.735913086E0,1.094044922E1,3.121758270E0,1.375802148E1
7.932960708E0,6.593788147E0,1.080992065E1,3.403771820E0,1.311175386E1
7.942937708E0,5.164560242E0,1.133562744E1,2.582729187E0,1.272162026E1
7.952915708E0,3.811823273E0,1.208407104E1,1.774559784E0,1.279467984E1
7.962893708E0,2.620750122E0,1.280512161E1,1.156045990E0,1.312158196E1
7.972870708E0,1.675166473E0,1.318712723E1,8.301736450E-1,1.331899754E1
7.982848708E0,6.483018494E-1,1.301049454E1,3.933819580E-1,1.303257506E1
7.992825708E0,3.697311401E-2,1.278551239E1,-2.457888794E-1,1.278792815E1
8.002803708E0,-2.338137817E-1,1.307815384E1,-6.429130554E-1,1.309603428E1
8.012780708E0,-2.945874023E-1,1.392479324E1,-9.753717041E-1,1.396201986E1
8.022758708E0,-2.691403198E-1,1.489866806E1,-9.205856323E-1,1.492950851E1
8.032735708E0,-3.146456909E-1,1.556358536E1,-3.643423462E-1,1.557102875E1
8.042713708E0,-4.355941772E-2,1.505209900E1,-3.878434753E-1,1.505715791E1
8.052691708E0,5.945635986E-1,1.329445404E1,-1.197060699E0,1.336147329E1
8.062668708E0,1.303489380E0,1.117546051E1,-2.184108124E0,1.146125344E1
8.072646708E0,1.886826324E0,9.407337341E0,-2.194137268E0,9.842375109E0
8.082623708E0,2.414479065E0,8.128546600E0,-1.294508057E0,8.577804503E0
8.092601708E0,2.638263702E0,7.166646881E0,-4.574487305E-1,7.650524310E0
8.102578708E0,2.877017212E0,6.593638458E0,-2.082170105E-1,7.196988987E0
8.112556708E0,2.952909393E0,6.403982849E0,-1.709445190E-1,7.054069198E0
8.122533708E0,2.759661255E0,6.440955963E0,-7.918533325E-2,7.007703923E0
8.132511708E0,2.346969452E0,6.669380951E0,-6.301895142E-2,7.070564282E0
8.142489708E0,1.714235229E0,6.995253296E0,-1.249900818E-1,7.203318237E0
8.152466708E0,9.442364502E-1,7.176825714E0,-2.359094238E-1,7.242517729E0
8.162444708E0,3.746708679E-1,7.263345795E0,-1.375639343E-1,7.274303694E0
8.172421708E0,-6.197113037E-2,7.259902954E0,7.349716187E-2,7.260539454E0
8.182399708E0,-3.980223083E-1,7.201823730E0,1.622625732E-1,7.214639003E0
8.192376708E0,-7.439529419E-1,7.046596527E0,1.160087585E-1,7.086709154E0
8.202354708E0,-1.108894043E0,6.753206635E0,2.465373230E-1,6.848081958E0
8.212331708E0,-1.387614441E0,6.489904175E0,5.671705627E-1,6.660781672E0
8.222309708E0,-1.559457092E0,6.212830353E0,9.572593689E-1,6.476689966E0
8.232287708E0,-1.448088684E0,5.999823303E0,1.121168518E0,6.273106037E0
8.242264708E0,-1.166673889E0,6.008205872E0,1.174757080E0,6.232152113E0
8.252242708E0,-6.965016174E-1,6.226302338E0,1.244661713E0,6.387576855E0
8.262219708E0,-2.574645996E-2,6.504124603E0,1.500180359E0,6.674941261E0
8.272197708E0,7.946974182E-1,6.735842743E0,2.064057770E0,7.089672483E0
8.282174708E0,1.657353516E0,7.021448822E0,2.890040131E0,7.771737013E0
8.292152708E0,2.708617401E0,7.604336700E0,3.699257355E0,8.879586131E0
8.302130708E0,3.975433044E0,8.336913300E0,4.441114655E0,1.024849699E1
8.312107708E0,5.238207092E0,9.172176361E0,5.322182465E0,1.182764807E1
8.322085708E0,6.654112701E0,9.970466309E0,6.233188019E0,1.351073822E1
8.332062708E0,8.083639984E0,1.059751236E1,6.805148621E0,1.496537842E1
8.342040708E0,9.221124573E0,1.092458221E1,6.809938660E0,1.583511602E1
8.352017708E0,9.617350616E0,1.077414505E1,6.340215454E0,1.577257006E1
8.361995708E0,8.796607361E0,1.019350250E1,5.508095856E0,1.454740232E1
8.371972708E0,6.991062012E0,9.679172058E0,4.594096527E0,1.279324207E1
8.381950708E0,5.010380859E0,9.049880676E0,3.555107117E0,1.093814624E1
8.391928708E0,3.310964813E0,8.216264191E0,2.496957550E0,9.203492938E0
8.401905708E0,2.062261505E0,7.329807587E0,1.835932159E0,7.832601654E0
8.411883708E0,1.374292145E0,6.788682861E0,1.614093475E0,7.111975228E0
8.421860708E0,1.307381287E0,8.183632050E0,1.214125214E0,8.375868873E0
8.431839083E0,1.912572784E0,1.135808075E1,1.864522705E0,1.166792089E1
8.441816083E0,2.688708801E0,1.486259308E1,4.760400696E0,1.583626354E1
8.451794083E0,3.811374207E0,1.784843399E1,6.492299194E0,1.937119300E1
8.461771083E0,4.662354584E0,1.868699020E1,4.554279327E0,1.979097303E1
8.471749083E0,4.444407806E0,1.639735153E1,1.064586182E0,1.702231599E1
8.481727083E0,2.750380554E0,1.244347366E1,-3.077899475E0,1.311022865E1
8.491704083E0,6.478527832E-1,8.897497559E0,-5.183271332E0,1.031753254E1
8.501682083E0,-4.302053833E-1,6.515500946E0,-3.694467316E0,7.502394151E0
8.511659083E0,-8.087681580E-1,5.417384491E0,-9.533674622E-1,5.559772493E0
8.521637083E0,-3.124003601E-1,5.709127808E0,-1.506467285E0,5.912797814E0
8.531614083E0,3.447331238E-1,6.889423370E0,-3.442092133E0,7.709149989E0
8.541592083E0,3.335064697E-1,8.000562744E0,-3.943549347E0,8.925906802E0
8.551569083E0,2.698887634E-1,9.186247101E0,-3.577261047E0,9.861884827E0
8.561547083E0,5.063969421E-1,1.059975769E1,-3.247496796E0,1.109763652E1
8.571525083E0,7.562274170E-1,1.152004395E1,-2.900817719E0,1.190369841E1
8.581502083E0,1.154698792E0,1.183753372E1,-2.624192963E0,1.217977515E1
8.591480083E0,1.297950897E0,1.135044662E1,-2.111060028E0,1.161782637E1
8.601457083E0,1.478026428E0,1.021296204E1,2.371069336E-1,1.032208193E1
8.611435083E0,2.063009949E0,9.401798859E0,2.570005646E0,9.962668360E0
8.621412083E0,2.410587158E0,8.983867950E0,2.335593109E0,9.590401919E0
8.631390083E0,2.371069336E0,8.763526154E0,1.095122681E0,9.144432958E0
8.641367083E0,2.292183380E0,8.794811096E0,-8.622070312E-2,9.089017597E0
8.651345083E0,2.266287231E0,8.994944916E0,-1.144819336E0,9.346427294E0
8.661323083E0,2.334096222E0,9.277706909E0,-1.496737518E0,9.683185109E0
8.671300083E0,2.410886536E0,9.547296295E0,-8.996292114E-1,9.888001474E0
8.681278083E0,2.461780701E0,9.610764313E0,-1.844165039E-1,9.922759915E0
8.691255083E0,2.467618561E0,9.544601898E0,9.145980835E-2,9.858850422E0
8.701233083E0,2.419418793E0,9.318122864E0,5.807922363E-2,9.627272417E0
8.711210083E0,2.418370972E0,9.025631104E0,-2.380050659E-1,9.347041317E0
8.721188083E0,2.587968292E0,8.837173004E0,-6.324348450E-1,9.230015191E0
8.731166083E0,2.862048340E0,8.831484833E0,-8.620573425E-1,9.323603805E0
8.741143083E0,3.265908508E0,8.932824097E0,-9.125024414E-1,9.554798032E0
8.751121083E0,3.649261322E0,9.137149200E0,-9.711804199E-1,9.886748460E0
8.761098083E0,3.991449738E0,9.243278503E0,-9.142987061E-1,1.010968895E1
8.771076083E0,4.282594299E0,9.193282471E0,-6.857240295E-1,1.016500241E1
8.781053083E0,4.408482513E0,9.111552429E0,-3.990701294E-1,1.012987476E1
8.791031083E0,4.459975433E0,9.057814178E0,-1.634600830E-1,1.009762832E1
8.801008083E0,4.361480255E0,8.905131683E0,-4.296066284E-2,9.915932933E0
8.810986083E0,4.131408691E0,8.747210083E0,-1.552272034E-1,9.675035788E0
8.820964083E0,3.806883545E0,8.696914673E0,-3.376977539E-1,9.499617199E0
8.830941083E0,3.472029877E0,8.600664825E0,-3.369493103E-1,9.281161659E0
8.840919083E0,3.097209320E0,8.547375641E0,-2.609074402E-1,9.094966114E0
8.850896083E0,2.777025146E0,8.530011749E0,-1.550775146E-1,8.972013048E0
8.860874083E0,2.637664948E0,8.682993622E0,-4.445755005E-2,9.074890142E0
8.870851083E0,2.662962341E0,8.893006897E0,-7.933502197E-3,9.283156954E0
8.880829083E0,2.773881683E0,9.174272003E0,-2.267784119E-1,9.587132774E0
8.890807083E0,2.891836395E0,9.330097961E0,-5.893244934E-1,9.785742132E0
8.900784083E0,3.043620758E0,9.155560913E0,-6.984475708E-1,9.673456051E0
8.910762083E0,3.193459167E0,9.018595734E0,-6.890171814E-1,9.592079813E0
8.920739083E0,3.284170532E0,8.837622070E0,-7.613168335E-1,9.458802422E0
8.930717083E0,3.364104309E0,8.713979187E0,-1.018032990E0,9.396117403E0
8.940694083E0,3.419489136E0,8.657247162E0,-1.230740662E0,9.389119072E0
8.950672083E0,3.552861786E0,8.572373657E0,-1.093476105E0,9.343666678E0
8.960649083E0,3.748205566E0,8.689579926E0,-8.066725159E-1,9.497818950E0
8.970627083E0,3.973187714E0,9.055269470E0,-6.837780762E-1,9.912198457E0
8.980605083E0,4.311783600E0,9.803563385E0,-8.533753967E-1,1.074381601E1
8.990582083E0,4.798721008E0,1.089359665E1,-1.097966766E0,1.195423366E1
9.000560083E0,5.217100983E0,1.204649918E1,-1.043180695E0,1.316907404E1
9.010537083E0,5.659730530E0,1.324415863E1,-2.944377136E-1,1.440579679E1
9.020515083E0,5.987698517E0,1.414229095E1,1.113833771E0,1.539797235E1
9.030492083E0,5.952521667E0,1.430739761E1,2.463427277E0,1.569084493E1
9.040470083E0,5.572162628E0,1.385578674E1,2.715203705E0,1.517906960E1
9.050448083E0,4.718038788E0,1.335642517E1,2.348017273E0,1.435852250E1
9.060425083E0,3.529210968E0,1.300181259E1,2.291285248E0,1.366573997E1
9.070403083E0,2.378254395E0,1.249152374E1,2.276915131E0,1.291815010E1
9.080380083E0,1.460812225E0,1.196851135E1,2.265538788E0,1.226832924E1
9.090358083E0,7.571255493E-1,1.143951141E1,2.005080414E0,1.163855695E1
9.100335083E0,2.820135498E-1,1.123728195E1,1.915416870E0,1.140284434E1
9.110313083E0,-1.086740112E-1,1.141092087E1,1.668131104E0,1.153271809E1
9.120290083E0,-4.968168640E-1,1.162153290E1,1.067879333E0,1.168106246E1
9.130268083E0,-7.652087402E-1,1.158755356E1,-4.071533203E-2,1.161286354E1
9.140246083E0,-7.217990112E-1,1.128443390E1,-8.589138794E-1,1.134006946E1
9.150223083E0,-3.408412170E-1,1.125150238E1,-1.436263275E0,1.134792187E1
9.160201083E0,1.995350647E-1,1.152573212E1,-1.381477203E0,1.160994377E1
9.170178083E0,8.343649292E-1,1.151525391E1,-7.628137207E-1,1.157061460E1
9.180156083E0,1.348695374E0,1.097727264E1,-5.248086548E-1,1.107225894E1
9.190133083E0,1.623673553E0,1.004995102E1,-8.202941895E-1,1.021326167E1
9.200111083E0,1.914069672E0,9.111103363E0,-1.008452911E0,9.364445764E0
9.210088083E0,2.203567657E0,8.279881897E0,-7.852670288E-1,8.603999009E0
9.220066083E0,2.174977112E0,7.614365845E0,-2.312690735E-1,7.922283638E0
9.230044083E0,1.948797455E0,7.155120850E0,2.974314880E-1,7.421726981E0
9.240021083E0,1.543290710E0,7.008425903E0,6.036946106E-1,7.201682237E0
9.249999083E0,1.001567230E0,7.083419952E0,7.433541870E-1,7.192395330E0
9.259976083E0,4.640350342E-1,7.298073578E0,7.574249268E-1,7.351931650E0
9.269954083E0,7.214996338E-2,7.519014130E0,7.470964050E-1,7.556383536E0
9.279931083E0,-2.079176331E-1,7.653584290E0,8.526269531E-1,7.703736427E0
9.289909083E0,-4.026626587E-1,7.731272736E0,1.064885559E0,7.814646286E0
9.299887083E0,-4.101470947E-1,7.729626160E0,1.264570312E0,7.843116682E0
9.309864083E0,-3.116519165E-1,7.691305847E0,1.527723083E0,7.847754480E0
9.319842083E0,-1.092727661E-1,7.550598450E0,1.787582703E0,7.760085657E0
9.329819083E0,8.592132568E-2,7.457042999E0,2.056273956E0,7.735834496E0
9.339797083E0,3.829037476E-1,7.444768524E0,2.266885986E0,7.791660011E0
9.349774083E0,9.833052063E-1,7.489076385E0,2.375260620E0,7.918018518E0
9.359752083E0,1.729503479E0,7.655081177E0,2.193837891E0,8.148887948E0
9.369729083E0,2.488574982E0,7.910300446E0,1.916614380E0,8.511126204E0
9.379707083E0,3.225342865E0,8.118218079E0,1.792522430E0,8.917479354E0
9.389685083E0,3.954925690E0,8.208181000E0,1.829046478E0,9.293066424E0
9.399662083E0,4.535867615E0,8.268954620E0,2.140698395E0,9.671209601E0
9.409640083E0,4.899760895E0,8.198151855E0,2.561024323E0,9.888184679E0
9.419617083E0,4.970413971E0,8.095315704E0,2.736758881E0,9.885797923E0
9.429595083E0,4.649331665E0,8.102201385E0,2.820434875E0,9.757909874E0
9.439576625E0,3.991150360E0,8.216713257E0,2.986888733E0,9.610679593E0
9.449554625E0,3.207679596E0,8.252638550E0,3.161276093E0,9.401538063E0
9.459532625E0,2.426753540E0,8.278834076E0,3.242257690E0,9.216314954E0
9.469509625E0,1.829495544E0,8.404422913E0,3.305875397E0,9.214672570E0
9.479487625E0,1.635648651E0,8.699908447E0,3.260819092E0,9.433805947E0
9.489464625E0,1.775757294E0,9.237590332E0,2.814597015E0,9.818775151E0
9.499442625E0,1.935475159E0,9.772877197E0,2.318079529E0,1.022881643E1
9.509419625E0,1.863774261E0,9.897717590E0,1.596879272E0,1.019747476E1
9.519397625E0,1.609752502E0,9.501341858E0,1.829196167E-1,9.638478086E0
9.529374625E0,1.349892883E0,9.030870209E0,-1.109193420E0,9.198322541E0
9.539352625E0,1.513652344E0,9.145082703E0,-1.355880432E0,9.368142441E0
9.549330625E0,1.967957611E0,1.051069290E1,-2.832110596E-1,1.069708983E1
9.559307625E0,2.449057159E0,1.359428055E1,3.559448090E0,1.426436172E1
9.569285625E0,4.463717651E0,1.813823135E1,1.055544983E1,2.145548259E1
9.579262625E0,6.123615875E0,1.990785141E1,9.102122040E0,2.273037274E1
9.589240625E0,4.322112122E0,1.581341583E1,5.519023132E-1,1.640272446E1
9.599217625E0,1.385818176E0,1.045455963E1,-2.748584290E0,1.089830375E1
9.609195625E0,-9.160949707E-2,6.958429871E0,-2.296973419E0,7.328316686E0
9.619173625E0,-2.278262329E-1,5.309758301E0,-1.572030945E0,5.542266621E0
9.629150625E0,-3.272195435E-1,4.970413971E0,-4.638853455E-1,5.002726985E0
9.639128625E0,-1.845661926E-1,5.542823639E0,3.001258850E-1,5.554010634E0
9.649105625E0,4.882846069E-1,7.003635864E0,-5.403762817E-2,7.020844482E0
9.659083625E0,1.495540009E0,8.997190247E0,-6.735992432E-1,9.145480206E0
9.669060625E0,2.525847473E0,1.078252762E1,-1.357227631E0,1.115727898E1
9.679038625E0,3.531605988E0,1.217642899E1,-1.542691956E0,1.277174859E1
9.689015625E0,3.620970154E0,1.190878555E1,2.140548706E-1,1.244895247E1
9.698993625E0,3.189716949E0,1.037776932E1,3.172502747E0,1.131093117E1
9.708971625E0,2.701282654E0,9.093440094E0,4.696034546E0,1.058491007E1
9.718948625E0,2.155218201E0,8.450826416E0,3.252586212E0,9.308101293E0
9.728926625E0,2.176024933E0,9.259893951E0,9.550140381E-1,9.559956711E0
9.738903625E0,2.077829132E0,9.154962158E0,2.618055725E-1,9.391445479E0
9.748881625E0,2.686014404E0,1.010937744E1,-5.845344543E-1,1.047644339E1
9.758858625E0,3.518583069E0,1.160596527E1,-1.079255676E0,1.217553488E1
9.768836625E0,3.815415802E0,1.179068115E1,-1.057999878E0,1.243772180E1
9.778814625E0,3.837420044E0,1.114791779E1,-9.529183960E-1,1.182835225E1
9.788791625E0,3.609743500E0,9.862091675E0,-8.071215820E-1,1.053292673E1
9.798769625E0,4.033063202E0,9.924511871E0,-6.533912659E-1,1.073258845E1
9.808746625E0,3.855831757E0,9.525741119E0,-4.879852295E-2,1.027665139E1
9.818724625E0,3.759282532E0,9.503138123E0,6.045927429E-1,1.023754715E1
9.828701625E0,3.478316803E0,9.057963867E0,1.254391479E0,9.783603384E0
9.838679625E0,3.622916107E0,9.300758972E0,1.712888031E0,1.012737004E1
9.848657625E0,3.615880737E0,9.414073334E0,1.784588928E0,1.024129522E1
9.858634625E0,3.517684937E0,9.158404999E0,2.085163879E0,1.002987527E1
9.868612625E0,3.540587311E0,9.014853516E0,2.165247345E0,9.924295364E0
9.878589625E0,3.524271240E0,8.935967560E0,2.043251038E0,9.820737182E0
9.888567625E0,3.586990814E0,8.969797211E0,1.807191925E0,9.828006296E0
9.898544625E0,3.517235870E0,8.863218842E0,1.936373291E0,9.730217774E0
9.908522625E0,3.085084534E0,8.561296692E0,2.594404907E0,9.462794748E0
9.918499625E0,1.971101074E0,7.108118591E0,3.669918365E0,8.238864616E0
9.928477625E0,-1.493444366E0,2.375110931E0,4.684358826E0,5.460288053E0
9.938455625E0,-3.275039520E0,3.236270142E-1,4.207749939E0,5.341888978E0
9.948432625E0,-9.376501465E-1,4.324956207E0,2.217937775E0,4.950119389E0
9.958410625E0,1.096020813E0,8.789721680E0,-5.837860107E-3,8.857793343E0
9.968387625E0,1.613195343E0,1.100840790E1,-1.040486298E0,1.117452708E1
9.978365625E0,1.667981415E0,1.225980560E1,-1.565893707E0,1.247144813E1
9.988342625E0,1.495989075E0,1.323158478E1,-1.733245697E0,1.342821506E1
9.998320625E0,1.398691406E0,1.342453354E1,-1.607357483E0,1.359257284E1
