"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.263211917E0,-9.904675777E0,-1.418639299E1,3.174329709E0,1.759069975E1
3.273178917E0,-8.969337620E0,-1.480635690E1,3.085625986E0,1.758403565E1
3.283145917E0,-8.241214260E0,-1.550059447E1,3.145765184E0,1.783485016E1
3.293113917E0,-7.459788852E0,-1.579847152E1,3.124626914E0,1.774833641E1
3.303080917E0,-6.743540018E0,-1.574479291E1,3.144551594E0,1.741442047E1
3.313047917E0,-5.829261192E0,-1.572463639E1,2.881317839E0,1.701606500E1
3.323014917E0,-4.913948579E0,-1.563173115E1,2.359856423E0,1.655496396E1
3.332982917E0,-3.916059832E0,-1.548297447E1,1.994524728E0,1.609460009E1
3.342950208E0,-2.465644541E0,-1.551833960E1,1.850159605E0,1.582154726E1
3.352917208E0,-1.070062684E0,-1.598857269E1,1.649579058E0,1.610902237E1
3.362884208E0,-3.583290696E-1,-1.655364293E1,1.536405029E0,1.662865101E1
3.372852208E0,1.282423031E-1,-1.729093355E1,1.287420062E0,1.733926987E1
3.382819208E0,4.338365042E-1,-1.818126686E1,1.117851977E0,1.822076485E1
3.392786208E0,6.021907067E-1,-1.895392846E1,9.412153400E-1,1.898683555E1
3.402753208E0,1.125670874E0,-1.967985210E1,6.204341657E-1,1.972178116E1
3.412720208E0,2.331801775E0,-2.048677488E1,5.796391654E-1,2.062719627E1
3.422688208E0,4.077121387E0,-2.139280094E1,8.228225255E-1,2.179339092E1
3.432655208E0,5.860558414E0,-2.247353012E1,1.163520047E0,2.325423574E1
3.442622208E0,7.366532194E0,-2.368352720E1,1.506805254E0,2.484845506E1
3.452589208E0,9.211439829E0,-2.480634229E1,1.945555466E0,2.653281794E1
3.462557208E0,1.057134022E1,-2.568236512E1,2.171172913E0,2.785769381E1
3.472524208E0,1.098974008E1,-2.644019234E1,2.244014018E0,2.872096371E1
3.482491208E0,1.138631695E1,-2.681565141E1,2.052731713E0,2.920515505E1
3.492458208E0,1.232749531E1,-2.655213143E1,1.895712923E0,2.933558508E1
3.502426208E0,1.379267891E1,-2.596552005E1,1.695354570E0,2.945030475E1
3.512393208E0,1.554961285E1,-2.503505496E1,1.369861125E0,2.950289742E1
3.522360208E0,1.712932002E1,-2.396342639E1,1.315527627E0,2.948542049E1
3.532327208E0,1.866088823E1,-2.290426175E1,1.509604901E0,2.958230658E1
3.542295208E0,1.986222208E1,-2.143618962E1,1.437922861E0,2.925894245E1
3.552262208E0,2.051827734E1,-1.988368604E1,1.372133353E0,2.860495456E1
3.562229208E0,2.031083450E1,-1.823356085E1,1.337742369E0,2.732731772E1
3.572196208E0,1.984789172E1,-1.653283503E1,1.421280224E0,2.587070693E1
3.582164208E0,1.977115286E1,-1.507288000E1,2.004750485E0,2.494211743E1
3.592131208E0,1.994882636E1,-1.377439233E1,2.808793069E0,2.440448475E1
3.602098208E0,2.011366405E1,-1.278556034E1,3.924108232E0,2.415426794E1
3.612065208E0,2.070140745E1,-1.190617536E1,5.213854609E0,2.444359961E1
3.622033208E0,2.136776550E1,-1.044759209E1,6.096319903E0,2.455399559E1
3.632000208E0,2.149447934E1,-8.983183241E0,6.637449306E0,2.422325240E1
3.641967208E0,2.101708459E1,-7.996732818E0,6.975502571E0,2.354406967E1
3.651934208E0,2.024152394E1,-7.139704666E0,7.560957377E0,2.275659796E1
3.661902208E0,1.981219564E1,-6.144338992E0,8.209103690E0,2.230841503E1
3.671869208E0,1.981387964E1,-5.116951627E0,9.138599895E0,2.241176094E1
3.681836208E0,1.991243095E1,-4.028335728E0,1.025380835E1,2.275682273E1
3.691803208E0,2.015689368E1,-2.844270465E0,1.089863227E1,2.309048338E1
3.701770208E0,2.052506011E1,-1.596053061E0,1.112199942E1,2.339923821E1
3.711738208E0,2.034973017E1,-5.774523067E-1,1.122948411E1,2.324965124E1
3.721705208E0,1.985495984E1,5.850414079E-1,1.135832867E1,2.288172489E1
3.731672208E0,1.937405558E1,1.844998267E0,1.149493600E1,2.260291136E1
3.741639208E0,1.906312989E1,2.835527124E0,1.197601216E1,2.269070300E1
3.751607208E0,1.895983766E1,3.744270390E0,1.248028539E1,2.300548909E1
3.761574208E0,1.889826063E1,4.749908452E0,1.279821020E1,2.331308795E1
3.771541208E0,1.863027689E1,5.849910049E0,1.286637237E1,2.338487123E1
3.781508208E0,1.836813803E1,6.612454798E0,1.276735445E1,2.332634546E1
3.791476208E0,1.807586729E1,7.164183449E0,1.294015019E1,2.335615529E1
3.801443208E0,1.794305363E1,7.826191172E0,1.343383646E1,2.374174391E1
3.811410208E0,1.817672942E1,8.555132557E0,1.398024356E1,2.447510971E1
3.821377208E0,1.875308479E1,8.862838188E0,1.441919638E1,2.526145906E1
3.831345208E0,1.952715440E1,8.964425958E0,1.481793555E1,2.610061122E1
3.841312208E0,2.045380360E1,9.410131726E0,1.511308429E1,2.711667342E1
3.851279208E0,2.176934292E1,9.940977631E0,1.531895189E1,2.841474290E1
3.861246208E0,2.319468126E1,9.920764976E0,1.515399960E1,2.942887222E1
3.871214208E0,2.415328081E1,9.089131281E0,1.457088718E1,2.963619467E1
3.881181208E0,2.424345657E1,8.001619336E0,1.371635170E1,2.898119049E1
3.891148208E0,2.357511982E1,6.804040573E0,1.259452362E1,2.758084965E1
3.901115208E0,2.276457177E1,5.274331775E0,1.154378598E1,2.606344755E1
3.911083208E0,2.197499651E1,3.864544693E0,1.066848586E1,2.473159453E1
3.921050208E0,2.121555546E1,2.699967030E0,1.009257488E1,2.364846049E1
3.931017208E0,2.056651920E1,1.855025073E0,9.513557276E0,2.273610789E1
3.940984208E0,1.999468958E1,1.025133848E0,8.104411633E0,2.159907402E1
3.950951208E0,1.925790415E1,-3.336807168E-1,6.633742172E0,2.037117450E1
3.960919208E0,1.868282933E1,-1.627537978E0,5.769597958E0,1.962104105E1
3.970886208E0,1.836948756E1,-2.966544515E0,4.876659715E0,1.923591094E1
3.980853208E0,1.815558823E1,-4.467979102E0,4.165713136E0,1.915571422E1
3.990820208E0,1.840703721E1,-5.836373745E0,3.727626583E0,1.966665903E1
4.000788208E0,1.918864856E1,-7.389972512E0,3.368861896E0,2.083663019E1
4.010755208E0,2.017995042E1,-9.221497625E0,3.129929462E0,2.240675960E1
4.020722208E0,2.137681231E1,-1.116549685E1,3.061265024E0,2.431065133E1
4.030689208E0,2.270297720E1,-1.334641708E1,3.002696388E0,2.650600324E1
4.040657208E0,2.413950477E1,-1.527219054E1,3.243549925E0,2.874849753E1
4.050624208E0,2.567247865E1,-1.690610139E1,3.621960672E0,3.095175316E1
4.060591208E0,2.670229261E1,-1.883483237E1,4.109501806E0,3.293404540E1
4.070558208E0,2.728421453E1,-2.073761575E1,4.527998432E0,3.456848043E1
4.080526208E0,2.767089324E1,-2.290309231E1,4.994827266E0,3.626538665E1
4.090493208E0,2.734430052E1,-2.506906938E1,4.916349446E0,3.742111038E1
4.100460208E0,2.677392568E1,-2.685134281E1,4.323957503E0,3.816456885E1
4.110427208E0,2.659739824E1,-2.887110909E1,3.624145192E0,3.942203650E1
4.120395208E0,2.613382163E1,-3.056474575E1,2.675936143E0,4.030311340E1
4.130362208E0,2.490646299E1,-3.347788940E1,2.249985194E0,4.178712016E1
4.140329208E0,2.147206346E1,-3.292895514E1,1.874585763E0,3.935580856E1
4.150296208E0,1.831773035E1,-3.318936439E1,1.800590419E0,3.795148587E1
4.160264208E0,1.624167526E1,-3.297675963E1,2.517330419E0,3.684556477E1
4.170231208E0,1.420282835E1,-3.250889818E1,3.167022736E0,3.561711424E1
4.180198208E0,1.121609047E1,-3.155082254E1,3.826937156E0,3.370312354E1
4.190165208E0,8.025752549E0,-3.035993182E1,4.274342709E0,3.169239924E1
4.200133208E0,6.156544470E0,-2.909203094E1,4.721600912E0,3.010884951E1
4.210100208E0,5.141536245E0,-2.786850808E1,5.106196843E0,2.879517987E1
4.220067208E0,3.947454702E0,-2.706458843E1,5.709693818E0,2.794056100E1
4.230034208E0,3.036763144E0,-2.593511920E1,6.222243201E0,2.684340979E1
4.240001208E0,2.519663458E0,-2.433927138E1,6.578344481E0,2.533818169E1
4.249969208E0,2.100974751E0,-2.269221130E1,7.102359084E0,2.387035930E1
4.259936208E0,1.844902958E0,-2.118693451E1,7.112895766E0,2.242505623E1
4.269903208E0,1.177384234E0,-2.003071077E1,6.626755918E0,2.113124467E1
4.279870208E0,-2.766832280E-1,-1.934875702E1,6.357598057E0,2.036835793E1
4.289838208E0,-2.141081972E0,-1.884593390E1,6.481709887E0,2.004410186E1
4.299805208E0,-3.669644131E0,-1.827480360E1,6.720485616E0,1.981412783E1
4.309772208E0,-4.558798056E0,-1.774185094E1,6.782723964E0,1.953359309E1
4.319739208E0,-5.174645519E0,-1.729084234E1,6.625022804E0,1.922605295E1
4.329707208E0,-5.799816953E0,-1.701652606E1,6.508466746E0,1.911962801E1
4.339673542E0,-6.619974902E0,-1.644117992E1,6.518787081E0,1.888467765E1
4.349640542E0,-7.980319684E0,-1.617333067E1,6.879311196E0,1.930251408E1
4.359607542E0,-9.445602690E0,-1.644429649E1,7.223022226E0,2.029301228E1
4.369575542E0,-1.107592687E1,-1.624318267E1,7.075721508E0,2.089456806E1
4.379542542E0,-1.276002321E1,-1.615891143E1,7.004541013E0,2.174838398E1
4.389509542E0,-1.390464257E1,-1.615141998E1,7.057319736E0,2.245023862E1
4.399476542E0,-1.485699378E1,-1.604431302E1,6.758194894E0,2.288718949E1
4.409444542E0,-1.572534975E1,-1.608996457E1,6.280748101E0,2.335853980E1
4.419411542E0,-1.603959198E1,-1.586221202E1,6.319199392E0,2.342670617E1
4.429378542E0,-1.584944404E1,-1.579382298E1,6.939842741E0,2.342671846E1
4.439345542E0,-1.567838959E1,-1.552876870E1,7.932629793E0,2.344954526E1
4.449312542E0,-1.572617304E1,-1.475746482E1,9.398971730E0,2.352521957E1
4.459280542E0,-1.576076166E1,-1.397852916E1,1.038430534E1,2.348690449E1
4.469247542E0,-1.548999113E1,-1.377666222E1,1.028072308E1,2.313934991E1
4.479214542E0,-1.541911235E1,-1.393679056E1,9.691448287E0,2.293266942E1
4.489181542E0,-1.537136633E1,-1.418187076E1,9.057656888E0,2.279134725E1
4.499149542E0,-1.478260551E1,-1.435209256E1,8.447888190E0,2.226824648E1
4.509116542E0,-1.410233576E1,-1.477953338E1,7.876148613E0,2.189393062E1
4.519083542E0,-1.323918616E1,-1.533698821E1,7.293054328E0,2.153341354E1
4.529050542E0,-1.220258592E1,-1.588593066E1,6.632175118E0,2.110098678E1
4.539018542E0,-1.105142937E1,-1.639596808E1,6.173845797E0,2.071420364E1
4.548985542E0,-9.537099336E0,-1.662802536E1,5.575095592E0,1.996319568E1
4.558952542E0,-8.215126907E0,-1.674339209E1,4.957202772E0,1.929775500E1
4.568919542E0,-7.032700034E0,-1.676501860E1,4.386092355E0,1.870193906E1
4.578887542E0,-5.742680885E0,-1.620026294E1,3.881365086E0,1.762078029E1
4.588854542E0,-4.363851301E0,-1.556764800E1,3.508350441E0,1.654398336E1
4.598821542E0,-3.013112326E0,-1.574272300E1,3.093700991E0,1.632431190E1
4.608788542E0,-2.203715007E0,-1.627248307E1,2.289516757E0,1.657986587E1
4.618756542E0,-2.094525856E0,-1.684032840E1,1.681549294E0,1.705319053E1
4.628723542E0,-2.168365080E0,-1.722875777E1,1.386361090E0,1.741992820E1
4.638690542E0,-2.016537448E0,-1.758647639E1,1.090984899E0,1.773529879E1
4.648657542E0,-1.423070787E0,-1.804097695E1,1.004330332E0,1.812486302E1
4.658625542E0,-2.812908340E-1,-1.866683368E1,1.185842232E0,1.870657708E1
4.668592542E0,1.277630069E0,-1.946270756E1,1.498021859E0,1.956203961E1
4.678559542E0,2.935885225E0,-2.028735442E1,1.610669492E0,2.056186829E1
4.688526542E0,4.228322198E0,-2.107931534E1,1.497325894E0,2.155129297E1
4.698493542E0,4.698202109E0,-2.227508731E1,1.273212643E0,2.280073876E1
4.708461542E0,5.536536128E0,-2.376651322E1,8.327604532E-1,2.441708158E1
4.718428542E0,6.787667200E0,-2.517523611E1,2.263796318E-1,2.607520253E1
4.728395542E0,8.030251397E0,-2.639054480E1,-8.917003870E-2,2.758539004E1
4.738362542E0,9.487287490E0,-2.756334891E1,-1.907092774E-1,2.915104110E1
4.748330542E0,1.090575184E1,-2.838454123E1,2.192457363E-2,3.040753336E1
4.758297542E0,1.235510820E1,-2.909534280E1,7.556661574E-1,3.161896112E1
4.768264542E0,1.417021726E1,-2.975992797E1,1.507724437E0,3.299578160E1
4.778231542E0,1.616794655E1,-2.979641928E1,2.100902245E0,3.396531890E1
4.788199542E0,1.798352806E1,-2.910594965E1,2.464437675E0,3.430214337E1
4.798166542E0,1.983116401E1,-2.820139942E1,2.173684877E0,3.454444819E1
4.808133542E0,2.106423186E1,-2.702173769E1,1.727321152E0,3.430539040E1
4.818100542E0,2.169020904E1,-2.525870394E1,2.185139426E0,3.336528327E1
4.828068542E0,2.219214573E1,-2.347593701E1,2.212527638E0,3.238064590E1
4.838035542E0,2.251611422E1,-2.165048540E1,2.386608750E0,3.132754090E1
4.848002542E0,2.259280630E1,-1.974956260E1,2.943812295E0,3.015205052E1
4.857969542E0,2.249033501E1,-1.790622319E1,3.624805927E0,2.897563142E1
4.867937542E0,2.208612869E1,-1.609972475E1,4.069866747E0,2.763262624E1
4.877904542E0,2.200824144E1,-1.450937915E1,3.865944808E0,2.664264071E1
4.887871542E0,2.231567400E1,-1.308385955E1,3.506672291E0,2.610504621E1
4.897838542E0,2.210056897E1,-1.179011280E1,3.518613767E0,2.529471391E1
4.907806542E0,2.147361414E1,-1.102646644E1,3.814930775E0,2.443875535E1
4.917773542E0,2.080772620E1,-1.039948705E1,4.485096241E0,2.369022771E1
4.927740542E0,2.036466630E1,-9.787096456E0,5.769059429E0,2.331928252E1
4.937707542E0,1.989217386E1,-9.046751246E0,7.248980355E0,2.302368357E1
4.947674542E0,1.939780581E1,-8.095343771E0,8.660145042E0,2.273340214E1
4.957642542E0,1.898996017E1,-7.009968399E0,9.897787757E0,2.253274166E1
4.967609542E0,1.901504707E1,-5.861091095E0,1.103475194E1,2.275280542E1
4.977576542E0,1.924900001E1,-4.509162211E0,1.209647884E1,2.317717294E1
4.987543542E0,1.944274049E1,-3.275593252E0,1.281517765E1,2.351549377E1
4.997511542E0,1.996419986E1,-1.985176492E0,1.309024822E1,2.395547537E1
5.007478542E0,2.014206280E1,-4.097681952E-1,1.325597702E1,2.411620888E1
5.017445542E0,1.987949475E1,7.461848241E-1,1.311915685E1,2.382988418E1
5.027412542E0,1.910108183E1,1.638820766E0,1.282899112E1,2.306772797E1
5.037380542E0,1.821545670E1,2.309139721E0,1.267264242E1,2.230988245E1
5.047347542E0,1.749228009E1,2.763512816E0,1.294789191E1,2.193774762E1
5.057314542E0,1.685134573E1,3.274395157E0,1.342444232E1,2.179231902E1
5.067281542E0,1.634008390E1,3.882654104E0,1.399043643E1,2.185876612E1
5.077249542E0,1.607447530E1,4.665237846E0,1.449456699E1,2.214149210E1
5.087216542E0,1.595342039E1,5.529358671E0,1.504665641E1,2.261608496E1
5.097183542E0,1.612628631E1,6.173431814E0,1.613898412E1,2.363546443E1
5.107150542E0,1.669906903E1,6.715389767E0,1.742658896E1,2.505277168E1
5.117117542E0,1.724240517E1,7.251759537E0,1.869545697E1,2.644633555E1
5.127085542E0,1.773692525E1,7.167190087E0,1.979007913E1,2.752479542E1
5.137052542E0,1.821954507E1,7.255720441E0,2.037057901E1,2.827645294E1
5.147019542E0,1.877425873E1,7.601233583E0,2.053458405E1,2.884303529E1
5.156986542E0,1.944944023E1,7.570256789E0,2.019863344E1,2.904435067E1
5.166954542E0,2.000500407E1,7.255826860E0,1.939130604E1,2.879010179E1
5.176921542E0,2.034772107E1,6.380671170E0,1.813428331E1,2.799276601E1
5.186888542E0,2.052736391E1,5.539572002E0,1.696489398E1,2.720049916E1
5.196855542E0,2.073359053E1,4.745316049E0,1.596007102E1,2.659179699E1
5.206823542E0,2.080849804E1,3.918522679E0,1.504806910E1,2.597677413E1
5.216790542E0,2.074675846E1,2.899541856E0,1.403464722E1,2.521520676E1
5.226757542E0,2.053117162E1,1.486739949E0,1.294375208E1,2.431625221E1
5.236724542E0,2.009048802E1,1.177769566E-1,1.188933070E1,2.334518719E1
5.246692542E0,1.976437009E1,-1.346797952E0,1.089478013E1,2.260841489E1
5.256659542E0,1.959448860E1,-2.861774105E0,1.013148459E1,2.224366684E1
5.266626542E0,1.947346761E1,-4.264561486E0,9.348891497E0,2.201826963E1
5.276593542E0,1.933904246E1,-5.792902620E0,8.161444205E0,2.177534054E1
5.286560542E0,1.916767343E1,-7.479849479E0,7.182568849E0,2.179305275E1
5.296528542E0,1.891974213E1,-8.998086625E0,6.576624230E0,2.195846514E1
5.306495542E0,1.897598065E1,-1.060422730E1,5.903848275E0,2.252538352E1
5.316462542E0,1.940718006E1,-1.226593349E1,5.294888247E0,2.356114606E1
5.326429542E0,1.988616058E1,-1.383008706E1,4.883513529E0,2.470990480E1
5.336398042E0,2.084336615E1,-1.558139715E1,4.943324990E0,2.648890922E1
5.346365042E0,2.232671589E1,-1.746276802E1,5.480485303E0,2.886981518E1
5.356332042E0,2.378457644E1,-1.964932963E1,6.013682374E0,3.143193610E1
5.366299042E0,2.482604741E1,-2.195656141E1,6.364291949E0,3.374799891E1
5.376267042E0,2.575132952E1,-2.430579490E1,6.300454388E0,3.596662847E1
5.386234042E0,2.624851593E1,-2.637066427E1,6.390881578E0,3.775234946E1
5.396201042E0,2.662674658E1,-2.840238225E1,6.367325485E0,3.944897698E1
5.406168042E0,2.690019513E1,-3.014663007E1,5.674588305E0,4.080000926E1
5.416136042E0,2.681607943E1,-3.143870569E1,4.553949544E0,4.157201929E1
5.426103042E0,2.623611516E1,-3.232992660E1,3.645618507E0,4.179531585E1
5.436070042E0,2.515326227E1,-3.321589438E1,2.997126038E0,4.177277830E1
5.446037042E0,2.366017576E1,-3.413127365E1,2.732726641E0,4.161989371E1
5.456005042E0,2.192550334E1,-3.472341182E1,2.752113669E0,4.115843966E1
5.465972042E0,1.981727804E1,-3.515891245E1,3.064875387E0,4.047551228E1
5.475939042E0,1.738739741E1,-3.529600159E1,3.585882182E0,3.950933899E1
5.485906042E0,1.472143661E1,-3.479028292E1,4.258859282E0,3.801608034E1
5.495873042E0,1.212365319E1,-3.372798885E1,4.828055320E0,3.616448972E1
5.505841042E0,9.840361083E0,-3.247735128E1,5.157232511E0,3.432503605E1
5.515808042E0,7.898701324E0,-3.117046350E1,5.507487745E0,3.262391299E1
5.525775042E0,6.188767306E0,-2.976439992E1,6.038859315E0,3.099497000E1
5.535742042E0,4.352769658E0,-2.820595323E1,6.462031667E0,2.926226674E1
5.545710042E0,2.727638394E0,-2.680028960E1,6.522759680E0,2.771717749E1
5.555677042E0,1.292948020E0,-2.552764078E1,6.268871237E0,2.631788185E1
5.565644042E0,-1.953426111E-1,-2.436710413E1,5.854028828E0,2.506119662E1
5.575611042E0,-1.586222137E0,-2.317776877E1,5.608712404E0,2.389942929E1
5.585579042E0,-2.706184959E0,-2.187026118E1,5.378491151E0,2.268391343E1
5.595546042E0,-3.665012552E0,-2.061709528E1,4.974816924E0,2.152314425E1
5.605513042E0,-4.415268792E0,-1.946322913E1,4.693722264E0,2.050226610E1
5.615480042E0,-4.987997133E0,-1.842290656E1,4.607499515E0,1.963447614E1
5.625448042E0,-5.844194396E0,-1.784134015E1,4.706910075E0,1.935518093E1
5.635415042E0,-6.627282168E0,-1.743548023E1,5.009928285E0,1.931362786E1
5.645382042E0,-7.049285077E0,-1.676177106E1,5.448898644E0,1.898262062E1
5.655349042E0,-7.201461203E0,-1.603322904E1,5.882846246E0,1.853465287E1
5.665317042E0,-7.192268795E0,-1.550604174E1,6.072157454E0,1.813938138E1
5.675284042E0,-7.630666128E0,-1.533570767E1,6.200586283E0,1.821697740E1
5.685251042E0,-8.147137823E0,-1.509726055E1,6.476727474E0,1.833715162E1
5.695218042E0,-8.382098243E0,-1.450134040E1,6.565742562E0,1.799048137E1
5.705185042E0,-8.451086032E0,-1.399129480E1,6.556969984E0,1.761167342E1
5.715153042E0,-8.677693121E0,-1.358663239E1,6.753368018E0,1.747875617E1
5.725120042E0,-8.709540566E0,-1.315111072E1,6.939039334E0,1.723247158E1
5.735087042E0,-8.773244811E0,-1.289082074E1,7.134538066E0,1.714773214E1
5.745054042E0,-8.866262317E0,-1.262050163E1,7.318451709E0,1.707183072E1
5.755022042E0,-8.827105268E0,-1.214094691E1,7.407494279E0,1.673891725E1
5.764989042E0,-8.912837729E0,-1.159489064E1,7.531624820E0,1.645009234E1
5.774956042E0,-8.820241222E0,-1.102361417E1,7.599940764E0,1.603358426E1
5.784923042E0,-8.623114625E0,-1.046142192E1,7.593422288E0,1.553896768E1
5.794891042E0,-8.331165487E0,-1.029071129E1,7.389119403E0,1.516265619E1
5.804858042E0,-8.062984695E0,-1.033449641E1,6.951973960E0,1.483723290E1
5.814825042E0,-8.326719264E0,-1.060850279E1,6.574076014E0,1.500310170E1
5.824792042E0,-8.986970483E0,-1.134072621E1,6.554351601E0,1.588512620E1
5.834760042E0,-9.417489277E0,-1.222197295E1,6.962904160E0,1.692772168E1
5.844727042E0,-9.878063929E0,-1.280619048E1,7.299588591E0,1.774425697E1
5.854694042E0,-1.003423604E1,-1.348944465E1,7.454763755E0,1.839088123E1
5.864661042E0,-9.807088087E0,-1.398165625E1,7.365888416E0,1.859897847E1
5.874628042E0,-9.096675358E0,-1.422397422E1,7.124116573E0,1.832550087E1
5.884596042E0,-7.850572307E0,-1.399206195E1,6.701617236E0,1.738737924E1
5.894563042E0,-6.970634179E0,-1.333594471E1,6.092215742E0,1.623429256E1
5.904530042E0,-6.203893468E0,-1.298563335E1,5.673714731E0,1.546951862E1
5.914497042E0,-4.984313972E0,-1.318918428E1,5.213134232E0,1.503245609E1
5.924465042E0,-4.268267452E0,-1.374760858E1,3.949079643E0,1.492682413E1
5.934432042E0,-4.180821757E0,-1.408652957E1,2.249507477E0,1.486505532E1
5.944399042E0,-4.071796328E0,-1.408371238E1,5.245402676E-1,1.466988828E1
5.954366042E0,-4.007645355E0,-1.370936662E1,-9.988634777E-1,1.431801951E1
5.964334042E0,-3.873444155E0,-1.354358636E1,-2.036765014E0,1.423308515E1
5.974301042E0,-3.494572062E0,-1.377251304E1,-2.171865224E0,1.437397467E1
5.984268042E0,-2.849315443E0,-1.410347363E1,-1.376415854E0,1.445410279E1
5.994235042E0,-2.389807908E0,-1.467978924E1,5.124689832E-1,1.488186878E1
6.004203042E0,-1.617612330E0,-1.590650000E1,2.501795536E0,1.618308971E1
6.014170042E0,-7.427080697E-1,-1.700399080E1,3.996074300E0,1.748301828E1
6.024137042E0,1.353899395E-1,-1.802256875E1,5.102207873E0,1.873135980E1
6.034104042E0,1.035017982E0,-1.890894115E1,5.338590921E0,1.967536203E1
6.044071042E0,2.125812553E0,-1.948070295E1,5.054811512E0,2.023778609E1
6.054039042E0,3.407119936E0,-2.002959980E1,4.296867353E0,2.076671383E1
6.064006042E0,4.606724174E0,-2.073466408E1,3.185726810E0,2.147782711E1
6.073973042E0,5.494137967E0,-2.139767518E1,2.285286005E0,2.220965077E1
6.083940042E0,6.135978059E0,-2.199266446E1,1.723506575E0,2.289755427E1
6.093908042E0,6.436139612E0,-2.282735215E1,1.439435974E0,2.376097379E1
6.103875042E0,7.100579191E0,-2.373848634E1,1.813654414E0,2.484397917E1
6.113842042E0,8.208674505E0,-2.413894109E1,2.517492971E0,2.562047199E1
6.123809042E0,9.214652874E0,-2.445794647E1,2.647204095E0,2.626991935E1
6.133777042E0,1.025379899E1,-2.487118323E1,2.419692442E0,2.701057313E1
6.143744042E0,1.152558711E1,-2.481222459E1,2.239310663E0,2.744995737E1
6.153711042E0,1.300259963E1,-2.451011065E1,1.891585958E0,2.780991224E1
6.163678042E0,1.431315361E1,-2.413482232E1,1.794373659E0,2.811717965E1
6.173646042E0,1.561331359E1,-2.347453835E1,1.474374257E0,2.823124672E1
6.183613042E0,1.708011921E1,-2.270013077E1,1.070210034E0,2.842836187E1
6.193580042E0,1.816363634E1,-2.183795181E1,9.553533228E-1,2.842052998E1
6.203547042E0,1.902789106E1,-2.086129606E1,1.049089891E0,2.825517476E1
6.213515042E0,1.973483230E1,-1.990660244E1,1.322157054E0,2.806215469E1
6.223482042E0,2.011968902E1,-1.907640073E1,1.965954209E0,2.779525008E1
6.233449042E0,2.041736843E1,-1.815060757E1,2.966833953E0,2.747936667E1
6.243416042E0,2.073164925E1,-1.730978615E1,4.304655844E0,2.734885809E1
6.253383042E0,2.044298859E1,-1.655129001E1,5.783338330E0,2.693154258E1
6.263351042E0,1.988378661E1,-1.555516186E1,6.888416480E0,2.616826918E1
6.273318042E0,1.938328483E1,-1.441504485E1,7.647352327E0,2.533746725E1
6.283285042E0,1.874854852E1,-1.347151007E1,7.580742016E0,2.429932725E1
6.293252042E0,1.838876700E1,-1.259081999E1,7.237909822E0,2.343208993E1
6.303220042E0,1.814827921E1,-1.159370015E1,7.213819878E0,2.271151952E1
6.313187042E0,1.794897803E1,-1.084623069E1,7.371446779E0,2.222936707E1
6.323154042E0,1.816184007E1,-9.971432269E0,7.970565943E0,2.219936526E1
6.333121042E0,1.853261436E1,-8.674378334E0,8.701458544E0,2.223551248E1
6.343088167E0,1.902652632E1,-7.423419755E0,8.995199854E0,2.231657423E1
6.353055167E0,1.973164440E1,-5.898330842E0,9.384822053E0,2.263190187E1
6.363022167E0,2.030684669E1,-4.472749261E0,1.004999078E1,2.309493068E1
6.372989167E0,2.075706827E1,-3.425588951E0,1.029415998E1,2.342136359E1
6.382957167E0,2.090101970E1,-2.268224999E0,1.036910725E1,2.344175451E1
6.392924167E0,2.047667557E1,-1.217338843E0,1.075876687E1,2.316305724E1
6.402891167E0,1.962628459E1,-4.879068768E-1,1.112890030E1,2.256726660E1
6.412858167E0,1.849058457E1,5.684195280E-2,1.136183466E1,2.170244769E1
6.422825167E0,1.758704006E1,1.913378531E-1,1.170695370E1,2.112802294E1
6.432793167E0,1.693046089E1,2.668832946E-1,1.274848080E1,2.119517623E1
6.442760167E0,1.657024317E1,5.277036113E-1,1.410483369E1,2.176689604E1
6.452727167E0,1.627592825E1,1.247102925E0,1.548750139E1,2.250164006E1
6.462694167E0,1.609529373E1,1.956160269E0,1.640835599E1,2.306770880E1
6.472662167E0,1.621390567E1,2.584732443E0,1.663115596E1,2.337021453E1
6.482629167E0,1.672558147E1,3.812564115E0,1.685728065E1,2.405095906E1
6.492596167E0,1.817191716E1,5.285198241E0,1.769118833E1,2.590617761E1
6.502563167E0,2.021169846E1,6.397285448E0,1.807810210E1,2.786136736E1
6.512531167E0,2.233188015E1,7.213875427E0,1.776712963E1,2.943507711E1
6.522498167E0,2.405353199E1,7.729310410E0,1.734440634E1,3.064544129E1
6.532465167E0,2.468922022E1,8.328237786E0,1.683889584E1,3.102362894E1
6.542432167E0,2.434249203E1,8.014580859E0,1.579339497E1,3.010351722E1
6.552400167E0,2.287490171E1,6.938842283E0,1.446748034E1,2.794130720E1
6.562367167E0,2.086439976E1,6.155033550E0,1.315644104E1,2.542242231E1
6.572334167E0,1.906401165E1,5.145564392E0,1.196908906E1,2.309052763E1
6.582301167E0,1.742056983E1,4.046126466E0,1.066603003E1,2.082334241E1
6.592268167E0,1.629874643E1,3.199045597E0,9.772194827E0,1.927119144E1
6.602236167E0,1.569410340E1,2.322730404E0,8.997076811E0,1.823862246E1
6.612203167E0,1.536295452E1,1.431510074E0,7.826294083E0,1.730088067E1
6.622170167E0,1.546377573E1,5.372696561E-1,6.522693021E0,1.679174031E1
