"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.264411750E0,-4.329817582E0,-1.141389242E1,3.833851196E0,1.279541619E1
3.274380750E0,-4.354379396E0,-1.176627604E1,3.344955263E0,1.298439824E1
3.284348750E0,-4.584588954E0,-1.216103794E1,3.038631037E0,1.334700634E1
3.294317750E0,-5.003722050E0,-1.245753739E1,2.837009393E0,1.372137363E1
3.304286750E0,-5.272050776E0,-1.279238638E1,2.534825288E0,1.406644972E1
3.314254750E0,-5.036510312E0,-1.325102326E1,2.283469859E0,1.435863114E1
3.324223750E0,-4.223705236E0,-1.362874287E1,2.102813554E0,1.442234873E1
3.334192750E0,-3.309834546E0,-1.395605597E1,1.856792832E0,1.446285527E1
3.344160750E0,-2.550703987E0,-1.416344618E1,1.620524243E0,1.448224421E1
3.354129750E0,-1.614022139E0,-1.435333568E1,1.254126162E0,1.449814281E1
3.364098750E0,-4.813901550E-1,-1.439920942E1,8.839061947E-1,1.443434303E1
3.374066750E0,5.530530453E-1,-1.460582898E1,6.771331541E-1,1.463197242E1
3.384035750E0,1.292567950E0,-1.465260436E1,6.017683916E-1,1.472180939E1
3.394004750E0,1.920440798E0,-1.462717599E1,6.294211900E-1,1.476612818E1
3.403972750E0,2.579729565E0,-1.489067842E1,9.016546869E-1,1.513936226E1
3.413941750E0,3.231350879E0,-1.498777963E1,1.303979377E0,1.538751211E1
3.423910750E0,3.721833454E0,-1.453757443E1,1.618733826E0,1.509348912E1
3.433878750E0,4.659179546E0,-1.426828442E1,1.837681646E0,1.512180439E1
3.443847750E0,5.468748772E0,-1.405901842E1,1.734144999E0,1.518454711E1
3.453816750E0,5.704434832E0,-1.332302588E1,1.237286035E0,1.454559975E1
3.463784750E0,6.112084581E0,-1.275074251E1,6.184447968E-1,1.415349732E1
3.473753750E0,6.600321241E0,-1.244308190E1,2.883238649E-1,1.408820990E1
3.483722750E0,7.299664605E0,-1.204556128E1,1.691131711E-2,1.408477674E1
3.493690750E0,8.509939427E0,-1.154411342E1,-2.156675327E-1,1.434336558E1
3.503659750E0,9.704140838E0,-1.081450253E1,-2.800546960E-1,1.453279894E1
3.513628750E0,1.062332899E1,-1.012959711E1,-2.961427983E-1,1.468167419E1
3.523596750E0,1.148340295E1,-9.540691865E0,-1.836317710E-1,1.493074229E1
3.533565750E0,1.213547392E1,-8.692571946E0,1.462622889E-1,1.492822585E1
3.543534750E0,1.252327529E1,-7.736059266E0,3.403244694E-1,1.472395524E1
3.553502750E0,1.288676745E1,-6.879691849E0,8.861128608E-1,1.463503097E1
3.563471750E0,1.330684078E1,-6.350974916E0,1.914834487E0,1.486854011E1
3.573440750E0,1.338017890E1,-5.941756359E0,3.261174603E0,1.499896382E1
3.583408750E0,1.316824540E1,-5.174711008E0,4.411503477E0,1.482031322E1
3.593377750E0,1.312967600E1,-4.188224916E0,5.329966278E0,1.477627017E1
3.603346750E0,1.335178131E1,-3.327726442E0,5.761884896E0,1.491788004E1
3.613314750E0,1.321921441E1,-2.126147599E0,5.491195064E0,1.447139787E1
3.623283750E0,1.315741986E1,-7.644357383E-1,5.165993979E0,1.415590171E1
3.633252750E0,1.333133945E1,2.594275099E-1,4.961260740E0,1.422694704E1
3.643220750E0,1.327260417E1,1.041492019E0,4.780561018E0,1.414568806E1
3.653189750E0,1.278845588E1,1.634436523E0,4.741701593E0,1.373680168E1
3.663158750E0,1.220338582E1,2.100007621E0,4.901731406E0,1.331764349E1
3.673126750E0,1.167732820E1,2.619374857E0,5.476494579E0,1.316104522E1
3.683095750E0,1.150309638E1,2.937779723E0,6.517048119E0,1.354340032E1
3.693064750E0,1.150326244E1,3.144710931E0,7.606348143E0,1.414463805E1
3.703032750E0,1.161091786E1,3.469341327E0,8.293412939E0,1.468436042E1
3.713001750E0,1.143328998E1,3.863328472E0,8.625476316E0,1.483388918E1
3.722970750E0,1.088978426E1,4.260222852E0,8.490119705E0,1.445057205E1
3.732938750E0,1.051229738E1,4.771076542E0,8.190334713E0,1.415461586E1
3.742907750E0,1.055855704E1,5.232397884E0,8.142956479E0,1.432371651E1
3.752876667E0,1.081264078E1,5.575066355E0,8.236135368E0,1.469110245E1
3.762844667E0,1.102140041E1,5.848766919E0,8.246641645E0,1.495615057E1
3.772813667E0,1.138946393E1,6.097691660E0,8.383346039E0,1.540072151E1
3.782782667E0,1.167471449E1,6.638467306E0,8.702402285E0,1.600312508E1
3.792750667E0,1.197372473E1,7.332037130E0,9.110725048E0,1.673720895E1
3.802719667E0,1.269721359E1,7.941745602E0,9.623127666E0,1.780154887E1
3.812688667E0,1.357943564E1,8.618191270E0,1.022823964E1,1.906019882E1
3.822656667E0,1.448366193E1,9.392991198E0,1.071373980E1,2.031720864E1
3.832625667E0,1.547021234E1,9.802276413E0,1.114279446E1,2.143767620E1
3.842594667E0,1.677173355E1,9.797288738E0,1.166170795E1,2.265553674E1
3.852562667E0,1.781535746E1,9.753465611E0,1.185722481E1,2.351830846E1
3.862531667E0,1.833939077E1,9.235069013E0,1.160028996E1,2.358360619E1
3.872499667E0,1.841577412E1,8.405993475E0,1.116712238E1,2.311938765E1
3.882468667E0,1.816439647E1,7.947506863E0,1.056727992E1,2.246721098E1
3.892437667E0,1.821228985E1,7.081270516E0,9.607466483E0,2.177464824E1
3.902405667E0,1.830433789E1,5.827117603E0,8.497583676E0,2.100507113E1
3.912374667E0,1.799377004E1,5.043469083E0,7.229941821E0,2.003707562E1
3.922343667E0,1.755992652E1,4.673339163E0,5.786058455E0,1.907012299E1
3.932311667E0,1.745695706E1,3.814011301E0,4.555702247E0,1.844034855E1
3.942280667E0,1.756612925E1,2.460487297E0,3.495865174E0,1.807882651E1
3.952249667E0,1.755208658E1,1.143399632E0,2.456225553E0,1.775995917E1
3.962217667E0,1.733618983E1,-5.011584216E-1,1.577283791E0,1.741500680E1
3.972186667E0,1.704256605E1,-2.252436347E0,1.088283777E0,1.722518182E1
3.982155667E0,1.693946678E1,-3.897214841E0,9.481283569E-1,1.740783633E1
3.992123667E0,1.674083803E1,-5.275989461E0,1.145679754E0,1.758989212E1
4.002092667E0,1.667891835E1,-6.606615184E0,1.631915496E0,1.801379554E1
4.012061667E0,1.665532835E1,-7.967737645E0,2.241103274E0,1.859858461E1
4.022029667E0,1.657984313E1,-9.126041245E0,2.868692239E0,1.914171419E1
4.031998667E0,1.615650121E1,-1.014167044E1,3.301384735E0,1.935936858E1
4.041967667E0,1.573305872E1,-1.121143960E1,3.622416463E0,1.965572221E1
4.051935667E0,1.535311834E1,-1.222073217E1,3.741075179E0,1.997649071E1
4.061904667E0,1.483273953E1,-1.318086603E1,3.496813885E0,2.014877412E1
4.071873667E0,1.433311367E1,-1.433675064E1,3.101212324E0,2.050848810E1
4.081841667E0,1.376769142E1,-1.555413158E1,2.846272552E0,2.096620146E1
4.091810667E0,1.300161729E1,-1.666593052E1,2.569162477E0,2.129309485E1
4.101779667E0,1.177314418E1,-1.759437364E1,2.580193834E0,2.132665721E1
4.111747667E0,1.025497311E1,-1.807238352E1,2.685048444E0,2.095196899E1
4.121716667E0,8.916936627E0,-1.797547761E1,2.350873345E0,2.020287504E1
4.131685667E0,7.936474922E0,-1.789593677E1,1.649830342E0,1.964622425E1
4.141653667E0,7.268340486E0,-1.769510362E1,1.205191838E0,1.916762774E1
4.151622667E0,6.243163369E0,-1.759123602E1,1.010075075E0,1.869355304E1
4.161591667E0,4.673390619E0,-1.737960892E1,9.450704093E-1,1.802177971E1
4.171559667E0,3.103949990E0,-1.722001618E1,1.023170207E0,1.752741681E1
4.181528667E0,1.675340136E0,-1.694998942E1,1.122146026E0,1.706950842E1
4.191497667E0,2.172901350E-1,-1.653609894E1,1.231760270E0,1.658333551E1
4.201465667E0,-1.171298452E0,-1.590604742E1,1.420893284E0,1.601228349E1
4.211434667E0,-2.289173234E0,-1.520361907E1,1.656987480E0,1.546402129E1
4.221403667E0,-3.165524095E0,-1.453077762E1,1.786345578E0,1.497848696E1
4.231371667E0,-3.876064292E0,-1.384679957E1,1.936004916E0,1.450881966E1
4.241340667E0,-4.422195988E0,-1.306891407E1,2.210529499E0,1.397278687E1
4.251309667E0,-4.876571422E0,-1.235502868E1,2.645513080E0,1.354350110E1
4.261277667E0,-5.266422831E0,-1.200543067E1,3.049291680E0,1.345970857E1
4.271246667E0,-5.821135901E0,-1.171263603E1,3.264254916E0,1.348060926E1
4.281215667E0,-6.295552667E0,-1.140960407E1,3.457235836E0,1.348204466E1
4.291183667E0,-6.662633849E0,-1.123791462E1,3.344586303E0,1.348583228E1
4.301152667E0,-6.994816509E0,-1.107310266E1,3.066114997E0,1.345147285E1
4.311121667E0,-7.276852863E0,-1.091263518E1,2.870539666E0,1.342677147E1
4.321089667E0,-7.493199257E0,-1.067747654E1,2.741198964E0,1.332931777E1
4.331058667E0,-7.493354793E0,-1.053544767E1,3.047438990E0,1.328280498E1
4.341027667E0,-7.432345530E0,-1.055487563E1,3.508675254E0,1.337744227E1
4.350995667E0,-7.396434855E0,-1.051588289E1,4.062917039E0,1.348326134E1
4.360964667E0,-7.308859937E0,-1.048262393E1,4.813353373E0,1.365551935E1
4.370933667E0,-7.203393708E0,-1.067276135E1,5.606714410E0,1.404392973E1
4.380901667E0,-7.202227773E0,-1.076537072E1,6.249590628E0,1.438133077E1
4.390870667E0,-7.416497236E0,-1.082848439E1,6.588561906E0,1.468569554E1
4.400839667E0,-7.768418927E0,-1.097007589E1,6.764777690E0,1.504835921E1
4.410807667E0,-8.079140552E0,-1.087561061E1,7.100192106E0,1.529588658E1
4.420776667E0,-8.457594568E0,-1.078923437E1,7.318243548E0,1.554011496E1
4.430744667E0,-8.742562716E0,-1.086122997E1,7.501346183E0,1.583252708E1
4.440713667E0,-8.726784005E0,-1.097649146E1,7.568147698E0,1.593477277E1
4.450682667E0,-8.685745322E0,-1.107195310E1,7.264096577E0,1.583658474E1
4.460650667E0,-8.528552284E0,-1.113070358E1,6.597230988E0,1.549684558E1
4.470619667E0,-8.263068813E0,-1.107351898E1,5.747123015E0,1.496430927E1
4.480588667E0,-7.905121567E0,-1.114093387E1,4.893746449E0,1.451068947E1
4.490556667E0,-7.435422335E0,-1.140262133E1,4.043713320E0,1.420059491E1
4.500525667E0,-6.959115749E0,-1.177291497E1,3.355636371E0,1.408158778E1
4.510494667E0,-6.631543618E0,-1.209784825E1,2.863100839E0,1.409016145E1
4.520462667E0,-6.332606472E0,-1.253643270E1,2.610379793E0,1.428559177E1
4.530431667E0,-5.915203568E0,-1.317240979E1,2.586086951E0,1.466935099E1
4.540400667E0,-5.502641573E0,-1.392664681E1,2.655174142E0,1.520790930E1
4.550368667E0,-4.918789489E0,-1.477211209E1,2.796679100E0,1.581869779E1
4.560337667E0,-4.311094798E0,-1.533652862E1,3.107953871E0,1.623126692E1
4.570306667E0,-3.472234529E0,-1.554094026E1,3.454829415E0,1.629457220E1
4.580274667E0,-2.339194409E0,-1.558897046E1,3.499965534E0,1.614737097E1
4.590243667E0,-1.411852904E0,-1.543900926E1,3.471255705E0,1.588728900E1
4.600212667E0,-4.980196363E-1,-1.548454971E1,3.242426383E0,1.582822265E1
4.610180667E0,5.896764958E-1,-1.572457441E1,2.844121946E0,1.599059062E1
4.620149667E0,1.895243976E0,-1.576472841E1,2.657614478E0,1.609911570E1
4.630118667E0,2.998840442E0,-1.562949400E1,2.635798516E0,1.613138434E1
4.640086667E0,3.592201268E0,-1.542716631E1,2.441666279E0,1.602694932E1
4.650055667E0,4.062303958E0,-1.529430237E1,2.213587446E0,1.597867228E1
4.660024667E0,4.739194014E0,-1.519214917E1,2.057008513E0,1.604657721E1
4.669992667E0,5.289011795E0,-1.487213807E1,1.933970085E0,1.590265314E1
4.679961667E0,5.981781135E0,-1.456001253E1,1.815440007E0,1.584523565E1
4.689930667E0,6.614887240E0,-1.422689900E1,1.770754416E0,1.578914055E1
4.699898667E0,7.032389547E0,-1.375215537E1,1.640595396E0,1.553279863E1
4.709867667E0,7.606387904E0,-1.337296344E1,1.502453756E0,1.545802883E1
4.719836667E0,8.413661513E0,-1.284996742E1,1.242490057E0,1.540957963E1
4.729804667E0,9.225817548E0,-1.236224648E1,8.011094749E-1,1.544612003E1
4.739773667E0,9.859045275E0,-1.193481034E1,4.189343270E-1,1.548599295E1
4.749742667E0,1.061978791E1,-1.150906054E1,2.638544734E-1,1.566231110E1
4.759710875E0,1.107103158E1,-1.109258792E1,3.255051398E-1,1.567543303E1
4.769679875E0,1.144987970E1,-1.071367198E1,6.017837405E-1,1.569218455E1
4.779648875E0,1.192158160E1,-1.018610461E1,1.067643106E0,1.571689208E1
4.789616875E0,1.264518623E1,-9.553009025E0,1.891452495E0,1.596052345E1
4.799585875E0,1.321202584E1,-9.025094914E0,2.871304482E0,1.625590214E1
4.809554875E0,1.351421112E1,-8.424103471E0,3.657624010E0,1.633945026E1
4.819522875E0,1.392593813E1,-7.548277105E0,4.353604933E0,1.642748051E1
4.829491875E0,1.418151992E1,-6.629881840E0,5.071166174E0,1.645562417E1
4.839460875E0,1.440294580E1,-5.811783280E0,5.891729336E0,1.661126567E1
4.849428875E0,1.440478182E1,-5.269554015E0,6.697012553E0,1.673666382E1
4.859397875E0,1.433806509E1,-5.035116336E0,7.538490036E0,1.696352968E1
4.869365875E0,1.451540412E1,-4.520672455E0,8.294856616E0,1.731872058E1
4.879334875E0,1.458200508E1,-3.478233188E0,8.702421581E0,1.733392972E1
4.889303875E0,1.460238964E1,-2.374047908E0,8.972551834E0,1.730238634E1
4.899271875E0,1.468898223E1,-1.528033571E0,9.130481036E0,1.736279843E1
4.909240875E0,1.473143301E1,-8.663527071E-1,9.060972844E0,1.731666580E1
4.919209875E0,1.476366871E1,-1.772951800E-1,8.964939344E0,1.727331714E1
4.929177875E0,1.499722171E1,7.020465320E-1,9.039240498E0,1.752476525E1
4.939146875E0,1.521785821E1,1.662055262E0,9.272157902E0,1.789744530E1
4.949115875E0,1.521676829E1,2.552334191E0,9.472730262E0,1.810516682E1
4.959083875E0,1.506785257E1,3.397351577E0,9.682147121E0,1.822981491E1
4.969052875E0,1.485697157E1,4.086797944E0,9.735674288E0,1.822676261E1
4.979021875E0,1.458118062E1,4.453414857E0,9.508553229E0,1.796820294E1
4.988989875E0,1.462625915E1,4.740886198E0,9.426165376E0,1.803485659E1
4.998958875E0,1.497956780E1,5.392112825E0,9.686457689E0,1.863571288E1
5.008927875E0,1.534403410E1,6.471169111E0,1.000688978E1,1.942815625E1
5.018895875E0,1.579958015E1,7.415873339E0,1.024936914E1,2.024034283E1
5.028864875E0,1.612302707E1,8.012485802E0,1.023823370E1,2.071167207E1
5.038833875E0,1.653389922E1,8.382415747E0,1.019954618E1,2.115810624E1
5.048801875E0,1.705395643E1,8.608487231E0,1.001985891E1,2.157176522E1
5.058770875E0,1.786103591E1,8.481590372E0,9.832983066E0,2.208260707E1
5.068739875E0,1.872826570E1,7.866420600E0,9.685222757E0,2.250404517E1
5.078707875E0,1.917489825E1,7.159815579E0,9.506357599E0,2.256790900E1
5.088676875E0,1.905738091E1,7.035588559E0,9.164972591E0,2.228631859E1
5.098645875E0,1.904672962E1,7.084449647E0,8.637922114E0,2.208123716E1
5.108613875E0,1.961197528E1,6.765311540E0,8.021708030E0,2.224290481E1
5.118582875E0,2.011109829E1,6.631354753E0,7.362598772E0,2.241961197E1
5.128551875E0,2.028321459E1,6.741706331E0,6.493531787E0,2.233887538E1
5.138519875E0,2.058810946E1,6.355920491E0,5.167037707E0,2.215775835E1
5.148488875E0,2.077995661E1,5.392936698E0,3.693818275E0,2.178381638E1
5.158456875E0,2.059311000E1,4.175981432E0,2.475536860E0,2.115758217E1
5.168425875E0,2.024890547E1,2.742814257E0,1.563194633E0,2.049353020E1
5.178394875E0,2.004799747E1,9.671230370E-1,8.119350100E-1,2.008772680E1
5.188362875E0,1.998679116E1,-9.248938608E-1,4.561924562E-1,2.001337955E1
5.198331875E0,2.000885387E1,-2.929877796E0,3.312845278E-1,2.022493923E1
5.208300875E0,2.008559039E1,-4.991305488E0,2.572649172E-1,2.069807375E1
5.218268875E0,2.019220385E1,-7.075659528E0,3.400492117E-1,2.139873098E1
5.228237875E0,2.008707091E1,-9.113883129E0,5.595340991E-1,2.206504842E1
5.238206875E0,1.976932853E1,-1.099646788E1,9.577221760E-1,2.264212641E1
5.248174875E0,1.934279286E1,-1.275074718E1,1.509958073E0,2.321648472E1
5.258143875E0,1.912843394E1,-1.434032445E1,2.124326776E0,2.400113861E1
5.268112875E0,1.897001181E1,-1.601141659E1,2.698189184E0,2.497012283E1
5.278080875E0,1.869916177E1,-1.778595532E1,3.160913858E0,2.599981219E1
5.288049875E0,1.845886693E1,-1.933773385E1,3.518063836E0,2.696394801E1
5.298018875E0,1.783216587E1,-2.078142075E1,4.023540426E0,2.767747217E1
5.307986875E0,1.696280652E1,-2.215219053E1,4.326383220E0,2.823426893E1
5.317955875E0,1.583333028E1,-2.331850423E1,4.471533040E0,2.853842314E1
5.327924875E0,1.447230313E1,-2.432263956E1,4.717383315E0,2.869306638E1
5.337892875E0,1.262584013E1,-2.480528277E1,4.881419349E0,2.825848806E1
5.347861875E0,1.038286575E1,-2.461458402E1,5.074507273E0,2.719250396E1
5.357830875E0,8.557179083E0,-2.396020341E1,5.412486863E0,2.601176032E1
5.367798875E0,7.134018248E0,-2.334540610E1,5.404532311E0,2.500222334E1
5.377767875E0,5.423055705E0,-2.289395428E1,4.925659382E0,2.403757051E1
5.387736875E0,3.757220803E0,-2.241948313E1,4.188281927E0,2.311474935E1
5.397704875E0,2.320563426E0,-2.162483249E1,3.582758600E0,2.204210866E1
5.407673875E0,1.142890339E0,-2.079458634E1,2.958837301E0,2.103510726E1
5.417642875E0,-1.460423970E-1,-1.992828392E1,2.417214539E0,2.007487869E1
5.427610875E0,-1.582948281E0,-1.890874586E1,2.253659731E0,1.910825417E1
5.437579875E0,-2.942249919E0,-1.779578566E1,2.338483973E0,1.818832948E1
5.447547875E0,-4.028471383E0,-1.677060153E1,2.361642309E0,1.740859017E1
5.457516875E0,-4.673129833E0,-1.598686296E1,2.468260585E0,1.683776232E1
5.467485875E0,-5.086338530E0,-1.521029074E1,2.600546823E0,1.624766530E1
5.477453875E0,-5.554875335E0,-1.450344774E1,2.591399731E0,1.574553870E1
5.487422875E0,-5.908590367E0,-1.376730668E1,2.745089993E0,1.523107653E1
5.497391875E0,-6.132035866E0,-1.299857206E1,3.035505992E0,1.468941919E1
5.507359875E0,-6.257079157E0,-1.228696943E1,3.432583390E0,1.420926761E1
5.517328875E0,-6.373897755E0,-1.176297821E1,4.084640906E0,1.398851387E1
5.527297875E0,-6.548669862E0,-1.163153748E1,4.684943840E0,1.414660525E1
5.537265875E0,-6.680857281E0,-1.174195747E1,5.331713426E0,1.452358728E1
5.547234875E0,-6.645247738E0,-1.193409581E1,5.871310859E0,1.486789331E1
5.557203875E0,-6.548302656E0,-1.211716395E1,6.400155262E0,1.518775550E1
5.567171875E0,-6.559532234E0,-1.216229743E1,6.909429034E0,1.544956801E1
5.577140875E0,-6.744780797E0,-1.200645160E1,7.304540598E0,1.558856187E1
5.587109875E0,-6.981007140E0,-1.176549719E1,7.905285289E0,1.580047216E1
5.597077875E0,-7.366564938E0,-1.160714173E1,8.539114695E0,1.618358730E1
5.607046875E0,-7.669256582E0,-1.158436566E1,8.965205392E0,1.653450731E1
5.617015875E0,-7.799921971E0,-1.153685703E1,9.427830663E0,1.681730787E1
5.626983875E0,-7.859380553E0,-1.149629723E1,9.729488518E0,1.698816234E1
5.636952875E0,-7.854143786E0,-1.148135877E1,9.711653341E0,1.696541731E1
5.646921875E0,-7.800439450E0,-1.150435353E1,9.321862158E0,1.673601266E1
5.656889875E0,-7.790524326E0,-1.154151843E1,8.655659058E0,1.639571135E1
5.666858875E0,-7.728401168E0,-1.151539775E1,7.989876373E0,1.600533331E1
5.676827875E0,-7.557287080E0,-1.143364198E1,7.365827020E0,1.555943973E1
5.686795875E0,-7.259962596E0,-1.155003548E1,6.710717842E0,1.520342430E1
5.696764875E0,-6.960077616E0,-1.169956750E1,6.093593346E0,1.491490664E1
5.706732875E0,-6.708813989E0,-1.175088032E1,5.595364380E0,1.464238628E1
5.716701875E0,-6.405907168E0,-1.193651773E1,5.200413029E0,1.451069942E1
5.726670875E0,-6.034977348E0,-1.227257475E1,4.865656717E0,1.451591051E1
5.736638875E0,-5.558946167E0,-1.278361088E1,4.639859176E0,1.469186451E1
5.746607875E0,-5.084355154E0,-1.346714922E1,4.390467242E0,1.504961720E1
5.756576625E0,-4.521754190E0,-1.416401336E1,4.172557010E0,1.544266063E1
5.766544625E0,-4.014059166E0,-1.464844114E1,4.052875907E0,1.571990146E1
5.776513625E0,-3.861540978E0,-1.484453922E1,4.018412711E0,1.585621279E1
5.786482625E0,-3.374249813E0,-1.513234268E1,3.883149071E0,1.598287219E1
5.796450625E0,-2.586687167E0,-1.514971242E1,3.466628511E0,1.575507061E1
5.806419625E0,-1.567963037E0,-1.496161801E1,2.894561490E0,1.531949764E1
5.816388625E0,-4.612231082E-1,-1.488234030E1,2.183826288E0,1.504878323E1
5.826356625E0,2.487738830E-1,-1.486712935E1,1.281001281E0,1.492428852E1
5.836325625E0,9.709769368E-1,-1.497646293E1,2.935049365E-1,1.501077557E1
5.846294625E0,1.828658223E0,-1.517013440E1,-5.219224691E-1,1.528886431E1
5.856262625E0,2.724339979E0,-1.514909729E1,-1.016844981E0,1.542566533E1
5.866231625E0,3.497498009E0,-1.503530463E1,-1.065159355E0,1.547344312E1
5.876200625E0,3.891928958E0,-1.514027735E1,-6.650528066E-1,1.564664196E1
5.886168625E0,4.136937234E0,-1.534590287E1,-1.628669561E-1,1.589457487E1
5.896137625E0,4.605248922E0,-1.569614524E1,4.881034163E-1,1.636507067E1
5.906106625E0,5.471394637E0,-1.616953816E1,1.138173391E0,1.710805548E1
5.916074625E0,6.631093968E0,-1.633818239E1,1.711016922E0,1.771539415E1
5.926043625E0,7.922604157E0,-1.616614093E1,2.249087062E0,1.814304720E1
5.936012625E0,9.570320292E0,-1.612273822E1,2.704153637E0,1.894323534E1
5.945980625E0,1.152633906E1,-1.556783979E1,2.896666195E0,1.958583169E1
5.955949625E0,1.318528419E1,-1.426754767E1,2.771007192E0,1.962378955E1
5.965917625E0,1.454407536E1,-1.310234260E1,2.489007676E0,1.973313632E1
5.975886625E0,1.560861827E1,-1.199738958E1,2.004295717E0,1.978846943E1
5.985855625E0,1.595635219E1,-1.072098918E1,1.940984551E0,1.932128891E1
5.995823625E0,1.612471224E1,-9.351599928E0,2.327835170E0,1.878503613E1
6.005792625E0,1.638118281E1,-8.190102578E0,3.388891826E0,1.862539982E1
6.015761625E0,1.630744591E1,-6.635251923E0,4.906465312E0,1.827656319E1
6.025729625E0,1.627608028E1,-5.020192487E0,6.008522791E0,1.806143593E1
6.035698625E0,1.681290613E1,-3.394452528E0,6.872375228E0,1.847770716E1
6.045667625E0,1.787671580E1,-1.290220878E0,7.502012765E0,1.942992108E1
6.055635625E0,1.838871672E1,9.475500673E-1,7.400673501E0,1.984471521E1
6.065604625E0,1.836327899E1,2.435474662E0,6.603412664E0,1.966587427E1
6.075573625E0,1.794875701E1,3.251917875E0,5.553341610E0,1.906757591E1
6.085541625E0,1.711701397E1,3.727239205E0,4.585834119E0,1.810840562E1
6.095510625E0,1.645056353E1,4.171125319E0,4.089154665E0,1.745681852E1
6.105479625E0,1.572768162E1,4.695535778E0,3.655785645E0,1.681584949E1
6.115447625E0,1.506061605E1,4.907879169E0,3.080988851E0,1.613697388E1
6.125416625E0,1.466858129E1,4.989437302E0,2.885997073E0,1.576041690E1
6.135385625E0,1.453371760E1,5.407413819E0,3.431175381E0,1.588212946E1
6.145353625E0,1.406197945E1,5.841640332E0,4.077506719E0,1.576356840E1
6.155322625E0,1.307332170E1,6.128280784E0,4.207641473E0,1.503900969E1
6.165291625E0,1.219110433E1,6.532147384E0,4.405652169E0,1.451556906E1
6.175259625E0,1.124650769E1,6.850976173E0,4.344470412E0,1.386701961E1
6.185228625E0,1.026413336E1,7.235437619E0,4.058854393E0,1.319766230E1
6.195196625E0,9.778195825E0,7.827788047E0,3.817409995E0,1.309427349E1
6.205165625E0,9.521554513E0,8.592960534E0,3.730697833E0,1.335728556E1
6.215134625E0,9.349831145E0,9.379040911E0,3.788614797E0,1.377459084E1
6.225102625E0,9.329526104E0,1.005369558E1,3.806519848E0,1.423398909E1
6.235071625E0,9.663876327E0,1.062001595E1,4.006846626E0,1.490738288E1
6.245040625E0,1.005110643E1,1.108199628E1,4.400342312E0,1.559481947E1
6.255008625E0,1.011786643E1,1.110872975E1,4.731606959E0,1.575319657E1
6.264977625E0,1.007823517E1,1.075353478E1,5.075044048E0,1.558734764E1
6.274946625E0,9.788274086E0,1.009114348E1,5.350218694E0,1.504215166E1
6.284914625E0,9.556702711E0,8.866835929E0,5.745148995E0,1.424633578E1
6.294883625E0,9.504155538E0,7.450361386E0,6.582685454E0,1.375385782E1
6.304852625E0,9.435274168E0,6.523103496E0,7.735901392E0,1.383544174E1
6.314820625E0,9.871777003E0,5.779566876E0,8.840758517E0,1.445732982E1
6.324789625E0,1.082977078E1,4.791962796E0,9.390719554E0,1.511398215E1
6.334758625E0,1.184966552E1,4.114747635E0,9.695419132E0,1.585392296E1
6.344726625E0,1.284899210E1,3.972518207E0,9.775876819E0,1.662664327E1
6.354695625E0,1.427426378E1,3.720915442E0,9.142829186E0,1.735485937E1
6.364664625E0,1.578177070E1,3.324944921E0,7.987863761E0,1.799793079E1
6.374632625E0,1.669726926E1,2.838953592E0,6.709558339E0,1.821748147E1
6.384601625E0,1.725352190E1,2.151523930E0,5.493311756E0,1.823429590E1
6.394569625E0,1.748702344E1,1.283559145E0,4.503550346E0,1.810318973E1
6.404538625E0,1.737904525E1,3.856484306E-1,3.741586811E0,1.778143443E1
6.414507625E0,1.693928551E1,-6.568446314E-1,3.344410887E0,1.727877087E1
6.424475625E0,1.633742693E1,-1.682448596E0,2.782006974E0,1.665778241E1
6.434444625E0,1.588937935E1,-2.650206056E0,2.468574873E0,1.629692702E1
6.444413625E0,1.560125780E1,-3.862007586E0,2.363785752E0,1.624505557E1
6.454381625E0,1.515835343E1,-5.087181698E0,2.460496360E0,1.617742683E1
6.464350625E0,1.468997743E1,-6.103420762E0,2.685444593E0,1.613253837E1
6.474319625E0,1.429950855E1,-7.104587458E0,2.579762310E0,1.617424747E1
6.484287625E0,1.374950775E1,-8.218099047E0,2.504404564E0,1.621290096E1
6.494256625E0,1.310939668E1,-9.442558045E0,2.530188446E0,1.635298252E1
6.504225625E0,1.242956548E1,-1.071506011E1,2.606468883E0,1.661626586E1
6.514193625E0,1.166982505E1,-1.185432225E1,2.803677925E0,1.686921405E1
6.524162625E0,1.120760850E1,-1.300985017E1,3.110839180E0,1.745118937E1
6.534131625E0,1.070171442E1,-1.431737062E1,3.116431457E0,1.814458427E1
6.544099625E0,9.882432969E0,-1.513603578E1,3.642860960E0,1.843997008E1
6.554068625E0,8.832560136E0,-1.574599977E1,4.112457865E0,1.851655846E1
6.564037625E0,7.697919048E0,-1.636173731E1,4.040451744E0,1.852807750E1
6.574005625E0,7.147293767E0,-1.690672705E1,3.287567765E0,1.864750196E1
6.583974625E0,6.364115948E0,-1.679435642E1,2.681631331E0,1.815884154E1
6.593942625E0,5.044353182E0,-1.648733199E1,2.372492548E0,1.740420456E1
6.603911625E0,3.860915911E0,-1.649453693E1,2.327141251E0,1.709947387E1
6.613880625E0,2.507063878E0,-1.624300726E1,2.484531047E0,1.662208015E1
6.623848625E0,1.104662413E0,-1.581397600E1,2.774970435E0,1.609355700E1
