"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.837786250E-1,4.134741604E-2,-1.822365888E-1,3.203344470E-1,3.708556877E-1
2.937476250E-1,-9.423767433E-2,1.180586462E-1,-5.888181245E-1,6.078859819E-1
3.037166250E-1,-6.366896445E-1,-7.282144301E-2,-1.939297484E0,2.042437611E0
3.136846250E-1,-7.600175822E-1,-5.035191619E-1,-3.299355167E0,3.422996171E0
3.236536250E-1,-1.143942107E0,-2.741927527E-2,-2.009606743E0,2.312547216E0
3.336226250E-1,-1.006685590E0,8.948714782E-1,-9.226228023E-1,1.632618656E0
3.435906250E-1,8.491874747E-1,7.902923452E-1,-1.554509763E0,1.939634492E0
3.535596250E-1,6.949703778E-1,1.393624648E-1,1.388742954E-1,7.222823496E-1
3.635286250E-1,5.128569094E-1,-1.998584157E-1,9.589521378E-1,1.105692000E0
3.734966250E-1,3.476523462E-1,-2.308873965E-1,7.977835786E-1,9.003498109E-1
3.834656250E-1,-2.194209883E-1,-1.459144892E-1,6.291487098E-1,6.821031500E-1
3.934346250E-1,-1.079317437E-1,-4.669191002E-1,-1.497764289E-1,5.020913125E-1
4.034026250E-1,1.920643331E-1,-8.044023344E-1,-1.134864451E0,1.404232583E0
4.133716250E-1,3.041113472E-1,-5.997492749E-1,-2.186757497E0,2.287813641E0
4.233406250E-1,-1.220606267E-2,-2.129574213E-1,-3.352680604E0,3.359459344E0
4.333096250E-1,-2.044525000E-1,-9.987263605E-3,-4.109334283E0,4.114429343E0
4.432776250E-1,-6.166821536E-1,-2.152508455E-1,-3.724205670E0,3.781049811E0
4.532466250E-1,-6.964432915E-1,-4.508659351E-1,-2.779562838E0,2.900738341E0
4.632156249E-1,-3.346884844E-1,-3.010522667E-1,-2.026032157E0,2.075440953E0
4.731836249E-1,-4.024676540E-1,3.744678234E-1,-1.260107133E0,1.374800476E0
4.831526249E-1,9.133650519E-1,-5.257068967E-1,-1.161892036E0,1.568628880E0
4.931216249E-1,5.914651591E-1,-7.828351718E-1,-9.227982187E-1,1.346929283E0
5.030896249E-1,7.733907491E-1,-9.190659410E-1,1.274938595E0,1.751651757E0
5.130586249E-1,4.610146549E-1,-1.001094190E0,2.253773605E0,2.508828323E0
5.230276249E-1,1.238325670E0,-9.136150935E-1,2.286522106E0,2.756143382E0
5.329956249E-1,1.647705902E0,-9.139994748E-1,2.145859147E0,2.855703286E0
5.429646249E-1,1.413581341E0,-6.318330934E-1,1.317504571E0,2.033038012E0
5.529336249E-1,1.802340490E0,-7.065099310E-1,-1.489572340E-1,1.941591044E0
5.629016249E-1,1.050950767E0,-6.029066983E-1,-7.313293880E-1,1.415216123E0
5.728706250E-1,3.635614505E-1,-4.192052358E-1,-1.738183671E0,1.824607473E0
5.828396250E-1,1.154284224E-1,-2.841156969E-1,-2.888350285E0,2.904584793E0
5.928076250E-1,-2.216375399E-1,-4.439798885E-1,-3.407477201E0,3.443420133E0
6.027766250E-1,-3.637944621E-1,-6.779438706E-1,-3.552623804E0,3.634981458E0
6.127456250E-1,-3.377576879E-1,-9.446723601E-1,-3.516219624E0,3.656540246E0
6.227136250E-1,-2.981068414E-1,-7.379124027E-1,-3.126872245E0,3.226563565E0
6.326826250E-1,-5.770049948E-1,-9.251683876E-2,-2.663203247E0,2.726562976E0
6.426516250E-1,-7.692833725E-1,-4.535219597E-1,-2.795110584E0,2.934300982E0
6.526196250E-1,-8.673110658E-1,-1.135721653E0,-2.834238982E0,3.174114485E0
6.625886250E-1,-1.232429045E0,-1.401240646E0,-2.879623316E0,3.431411829E0
6.725576250E-1,-1.276190192E0,-1.354912279E0,-3.238329531E0,3.735134113E0
6.825256250E-1,-1.170877745E0,-1.366483919E0,-3.667364302E0,4.085069634E0
6.924946250E-1,-1.056695364E0,-1.529616558E0,-3.453859069E0,3.922432202E0
7.024636250E-1,-6.328836188E-1,-1.337823938E0,-2.210609459E0,2.660283584E0
7.124316250E-1,-1.915550771E-1,-1.046963843E0,-8.579198527E-1,1.367060024E0
7.224006250E-1,7.381057262E-2,-1.634289758E0,1.780097097E-1,1.645611884E0
7.323696250E-1,4.519429922E-2,-2.198959174E0,5.821043515E-1,2.275150424E0
7.423376250E-1,1.268989930E0,-1.517317963E0,1.254866273E0,2.342494100E0
7.523071250E-1,8.943225709E-1,-1.563380866E0,1.134507186E0,2.128633165E0
7.622761250E-1,7.113471133E-1,-1.372945239E0,7.532932842E-1,1.720012824E0
7.722441250E-1,1.123402154E0,-8.985061075E-1,6.808439434E-1,1.591506865E0
7.822131249E-1,6.627696151E-1,-2.620193175E0,6.906146407E-2,2.703598587E0
7.921821249E-1,1.594080210E0,-1.250170375E0,8.858291978E-1,2.211042978E0
8.021511249E-1,2.255566946E0,6.389223307E-1,1.010499437E0,2.552824535E0
8.121191249E-1,1.567377146E0,5.004474002E-1,-6.702487886E-2,1.646697013E0
8.220881249E-1,8.103252715E-1,7.207947519E-1,2.130889106E-1,1.105250652E0
8.320571249E-1,7.238198090E-1,3.684818825E-1,4.878641921E-1,9.474732099E-1
8.420251249E-1,7.886268389E-1,5.403207332E-2,5.359826839E-1,9.550545500E-1
8.519941249E-1,4.886447954E-1,1.738415220E-1,9.248342192E-1,1.060336241E0
8.619631249E-1,7.572313839E-1,2.377466190E-1,1.276621424E0,1.503224895E0
8.719311249E-1,2.089509530E0,4.276641834E-1,1.896167251E0,2.853838989E0
8.819001250E-1,2.634816184E0,6.520233098E-1,2.538207318E0,3.716165646E0
8.918691250E-1,1.949799668E0,5.244841343E-1,2.358782582E0,3.104940840E0
9.018371250E-1,7.611151046E-1,5.496362248E-1,1.602617730E0,1.857358277E0
9.118061250E-1,3.023799866E-1,5.141155592E-1,8.735857129E-1,1.057780914E0
9.217751250E-1,1.231201422E-1,5.246732917E-1,-3.296046227E-2,5.399324259E-1
9.317431250E-1,6.807328463E-2,4.071597522E-1,-9.322420567E-1,1.019552985E0
9.417121250E-1,3.543108630E-1,2.427521279E-1,-1.507034173E0,1.567040772E0
9.516811250E-1,8.102960354E-1,-2.617783830E-1,-1.244797660E0,1.508187257E0
9.616491250E-1,1.568348953E0,-4.998810974E-1,1.697075406E-1,1.654811228E0
9.716181250E-1,2.111401505E0,-6.871905112E-1,1.417963829E0,2.634552815E0
9.815871250E-1,2.078468817E0,-9.930794120E-1,1.864277122E0,2.963404888E0
9.915551250E-1,1.933599957E0,-1.355119709E0,1.900961384E0,3.031305396E0
1.001524125E0,1.347145277E0,-1.849021152E0,1.916042522E0,2.984107666E0
1.011493125E0,6.659510851E-1,-2.049295889E0,1.942327365E0,2.900989500E0
1.021461125E0,-1.555792058E-1,-1.642423820E0,1.496618820E0,2.227471388E0
1.031430125E0,-4.283015299E-1,-1.540063047E0,1.063990935E0,1.920237772E0
1.041399125E0,-4.253141874E-1,-1.396005780E0,5.820873946E-1,1.571162000E0
1.051367125E0,-7.581973439E-1,-1.168150896E0,6.433106661E-2,1.394122740E0
1.061336125E0,-1.191354402E0,-1.138223092E0,-5.107507789E-1,1.725034340E0
1.071305125E0,-1.456157257E0,-1.231483843E0,-7.420853412E-1,2.046371683E0
1.081273125E0,-1.440751598E0,-1.373976395E0,-6.105838366E-1,2.082399799E0
1.091242125E0,-1.556668555E0,-1.361002008E0,-2.145156129E-1,2.078836310E0
1.101211125E0,-1.746987239E0,-1.353895302E0,2.040678263E-3,2.210203852E0
1.111179125E0,-1.585177240E0,-1.503786922E0,2.048389278E-2,2.185081595E0
1.121148125E0,-1.191952572E0,-1.316547382E0,-1.660028178E-2,1.776041529E0
1.131117125E0,-7.330864763E-1,-1.087029549E0,-1.200780552E-2,1.311180083E0
1.141085125E0,-5.283128911E-1,-9.584469384E-1,5.114680130E-2,1.095605330E0
1.151054125E0,-2.448527402E-1,-7.061384135E-1,-1.028161975E-1,7.544239484E-1
1.161023125E0,3.268593550E-4,-5.125365186E-1,-3.733844805E-1,6.341212502E-1
1.170991125E0,1.781845415E-1,-2.966982472E-1,-5.327152232E-1,6.352677308E-1
1.180960125E0,6.807427865E-1,-5.026032686E-2,-5.896939643E-1,9.020398070E-1
1.190929125E0,1.472966248E0,2.985073757E-1,-4.502320969E-1,1.568899347E0
1.200898125E0,2.337465388E0,6.787132180E-1,-1.309343612E-1,2.437527411E0
1.210866125E0,3.175140426E0,1.035409745E0,2.737409091E-1,3.350899006E0
1.220835125E0,3.883870325E0,1.355762903E0,5.387320447E-1,4.148828023E0
1.230803125E0,4.529108818E0,1.634285080E0,8.027771739E-1,4.881410206E0
1.240772125E0,5.144748706E0,1.984016404E0,9.898706062E-1,5.602196369E0
1.250741125E0,5.418948036E0,2.358804801E0,8.869466738E-1,5.976255710E0
1.260710125E0,5.601482906E0,2.626700249E0,8.479914998E-1,6.244618045E0
1.270678125E0,5.940656497E0,2.720394278E0,1.133856976E0,6.631559115E0
1.280647125E0,6.181303920E0,2.978226668E0,1.523897835E0,7.028557238E0
1.290616125E0,6.551787012E0,3.465274588E0,1.773261848E0,7.620925049E0
1.300584125E0,6.876142005E0,4.168950740E0,1.781736803E0,8.236265244E0
1.310553125E0,7.053053607E0,5.244309831E0,1.603072789E0,8.934102818E0
1.320522125E0,7.067468748E0,6.141168632E0,1.362265738E0,9.461439352E0
1.330490125E0,6.986185434E0,6.732446680E0,1.265320072E0,9.784357930E0
1.340459125E0,7.039444213E0,7.055381969E0,1.455267895E0,1.007223879E1
1.350428125E0,7.262631850E0,6.891458201E0,1.869575869E0,1.018495613E1
1.360396125E0,7.582357017E0,6.535719448E0,2.255729499E0,1.026138793E1
1.370365125E0,8.040013323E0,6.286056789E0,2.501901956E0,1.050789406E1
1.380334125E0,8.140805288E0,6.031987667E0,2.303921081E0,1.039065149E1
1.390302125E0,8.769060543E0,6.196235370E0,1.772796410E0,1.088267259E1
1.400271125E0,9.916215842E0,6.633025888E0,1.206889942E0,1.199103633E1
1.410240125E0,1.081983987E1,6.681119236E0,8.285785977E-1,1.274334460E1
1.420208125E0,1.128318610E1,6.612861764E0,7.892736141E-1,1.310202970E1
1.430177125E0,1.201545982E1,6.743628311E0,1.174951061E0,1.382853237E1
1.440146125E0,1.287496310E1,6.573820490E0,2.043452182E0,1.459984546E1
1.450114125E0,1.302110373E1,6.206511852E0,2.755478157E0,1.468545510E1
1.460083125E0,1.300725050E1,6.142584828E0,3.060928516E0,1.470677386E1
1.470052125E0,1.271552590E1,5.826738703E0,2.867108520E0,1.427780775E1
1.480020125E0,1.224965367E1,5.202614506E0,2.630381656E0,1.356613874E1
1.489989125E0,1.196460541E1,4.497225705E0,2.435351286E0,1.301183145E1
1.499958125E0,1.187279711E1,3.936152619E0,2.254569557E0,1.270982661E1
1.509926125E0,1.168777483E1,3.187958692E0,2.161633766E0,1.230608881E1
1.519895125E0,1.111496873E1,2.227691807E0,1.894785554E0,1.149327424E1
1.529864125E0,1.064741951E1,1.263773922E0,1.435519509E0,1.081782710E1
1.539832125E0,1.009034125E1,4.732838675E-1,1.041393785E0,1.015497342E1
1.549801125E0,9.410506532E0,-5.076897615E-1,7.903622925E-1,9.457275223E0
1.559770125E0,8.524785508E0,-1.363349081E0,6.686905056E-1,8.658974285E0
1.569738125E0,7.854816801E0,-1.980992224E0,4.624288040E-1,8.113958194E0
1.579707125E0,7.134723423E0,-2.388795755E0,4.398807710E-1,7.536850706E0
1.589676125E0,6.318778977E0,-2.843125581E0,4.701827967E-1,6.944883202E0
1.599644125E0,5.663779142E0,-3.450410966E0,3.506826657E-1,6.641288153E0
1.609613125E0,5.016644397E0,-4.002075298E0,1.750258756E-1,6.419810102E0
1.619582125E0,4.469299403E0,-4.160035490E0,5.379496872E-2,6.106015586E0
1.629550125E0,4.391436710E0,-4.212362223E0,-9.184217971E-2,6.085815218E0
1.639519125E0,4.487044533E0,-4.321121896E0,-4.095845926E-1,6.242869742E0
1.649488125E0,4.494117326E0,-4.439134203E0,-6.310595798E-1,6.348325700E0
1.659456125E0,4.200615166E0,-4.688795985E0,-7.308715510E-1,6.337519135E0
1.669425125E0,3.608960558E0,-5.234642630E0,-8.881534660E-1,6.419882892E0
1.679394125E0,2.814318688E0,-5.782975802E0,-1.024735068E0,6.512547947E0
1.689362125E0,1.949132500E0,-6.320649501E0,-8.960928154E-1,6.674781641E0
1.699331125E0,1.076446089E0,-6.892879075E0,-8.048598790E-1,7.022700161E0
1.709300125E0,1.571538609E-1,-7.512709077E0,-8.114695716E-1,7.558040611E0
1.719268125E0,-1.077935960E0,-8.115848202E0,-8.755971551E-1,8.233808860E0
1.729237125E0,-2.221004639E0,-8.652671716E0,-1.128937202E0,9.004226154E0
1.739206125E0,-3.171826224E0,-9.063659055E0,-1.104520326E0,9.665938248E0
1.749174125E0,-4.009342802E0,-9.413669876E0,-5.804250312E-1,1.024836101E1
1.759143125E0,-4.664972382E0,-9.556918473E0,1.256310097E-1,1.063543329E1
1.769112125E0,-5.006682495E0,-9.761848179E0,5.253561004E-1,1.098346705E1
1.779081125E0,-5.232990206E0,-9.943585489E0,7.889729941E-1,1.126417140E1
1.789049125E0,-5.433981813E0,-1.003274617E1,9.258320466E-1,1.144732803E1
1.799018125E0,-5.719525326E0,-1.009899513E1,9.446176887E-1,1.164452554E1
1.808987125E0,-6.342902250E0,-1.023521537E1,9.553601933E-1,1.207910409E1
1.818955125E0,-7.171103044E0,-1.046431746E1,1.187570668E0,1.274115313E1
1.828924125E0,-7.797977187E0,-1.068153217E1,1.540480392E0,1.331452806E1
1.838893125E0,-8.593697868E0,-1.079305728E1,1.771743911E0,1.390973778E1
1.848861125E0,-9.209958730E0,-1.089650272E1,1.988584395E0,1.440526220E1
1.858830125E0,-9.720039418E0,-1.107537489E1,2.046181954E0,1.487716222E1
1.868799125E0,-1.006927490E1,-1.112454296E1,1.892951868E0,1.512378986E1
1.878767125E0,-1.000996542E1,-1.101210334E1,1.715411835E0,1.498026920E1
1.888736125E0,-9.593560050E0,-1.076187759E1,1.649486964E0,1.451120984E1
1.898705125E0,-9.197334006E0,-1.043214375E1,1.655112863E0,1.400571221E1
1.908673125E0,-8.930574673E0,-1.026995368E1,1.635768811E0,1.370776612E1
1.918642125E0,-8.952735620E0,-1.038718100E1,1.500167203E0,1.379476371E1
1.928611125E0,-8.953058971E0,-1.059160901E1,1.305105550E0,1.392992272E1
1.938579125E0,-8.724786596E0,-1.109206752E1,1.098891796E0,1.415497885E1
1.948548125E0,-8.547659816E0,-1.171743425E1,7.900418651E-1,1.452531996E1
1.958517125E0,-8.454670376E0,-1.205439876E1,6.264556284E-1,1.473711055E1
1.968485125E0,-8.207409752E0,-1.225556052E1,8.130660076E-1,1.477231921E1
1.978454125E0,-7.806482547E0,-1.265424942E1,1.201435879E0,1.491692482E1
1.988423125E0,-7.260471888E0,-1.290368813E1,1.453869534E0,1.487727650E1
1.998391125E0,-6.216888320E0,-1.303563990E1,1.534286145E0,1.452348588E1
2.008360125E0,-5.124516170E0,-1.317113626E1,1.055099805E0,1.417225219E1
2.018329125E0,-4.130966057E0,-1.338865619E1,2.388062806E-1,1.401349434E1
2.028297125E0,-2.824233227E0,-1.384789417E1,-3.956601794E-1,1.413849402E1
2.038266125E0,-1.434068815E0,-1.421794457E1,-9.031258464E-1,1.431859412E1
2.048235125E0,-2.532312155E-2,-1.398249825E1,-1.361181372E0,1.404861962E1
2.058203125E0,1.262593369E0,-1.381339794E1,-1.596975167E0,1.396260843E1
2.068172125E0,2.063599933E0,-1.402414328E1,-1.478889477E0,1.425209296E1
2.078141125E0,2.360396998E0,-1.420429717E1,-1.117545583E0,1.444238347E1
2.088109125E0,3.117434254E0,-1.444912710E1,-5.368727032E-1,1.479134553E1
2.098078125E0,4.083421177E0,-1.458058771E1,-4.507143460E-2,1.514166101E1
2.108047125E0,5.073323797E0,-1.451718636E1,3.417288244E-1,1.538194047E1
2.118015125E0,5.969732947E0,-1.434429354E1,6.691740704E-1,1.555134279E1
2.127984125E0,6.463336766E0,-1.401492924E1,9.265427025E-1,1.546128860E1
2.137953125E0,6.706706652E0,-1.360300927E1,1.142236036E0,1.520942072E1
2.147921125E0,6.981256231E0,-1.299370952E1,1.274608812E0,1.480537245E1
2.157890125E0,7.426624614E0,-1.261097534E1,1.228481297E0,1.468674976E1
2.167859125E0,7.801032357E0,-1.242317213E1,1.093980135E0,1.471013610E1
2.177827125E0,8.491938774E0,-1.201693565E1,8.403138864E-1,1.473858521E1
2.187796125E0,8.982364631E0,-1.133621918E1,6.258708338E-1,1.447703195E1
2.197765125E0,9.361426758E0,-1.066604524E1,6.483885343E-1,1.420638024E1
2.207733125E0,9.620888767E0,-1.008022556E1,8.287703864E-1,1.395920157E1
2.217702125E0,1.067319638E1,-9.268362474E0,8.815053280E-1,1.416321699E1
2.227671125E0,1.157088665E1,-8.317935576E0,8.321910806E-1,1.427466330E1
2.237639125E0,1.179308085E1,-7.675682672E0,1.031708604E0,1.410876618E1
2.247608125E0,1.227966743E1,-7.240776712E0,1.413929543E0,1.432544157E1
2.257577125E0,1.282699955E1,-6.463451956E0,1.957430284E0,1.449619474E1
2.267545125E0,1.301280419E1,-5.517942567E0,2.827590698E0,1.441443832E1
2.277514125E0,1.299609869E1,-4.601773921E0,3.694696819E0,1.427325082E1
2.287483125E0,1.283746256E1,-3.669789727E0,4.396234936E0,1.405683760E1
2.297451125E0,1.253177598E1,-2.964610841E0,4.977087398E0,1.380600324E1
2.307420125E0,1.237676980E1,-2.142924430E0,5.484214658E0,1.370595367E1
2.317389125E0,1.229455444E1,-1.049050130E0,6.086682522E0,1.375878916E1
2.327357125E0,1.209763775E1,-2.211335099E-1,6.461983720E0,1.371710512E1
2.337326125E0,1.176259464E1,1.786277604E-1,6.377527707E0,1.338145732E1
2.347295125E0,1.143522540E1,5.496932352E-1,6.359326494E0,1.309609011E1
2.357263125E0,1.124016112E1,1.046401341E0,6.637264534E0,1.309539836E1
2.367232125E0,1.093719232E1,1.776527957E0,6.754970155E0,1.297720498E1
2.377201125E0,1.087232448E1,2.383284169E0,6.701063504E0,1.299198734E1
2.387169125E0,1.107703667E1,2.998898914E0,6.651924673E0,1.326432199E1
2.397138125E0,1.084303811E1,3.638185526E0,6.454666514E0,1.313280584E1
2.407107125E0,1.033053317E1,3.724887455E0,6.139007501E0,1.258102203E1
2.417075125E0,9.724473946E0,3.820657246E0,6.034824151E0,1.206573321E1
2.427044125E0,9.630814415E0,4.309403198E0,6.503673198E0,1.239440629E1
2.437013125E0,1.001522324E1,4.847560462E0,7.234392722E0,1.327177369E1
2.446981125E0,1.024988954E1,5.234315770E0,7.883269937E0,1.395006244E1
2.456950125E0,1.045052388E1,5.657466488E0,8.386121128E0,1.454466927E1
2.466919125E0,1.081231918E1,6.379771283E0,8.693229173E0,1.527023121E1
2.476887125E0,1.109344162E1,7.074948506E0,8.796233139E0,1.582697257E1
2.486856125E0,1.113919959E1,7.255305288E0,8.862472737E0,1.597700364E1
2.496825125E0,1.095024097E1,7.289299246E0,9.222865289E0,1.606558137E1
2.506793125E0,1.058037300E1,7.417439808E0,9.694971820E0,1.615410736E1
2.516762125E0,1.041664044E1,7.461780413E0,1.004957212E1,1.628430117E1
2.526731125E0,1.033444379E1,7.388020127E0,1.027862627E1,1.634116666E1
2.536699125E0,1.024650283E1,7.283126341E0,1.061855298E1,1.645565000E1
2.546668125E0,1.037298980E1,7.349636664E0,1.094671393E1,1.677637095E1
2.556637125E0,1.088015624E1,7.488153695E0,1.101019481E1,1.719519221E1
2.566605125E0,1.150968034E1,7.716003901E0,1.079827066E1,1.756735914E1
2.576574125E0,1.201393486E1,7.822726697E0,1.030899320E1,1.765800172E1
2.586543125E0,1.237464141E1,7.782807755E0,9.628300697E0,1.750451430E1
2.596511125E0,1.249943503E1,7.514682512E0,8.898393352E0,1.708472222E1
2.606480125E0,1.255993383E1,6.882003254E0,8.182861971E0,1.649463963E1
2.616449125E0,1.267386449E1,6.027895786E0,7.424581597E0,1.587724096E1
2.626417125E0,1.292033749E1,5.184882824E0,6.763691862E0,1.547790872E1
2.636386125E0,1.300411523E1,4.604116316E0,6.269281712E0,1.515284769E1
2.646355125E0,1.285606489E1,4.099774085E0,5.744115207E0,1.466565415E1
2.656323125E0,1.279899022E1,3.765031514E0,5.060236559E0,1.426869325E1
2.666292125E0,1.318248571E1,3.380160763E0,4.367088904E0,1.429247640E1
2.676261125E0,1.372683459E1,3.161653823E0,3.893439001E0,1.461440762E1
2.686229125E0,1.422229373E1,2.909136552E0,3.477138297E0,1.492739780E1
2.696198125E0,1.443901376E1,2.034987752E0,2.877089425E0,1.486283745E1
2.706167125E0,1.448567220E1,4.788746828E-1,2.220188953E0,1.466264843E1
2.716135125E0,1.426824466E1,-1.200321107E0,1.737220634E0,1.442364420E1
2.726104125E0,1.398247953E1,-2.556001564E0,1.342112578E0,1.427739977E1
2.736073125E0,1.375815578E1,-3.882424893E0,1.263664286E0,1.435119929E1
2.746041125E0,1.346372158E1,-5.283080964E0,1.484478246E0,1.453913405E1
2.756009750E0,1.331775519E1,-6.518037468E0,1.761391854E0,1.493150753E1
2.765978750E0,1.335524871E1,-7.568346503E0,2.038064557E0,1.548535579E1
2.775946750E0,1.334442668E1,-8.726207469E0,2.232181592E0,1.609978431E1
2.785915750E0,1.321641125E1,-9.669226529E0,2.398211965E0,1.655049512E1
2.795884750E0,1.296839225E1,-1.035601066E1,2.497019531E0,1.678276678E1
2.805852750E0,1.266708288E1,-1.106025399E1,2.575651717E0,1.701229523E1
2.815821750E0,1.199196337E1,-1.183276006E1,2.645704869E0,1.705347912E1
2.825790750E0,1.101327278E1,-1.253344126E1,2.855681891E0,1.692732248E1
2.835758750E0,9.990047464E0,-1.307398828E1,3.290112473E0,1.677960244E1
2.845727750E0,9.126556385E0,-1.333070678E1,3.701425502E0,1.657414629E1
2.855696750E0,8.331575376E0,-1.335680875E1,3.725828272E0,1.617718407E1
2.865664750E0,7.546642808E0,-1.327550321E1,3.353660012E0,1.563450795E1
2.875633750E0,6.980452239E0,-1.344881936E1,2.669352179E0,1.538580179E1
2.885602750E0,6.261690856E0,-1.347524176E1,2.147147874E0,1.501336594E1
2.895570750E0,5.270976643E0,-1.345667685E1,1.859059067E0,1.457125414E1
2.905539750E0,4.260672503E0,-1.353421561E1,1.802376304E0,1.430303753E1
2.915508750E0,3.181784617E0,-1.341725376E1,1.970505828E0,1.392944166E1
2.925476750E0,2.192477828E0,-1.332519285E1,2.019338264E0,1.365450294E1
2.935445750E0,1.198878599E0,-1.315727018E1,2.002176687E0,1.336262623E1
2.945414750E0,1.342696130E-2,-1.281759840E1,1.950190408E0,1.296511672E1
2.955382750E0,-1.203202615E0,-1.252321565E1,1.891748511E0,1.272231658E1
2.965351750E0,-2.197019361E0,-1.228308337E1,1.979544600E0,1.263406617E1
2.975320750E0,-3.144108667E0,-1.195986566E1,2.315709068E0,1.258118891E1
2.985288750E0,-3.960422072E0,-1.154938878E1,2.640449684E0,1.249180927E1
2.995257750E0,-4.522728921E0,-1.122626463E1,2.828274822E0,1.242912840E1
3.005226750E0,-4.871442829E0,-1.088960183E1,2.823959285E0,1.225924669E1
3.015194750E0,-4.932570207E0,-1.042187370E1,2.716324031E0,1.184584807E1
3.025163750E0,-4.794535571E0,-9.821562284E0,2.605042162E0,1.123551965E1
3.035132750E0,-4.338037598E0,-9.213209782E0,2.484126128E0,1.048201733E1
3.045100750E0,-3.870163282E0,-8.653892030E0,2.375910977E0,9.773073419E0
3.055069750E0,-3.957901338E0,-8.379307367E0,2.335966161E0,9.556909169E0
3.065038750E0,-4.520390035E0,-8.392172996E0,2.363655066E0,9.820863451E0
3.075006750E0,-5.116852224E0,-8.663593730E0,2.340041671E0,1.033033533E1
3.084975750E0,-5.725714020E0,-8.987080995E0,2.303141647E0,1.090210472E1
3.094944750E0,-6.335749351E0,-9.044142219E0,2.292375461E0,1.127799688E1
3.104912750E0,-6.709787550E0,-9.078902746E0,2.240964110E0,1.150954579E1
3.114881750E0,-6.766776268E0,-9.221249118E0,2.413869785E0,1.168963061E1
3.124850750E0,-6.895572887E0,-9.216952000E0,2.905109867E0,1.187184876E1
3.134818750E0,-6.875115818E0,-9.182752805E0,3.517111909E0,1.199834333E1
3.144787750E0,-6.621879925E0,-9.295516359E0,4.061274556E0,1.211403604E1
3.154756750E0,-6.455672235E0,-9.323791739E0,4.494259413E0,1.219865419E1
3.164724750E0,-6.270901975E0,-9.276050978E0,4.748321518E0,1.216206769E1
3.174693750E0,-6.010206204E0,-9.241546558E0,5.047384379E0,1.212455568E1
3.184662750E0,-5.759550102E0,-9.379204048E0,5.392228600E0,1.225634592E1
3.194630750E0,-5.665782398E0,-9.579673498E0,5.628025757E0,1.247180454E1
3.204599750E0,-5.674891191E0,-9.581575012E0,5.802997838E0,1.255729882E1
3.214568750E0,-5.563387712E0,-9.679346305E0,5.823926193E0,1.259202700E1
3.224536750E0,-5.217263535E0,-1.010675321E1,5.574367028E0,1.266648598E1
3.234505750E0,-4.767751815E0,-1.062060652E1,5.197913929E0,1.274939408E1
3.244474750E0,-4.564012018E0,-1.092531662E1,4.894368300E0,1.281200960E1
3.254442750E0,-4.523748676E0,-1.115274174E1,4.436859051E0,1.282706781E1
