"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.259583292E0,-1.164247879E0,-2.596010787E1,1.873283588E0,2.605363439E1
3.269550292E0,-1.094446158E0,-2.659126334E1,2.799222931E-1,2.661524854E1
3.279518292E0,-1.000016549E0,-2.763774420E1,-2.847409835E-1,2.765729588E1
3.289485292E0,-1.527959311E-1,-2.954373068E1,4.443673396E-1,2.954746743E1
3.299452667E0,1.382968828E0,-3.153592617E1,1.945499771E0,3.162613179E1
3.309419667E0,4.147256985E0,-3.356464337E1,3.158591051E0,3.396706821E1
3.319386667E0,6.786177914E0,-3.639057697E1,3.977867825E0,3.723103188E1
3.329353667E0,8.555286924E0,-3.910023517E1,2.984856241E0,4.013640108E1
3.339320667E0,1.106043876E1,-4.079289886E1,8.943640861E-1,4.227521484E1
3.349288667E0,1.385605572E1,-4.309912959E1,-1.153599223E0,4.528637811E1
3.359255667E0,1.728567574E1,-4.519536575E1,-3.914785724E0,4.854627914E1
3.369222667E0,2.077884798E1,-4.646678432E1,-5.550265975E0,5.120281263E1
3.379189667E0,2.415743467E1,-4.821577540E1,-4.854333876E0,5.414708861E1
3.389156667E0,2.714563084E1,-4.932265800E1,-3.549449351E0,5.641106680E1
3.399124667E0,2.980704484E1,-4.960764194E1,-2.344797650E0,5.792129260E1
3.409091667E0,3.079460682E1,-4.943199626E1,-1.774181908E0,5.826643789E1
3.419058667E0,3.116866957E1,-4.904014393E1,-1.904535056E0,5.813818826E1
3.429025667E0,3.173796618E1,-4.866288626E1,-2.195828283E0,5.813945870E1
3.438992667E0,3.238290939E1,-4.828948774E1,-2.286560551E0,5.818724780E1
3.448959667E0,3.242553326E1,-4.777523214E1,-1.606303522E0,5.776216949E1
3.458927667E0,3.333020511E1,-4.695525604E1,-8.847034626E-1,5.758889947E1
3.468894667E0,3.435130905E1,-4.616551239E1,6.834316286E-1,5.754766760E1
3.478861667E0,3.414986780E1,-4.562036010E1,2.919798950E0,5.706098450E1
3.488828667E0,3.370970344E1,-4.449760114E1,5.780240475E0,5.612300591E1
3.498795667E0,3.282507350E1,-4.298568892E1,7.223630921E0,5.456588446E1
3.508762667E0,3.168110084E1,-4.166288970E1,7.777695535E0,5.291484741E1
3.518729667E0,3.019708453E1,-4.019148700E1,9.651978412E0,5.118964962E1
3.528697667E0,2.878290969E1,-3.860645652E1,1.230916312E1,4.970341912E1
3.538664667E0,2.858557552E1,-3.752135831E1,1.401723538E1,4.920843774E1
3.548631667E0,2.832049551E1,-3.696836374E1,1.439359376E1,4.874306027E1
3.558598667E0,2.738500649E1,-3.628209241E1,1.389610680E1,4.753346815E1
3.568565667E0,2.638266509E1,-3.634091774E1,1.288090153E1,4.671857172E1
3.578532667E0,2.522634311E1,-3.596618138E1,1.271219883E1,4.573329847E1
3.588500667E0,2.386907338E1,-3.524353101E1,1.270293099E1,4.442075639E1
3.598467667E0,2.280016494E1,-3.513647551E1,1.267414632E1,4.376132331E1
3.608434667E0,2.171419198E1,-3.525544530E1,1.427686579E1,4.379819007E1
3.618401667E0,2.035473773E1,-3.458298743E1,1.632770067E1,4.332311366E1
3.628368667E0,1.833477381E1,-3.424685439E1,1.815848611E1,4.288055019E1
3.638335667E0,1.626925307E1,-3.203535089E1,2.287573669E1,4.259403282E1
3.648303667E0,1.615628253E1,-2.917739093E1,2.730352671E1,4.310253098E1
3.658270667E0,1.666897926E1,-2.654830969E1,3.040477295E1,4.367056028E1
3.668237667E0,1.636798681E1,-2.228205018E1,3.441834153E1,4.414774044E1
3.678204667E0,1.657857078E1,-1.682466137E1,3.823645641E1,4.494379644E1
3.688171667E0,1.784346152E1,-1.185232718E1,3.932438702E1,4.478028799E1
3.698138667E0,1.987404047E1,-7.392452316E0,3.817350295E1,4.366740390E1
3.708106667E0,2.220941139E1,-1.102098117E0,3.600090916E1,4.231474961E1
3.718073667E0,2.263337194E1,3.450931661E0,3.543094597E1,4.218448040E1
3.728040667E0,2.121059936E1,5.632722241E0,3.565545800E1,4.186799219E1
3.738007667E0,1.972561943E1,7.330561877E0,3.663134894E1,4.224562609E1
3.747974667E0,1.704764728E1,7.632157753E0,3.759954260E1,4.198330279E1
3.757941667E0,1.455827942E1,8.851329698E0,3.756894997E1,4.125185497E1
3.767909667E0,1.389366618E1,9.479968531E0,3.776138885E1,4.133795170E1
3.777876667E0,1.302797654E1,9.071869715E0,3.795304187E1,4.113952333E1
3.787843667E0,1.165932345E1,8.700035917E0,3.725733547E1,3.999674355E1
3.797810667E0,1.022152470E1,7.986213677E0,3.692558317E1,3.913767837E1
3.807777667E0,9.294782533E0,6.825641942E0,3.660741979E1,3.838079668E1
3.817744667E0,9.715042972E0,4.726436559E0,3.681459132E1,3.836711348E1
3.827712667E0,1.112148252E1,2.578882011E0,3.759977181E1,3.929479413E1
3.837679667E0,1.230282942E1,1.164582340E0,3.670684351E1,3.873123060E1
3.847646667E0,1.272301267E1,-5.588270245E-1,3.343644434E1,3.577964713E1
3.857613667E0,1.341111301E1,-2.685725844E0,2.989686041E1,3.287694234E1
3.867580667E0,1.466709844E1,-5.041779238E0,2.740734519E1,3.149136207E1
3.877547667E0,1.517369770E1,-7.368734255E0,2.601457585E1,3.100479806E1
3.887515667E0,1.573768737E1,-1.019706346E1,2.566602332E1,3.178678436E1
3.897482667E0,1.599585130E1,-1.321115928E1,2.529361416E1,3.271343616E1
3.907449667E0,1.596529492E1,-1.580431289E1,2.490697287E1,3.354138109E1
3.917416667E0,1.627393552E1,-1.806208657E1,2.428777612E1,3.436533162E1
3.927383667E0,1.635175494E1,-2.005953754E1,2.284016925E1,3.451721697E1
3.937350667E0,1.679042476E1,-2.170163216E1,2.125134510E1,3.470589101E1
3.947318667E0,1.801167071E1,-2.219808416E1,1.967565848E1,3.470312318E1
3.957285667E0,1.979012591E1,-2.227695842E1,1.842735863E1,3.503540361E1
3.967252667E0,2.204900355E1,-2.214681109E1,1.662251027E1,3.539700053E1
3.977219667E0,2.348827463E1,-2.263133945E1,1.486128798E1,3.584319253E1
3.987186667E0,2.418575624E1,-2.264481143E1,1.433276985E1,3.609939863E1
3.997153667E0,2.505595525E1,-2.453131499E1,1.280988358E1,3.733201610E1
4.007121667E0,2.570352035E1,-2.805081257E1,1.164343657E1,3.978804669E1
4.017088667E0,2.667642920E1,-3.053040389E1,1.215534626E1,4.232599531E1
4.027055667E0,2.758755404E1,-3.154155587E1,1.307540565E1,4.389657296E1
4.037022667E0,2.887945424E1,-3.284651875E1,1.208791617E1,4.537658415E1
4.046989667E0,2.984382382E1,-3.452927491E1,1.045957303E1,4.682229506E1
4.056956667E0,3.006001410E1,-3.492054251E1,9.208412726E0,4.698769628E1
4.066924667E0,3.098875075E1,-3.518402507E1,7.963499583E0,4.755665693E1
4.076891667E0,3.368957966E1,-3.669963272E1,7.018724020E0,5.031017100E1
4.086858667E0,3.726139344E1,-3.918279084E1,6.789675719E0,5.449589191E1
4.096825667E0,4.088733840E1,-4.221566208E1,7.428043733E0,5.923776161E1
4.106792667E0,4.413980299E1,-4.520063293E1,8.224907545E0,6.371081956E1
4.116759667E0,4.697663814E1,-4.751403000E1,7.840411016E0,6.727450946E1
4.126727667E0,4.902363140E1,-5.026911640E1,5.625509115E0,7.044108781E1
4.136694667E0,4.982069109E1,-5.300268971E1,3.066247144E0,7.280651241E1
4.146661667E0,4.943577590E1,-5.575791176E1,8.321499308E-1,7.452203122E1
4.156628667E0,4.822228219E1,-5.763762787E1,-3.324434459E-1,7.515048346E1
4.166595667E0,4.586856271E1,-5.843908000E1,7.422350299E-1,7.429402418E1
4.176562667E0,4.153819900E1,-5.789874581E1,1.599332179E0,7.127583466E1
4.186530667E0,3.574534374E1,-5.716235215E1,2.010794313E0,6.744855370E1
4.196497667E0,2.988443624E1,-5.487984708E1,1.526815596E0,6.250766602E1
4.206464667E0,2.564309990E1,-5.223295289E1,9.323712071E-1,5.819552608E1
4.216431667E0,2.264176153E1,-4.952310524E1,9.477213176E-1,5.446178011E1
4.226398667E0,2.027891805E1,-4.546724257E1,8.610826117E-1,4.979202876E1
4.236365667E0,1.858552464E1,-4.192443799E1,1.421254642E0,4.588137086E1
4.246333667E0,1.735291521E1,-3.840410778E1,2.566402591E0,4.222067719E1
4.256300667E0,1.608802915E1,-3.590435760E1,2.672110895E0,3.943460096E1
4.266267667E0,1.412494928E1,-3.507526686E1,2.705983815E0,3.790924539E1
4.276234667E0,1.297985981E1,-3.390503084E1,2.842997527E0,3.641580031E1
4.286201667E0,1.238514184E1,-3.362921067E1,2.750565326E0,3.594274834E1
4.296168667E0,1.048295020E1,-3.329008151E1,2.639899753E0,3.500129773E1
4.306136417E0,8.331926209E0,-3.225768542E1,2.235509827E0,3.339126783E1
4.316103417E0,6.805909928E0,-3.127350313E1,2.058652604E0,3.207164571E1
4.326070417E0,5.032969238E0,-3.004212863E1,2.124734327E0,3.053481240E1
4.336037417E0,3.566439605E0,-2.866032866E1,2.195353343E0,2.896469415E1
4.346004417E0,2.006692199E0,-2.721899235E1,2.562776148E0,2.741291994E1
4.355971417E0,1.100822839E0,-2.549725631E1,2.776373767E0,2.567158237E1
4.365939417E0,-4.489498025E-1,-2.503268567E1,2.639255390E0,2.517543598E1
4.375906417E0,-2.170398742E0,-2.437871202E1,2.545439154E0,2.460714309E1
4.385873417E0,-1.863504705E0,-2.308338068E1,2.584396813E0,2.330223637E1
4.395840417E0,-9.103655764E-1,-2.219081490E1,2.223268096E0,2.232048280E1
4.405807417E0,-2.294769896E0,-2.181881270E1,1.316106209E0,2.197859623E1
4.415774417E0,-4.908817062E0,-2.233645501E1,-5.676360011E-2,2.286956339E1
4.425742417E0,-7.498875149E0,-2.309585629E1,-1.068220811E0,2.430622970E1
4.435709417E0,-1.076034679E1,-2.312341071E1,-8.248211038E-1,2.551778823E1
4.445676417E0,-1.409178855E1,-2.267943865E1,9.462055001E-1,2.671761117E1
4.455643417E0,-1.559458262E1,-2.199164470E1,2.629167774E0,2.708756111E1
4.465610417E0,-1.514831376E1,-1.993088008E1,4.072747085E0,2.536333298E1
4.475577417E0,-1.301072141E1,-1.741466648E1,6.024241276E0,2.255750348E1
4.485545417E0,-1.143966578E1,-1.528561340E1,7.037471362E0,2.034802038E1
4.495512417E0,-1.119713029E1,-1.297248647E1,5.944895729E0,1.813843756E1
4.505479417E0,-1.145375289E1,-1.072889696E1,3.643150689E0,1.611118345E1
4.515446417E0,-1.169439856E1,-9.238068634E0,1.630708339E0,1.499200052E1
4.525413417E0,-1.227912246E1,-8.104490570E0,9.251844674E-1,1.474162753E1
4.535380417E0,-1.272154853E1,-8.053253759E0,1.383978350E0,1.511979131E1
4.545348417E0,-1.301570441E1,-8.756092588E0,2.540674258E0,1.589127888E1
4.555315417E0,-1.356542454E1,-9.221684151E0,3.968998184E0,1.687640803E1
4.565282417E0,-1.387973226E1,-9.740811651E0,4.876081133E0,1.764388128E1
4.575249417E0,-1.457941359E1,-1.090097116E1,5.627300118E0,1.905405415E1
4.585216417E0,-1.604872767E1,-1.159352240E1,6.693044048E0,2.089900141E1
4.595183417E0,-1.699467268E1,-1.205331235E1,7.452031935E0,2.212767539E1
4.605151417E0,-1.607204169E1,-1.276635223E1,8.064193314E0,2.205269796E1
4.615118417E0,-1.414088528E1,-1.313630557E1,8.862109625E0,2.123827082E1
4.625085417E0,-1.177806754E1,-1.337441939E1,9.586217117E0,2.023594642E1
4.635052417E0,-9.427036611E0,-1.380099482E1,9.462288305E0,1.920602451E1
4.645019417E0,-8.154928068E0,-1.448871042E1,8.883974118E0,1.885074474E1
4.654986417E0,-7.019912758E0,-1.483036323E1,8.246373843E0,1.836359252E1
4.664954417E0,-5.809984676E0,-1.528342888E1,7.448180375E0,1.796703958E1
4.674921417E0,-4.671537636E0,-1.631931927E1,6.431894533E0,1.815248503E1
4.684888417E0,-4.042082532E0,-1.697528565E1,5.917872237E0,1.842606756E1
4.694855417E0,-3.074840212E0,-1.739141328E1,5.492080332E0,1.849537360E1
4.704822417E0,-1.977824787E0,-1.848191900E1,4.793663751E0,1.919563317E1
4.714789417E0,-1.475137904E0,-1.995098047E1,4.568319077E0,2.052040918E1
4.724757417E0,-1.172495962E0,-2.095328211E1,4.452399488E0,2.145317318E1
4.734724417E0,-1.736987330E0,-2.180164995E1,4.421322707E0,2.231316114E1
4.744691417E0,-2.711092528E0,-2.297237246E1,4.749539200E0,2.361436092E1
4.754658417E0,-2.796151974E0,-2.379622409E1,5.180961682E0,2.451369231E1
4.764625417E0,-2.108877262E0,-2.402186814E1,4.610332198E0,2.455102188E1
4.774592417E0,-4.017580944E-1,-2.407530234E1,3.188313618E0,2.428882327E1
4.784560417E0,1.493457815E0,-2.452551455E1,2.250178445E0,2.467376306E1
4.794527417E0,2.951387948E0,-2.524264983E1,1.978239063E0,2.549147879E1
4.804494417E0,4.334773682E0,-2.622758758E1,1.941773487E0,2.665421350E1
4.814461417E0,4.756825708E0,-2.843454428E1,1.940590011E0,2.889492324E1
4.824428417E0,4.341257075E0,-3.141940520E1,2.165663667E0,3.179175420E1
4.834395417E0,5.387865407E0,-3.428719784E1,2.367016631E0,3.478855842E1
4.844363417E0,7.755589551E0,-3.778469585E1,1.324592127E0,3.859516750E1
4.854330417E0,1.023781504E1,-4.117144760E1,-9.058503565E-1,4.243490920E1
4.864297417E0,1.371510624E1,-4.336935515E1,-3.607901919E0,4.562917994E1
4.874264417E0,1.641027388E1,-4.473427304E1,-5.388767048E0,4.795300912E1
4.884231417E0,1.795787633E1,-4.613300187E1,-5.699999135E0,4.983200953E1
4.894198417E0,1.952314906E1,-4.784747566E1,-5.500330753E0,5.196910539E1
4.904166417E0,2.175753388E1,-4.931319955E1,-4.187220365E0,5.406213781E1
4.914133417E0,2.495022823E1,-5.083177759E1,-2.268758265E0,5.667036938E1
4.924100417E0,2.842620849E1,-5.173165472E1,-3.062911892E-1,5.902802083E1
4.934067417E0,3.080947979E1,-5.179559052E1,1.845083052E0,6.029437431E1
4.944034417E0,3.211522386E1,-5.091517292E1,3.013408195E0,6.027290490E1
4.954001417E0,3.359882619E1,-4.988290546E1,1.699152921E0,6.016703832E1
4.963969417E0,3.581032268E1,-4.824617625E1,-2.983027232E-1,6.008462130E1
4.973936417E0,3.764838088E1,-4.610414469E1,-2.285528079E0,5.956690674E1
4.983903417E0,3.856984594E1,-4.359941268E1,-1.944131377E0,5.824363869E1
4.993870417E0,3.816268326E1,-4.156637790E1,-6.480615288E-2,5.642834718E1
5.003837417E0,3.632417599E1,-4.088810088E1,2.835376266E0,5.476606535E1
5.013804417E0,3.381346812E1,-4.057242608E1,7.164520833E0,5.329918145E1
5.023772417E0,3.165436737E1,-3.984214627E1,1.074598954E1,5.200838283E1
5.033739417E0,3.027634938E1,-3.880604538E1,1.286644370E1,5.087348881E1
5.043706417E0,2.901783679E1,-3.693710920E1,1.473564301E1,4.922930085E1
5.053673417E0,2.772314863E1,-3.502673029E1,1.517878360E1,4.717881173E1
5.063640417E0,2.804219377E1,-3.333764978E1,1.379145568E1,4.569428601E1
5.073607417E0,2.883100421E1,-3.109982212E1,1.314514422E1,4.439842966E1
5.083575417E0,2.912008821E1,-3.039385269E1,1.275609856E1,4.398276787E1
5.093542417E0,2.778858599E1,-2.973524805E1,1.358283170E1,4.290552185E1
5.103509417E0,2.509923400E1,-2.862951150E1,1.614567451E1,4.135581315E1
5.113476417E0,2.221398157E1,-2.858948614E1,1.810604594E1,4.048022473E1
5.123443417E0,1.891752721E1,-2.841100339E1,1.976556293E1,3.944281211E1
5.133410417E0,1.735054241E1,-2.705300627E1,2.137774085E1,3.859940769E1
5.143378417E0,1.701814808E1,-2.628924530E1,2.226176735E1,3.842301482E1
5.153345417E0,1.599759026E1,-2.461747021E1,2.185078995E1,3.659781080E1
5.163312417E0,1.526073467E1,-2.037672092E1,2.283783738E1,3.420040342E1
5.173279417E0,1.483095263E1,-1.776654490E1,2.564505053E1,3.454382565E1
5.183246417E0,1.548960054E1,-1.497474267E1,2.909113982E1,3.620034612E1
5.193213417E0,1.656291661E1,-1.183301967E1,3.127608293E1,3.731680485E1
5.203181417E0,1.744438086E1,-9.469742920E0,3.039440467E1,3.630154666E1
5.213148417E0,1.815770141E1,-6.507104344E0,2.831794612E1,3.426296251E1
5.223115417E0,1.918472625E1,-3.935679579E0,2.701860359E1,3.336987017E1
5.233082417E0,2.131369279E1,3.525358311E-1,2.742044530E1,3.473152174E1
5.243049417E0,2.504092790E1,5.441407776E0,3.147230145E1,4.058525283E1
5.253016417E0,2.918470696E1,8.829710788E0,3.722114822E1,4.811574366E1
5.262984417E0,3.312167936E1,1.250836957E1,4.247211628E1,5.529363087E1
5.272951417E0,3.400449198E1,1.536617868E1,4.467870578E1,5.821178293E1
5.282918417E0,3.198938242E1,1.561998292E1,4.319348961E1,5.597304708E1
5.292885417E0,2.920897993E1,1.392611121E1,3.964436069E1,5.117398183E1
5.302852667E0,2.697548856E1,1.195686838E1,3.551414483E1,4.617248279E1
5.312819667E0,2.544397882E1,9.873980234E0,3.238552661E1,4.235225941E1
5.322787667E0,2.448832860E1,7.582293282E0,3.008199729E1,3.952335980E1
5.332754667E0,2.343045970E1,5.431566328E0,2.884474283E1,3.755672435E1
5.342721667E0,2.237314044E1,2.928385879E0,2.754346136E1,3.560582987E1
5.352688667E0,2.164016857E1,2.328222401E-1,2.562020454E1,3.353723278E1
5.362655667E0,2.092490207E1,-2.070229214E0,2.338615418E1,3.144915870E1
5.372622667E0,2.034045649E1,-3.722145696E0,2.131287418E1,2.969557450E1
5.382590667E0,2.055054695E1,-5.207672932E0,1.937504844E1,2.871998154E1
5.392557667E0,2.163966805E1,-6.787875946E0,1.816747094E1,2.905869050E1
5.402524667E0,2.304600761E1,-8.413744544E0,1.801693320E1,3.043878194E1
5.412491667E0,2.410721878E1,-1.030285011E1,1.739168342E1,3.146072742E1
5.422458667E0,2.481266430E1,-1.254223314E1,1.632887362E1,3.224295327E1
5.432425667E0,2.577705727E1,-1.472804397E1,1.532021021E1,3.340779552E1
5.442393667E0,2.718549949E1,-1.681437027E1,1.450154622E1,3.510084434E1
5.452360667E0,2.849963548E1,-1.906568513E1,1.337100462E1,3.680371362E1
5.462327667E0,2.885962282E1,-2.108464566E1,1.190638819E1,3.767230006E1
5.472294667E0,2.869109204E1,-2.212399994E1,1.028543944E1,3.766218793E1
5.482261667E0,2.859907089E1,-2.318377503E1,8.671763459E0,3.782319080E1
5.492228667E0,2.873853868E1,-2.461684806E1,7.486192539E0,3.857377209E1
5.502196667E0,2.930135424E1,-2.615337705E1,6.723853027E0,3.984694080E1
5.512163667E0,3.012014219E1,-2.825955583E1,6.401490766E0,4.179479088E1
5.522130667E0,3.094993927E1,-3.071946074E1,6.778982331E0,4.413092578E1
5.532097667E0,3.187159377E1,-3.322148900E1,7.296246323E0,4.661224122E1
5.542064667E0,3.300883746E1,-3.551888809E1,8.083017840E0,4.915800992E1
5.552031667E0,3.422208091E1,-3.749074229E1,8.862686745E0,5.152915481E1
5.561999667E0,3.554379489E1,-3.932661831E1,9.372701944E0,5.383114159E1
5.571966667E0,3.703983776E1,-4.109156528E1,9.370460122E0,5.610946303E1
5.581933667E0,3.858162223E1,-4.335028387E1,8.167218915E0,5.860454036E1
5.591900667E0,4.002795207E1,-4.604619644E1,6.431043763E0,6.135020357E1
5.601867667E0,4.130192471E1,-4.799788008E1,5.104518692E0,6.352717204E1
5.611834667E0,4.195747710E1,-4.865774071E1,4.062633741E0,6.437787359E1
5.621801667E0,4.209680923E1,-4.853142682E1,3.780665799E0,6.435630638E1
5.631769667E0,4.125567557E1,-4.845339689E1,4.554441880E0,6.380051236E1
5.641736667E0,3.922152514E1,-4.877100361E1,6.045932107E0,6.287680115E1
5.651703667E0,3.624258862E1,-4.913598214E1,6.533951250E0,6.140490607E1
5.661670667E0,3.238918696E1,-4.847993857E1,6.013226291E0,5.861333267E1
5.671637667E0,2.872798329E1,-4.733977830E1,5.021557227E0,5.560186751E1
5.681604667E0,2.538161709E1,-4.630541521E1,3.681742020E0,5.293366781E1
5.691572667E0,2.164147601E1,-4.471707287E1,2.741010976E0,4.975422827E1
5.701539667E0,1.842430404E1,-4.227397051E1,3.270249481E0,4.623027248E1
5.711506667E0,1.655789152E1,-3.964069799E1,4.019598234E0,4.314748983E1
5.721473667E0,1.500060725E1,-3.767606394E1,3.717260932E0,4.072250042E1
5.731440667E0,1.244489571E1,-3.549457303E1,3.410188555E0,3.776730768E1
5.741408667E0,9.695601565E0,-3.354853546E1,2.980022932E0,3.504838738E1
5.751375667E0,7.065116998E0,-3.202767935E1,2.564836707E0,3.289781923E1
5.761342667E0,4.184806049E0,-3.053836779E1,2.728743517E0,3.094431370E1
5.771309667E0,2.468348878E0,-2.873620681E1,3.276705977E0,2.902755812E1
5.781276667E0,1.676863335E0,-2.802458430E1,3.136248840E0,2.824934074E1
5.791243667E0,-6.521791381E-1,-2.776902355E1,2.557094117E0,2.789413445E1
5.801211667E0,-2.947240518E0,-2.690088276E1,2.041051315E0,2.713871056E1
5.811178667E0,-4.687871248E0,-2.587319485E1,2.256555418E0,2.639110439E1
5.821145667E0,-5.349365001E0,-2.408691725E1,3.218682302E0,2.488282950E1
5.831112667E0,-4.263860405E0,-2.265227950E1,4.066825902E0,2.340609632E1
5.841079667E0,-4.281305573E0,-2.232880919E1,4.542482862E0,2.318489698E1
5.851046667E0,-5.091053140E0,-2.187107745E1,4.673244438E0,2.293691489E1
5.861013667E0,-5.122046891E0,-2.159713072E1,4.964237557E0,2.274456142E1
5.870981667E0,-5.013652961E0,-2.097553428E1,5.171993222E0,2.217790044E1
5.880948667E0,-3.861031393E0,-2.020201313E1,5.063812131E0,2.118185760E1
5.890915667E0,-3.477748454E0,-1.939400979E1,5.040536120E0,2.033787979E1
5.900882667E0,-3.071792935E0,-1.850041374E1,5.139144149E0,1.944510280E1
5.910849667E0,-3.221698588E0,-1.735552073E1,5.803997127E0,1.858170671E1
5.920816667E0,-3.119732795E0,-1.485176170E1,6.630953050E0,1.656131325E1
5.930784667E0,-3.414601156E0,-1.056987140E1,7.468581310E0,1.338511820E1
5.940751667E0,-3.423488924E0,-6.921379573E0,9.652575998E0,1.236114861E1
5.950718667E0,-2.262862810E0,-3.182454123E0,1.436524646E1,1.488653311E1
5.960685667E0,9.150307775E-3,-3.194819230E-1,1.926508687E1,1.926773792E1
5.970652667E0,1.339533371E0,-3.721665055E-1,2.243757442E1,2.248060505E1
5.980619667E0,2.733599630E-1,-2.516236405E0,2.053591722E1,2.069130414E1
5.990587667E0,-3.848253473E0,-4.192515603E0,1.509650977E1,1.613353183E1
6.000554667E0,-8.433511641E0,-5.718726597E0,1.013886027E1,1.437443704E1
6.010521667E0,-1.235367446E1,-7.010173051E0,6.676716283E0,1.569504187E1
6.020488667E0,-1.519273857E1,-8.338248219E0,5.592019188E0,1.821033682E1
6.030455667E0,-1.704494470E1,-8.978124815E0,6.412924411E0,2.030424745E1
6.040422667E0,-1.812076689E1,-8.711983532E0,7.431791214E0,2.143577315E1
6.050390667E0,-1.868183296E1,-8.435393860E0,8.144410096E0,2.205670347E1
6.060357667E0,-1.896012534E1,-9.077974793E0,8.853508371E0,2.280966001E1
6.070324667E0,-1.821611861E1,-9.854230678E0,1.025452404E1,2.311034623E1
6.080291667E0,-1.676544311E1,-1.013612027E1,1.182532240E1,2.288360257E1
6.090258667E0,-1.538341042E1,-1.016421848E1,1.270514592E1,2.239154721E1
6.100225667E0,-1.381040299E1,-1.036184618E1,1.334306311E1,2.182045876E1
6.110193667E0,-1.263663292E1,-1.092887173E1,1.392446580E1,2.174891898E1
6.120160667E0,-1.171662149E1,-1.185828549E1,1.440167344E1,2.202966981E1
6.130127667E0,-1.031767865E1,-1.285015219E1,1.460523139E1,2.202030172E1
6.140094667E0,-8.480981677E0,-1.364305919E1,1.458786048E1,2.169944211E1
6.150061667E0,-6.486930866E0,-1.429168965E1,1.416439343E1,2.114149253E1
6.160028667E0,-4.674923759E0,-1.507724203E1,1.284918857E1,2.035386416E1
6.169996667E0,-4.338345746E0,-1.604816751E1,1.166630269E1,2.030929695E1
6.179963667E0,-3.962176822E0,-1.705776413E1,1.037865576E1,2.035639108E1
6.189930667E0,-3.421064376E0,-1.825046749E1,9.047643532E0,2.065534068E1
6.199897667E0,-3.748214922E0,-1.911367206E1,8.463271630E0,2.123696168E1
6.209864667E0,-3.576610252E0,-1.998131583E1,8.035078858E0,2.183134479E1
6.219831667E0,-2.706522928E0,-2.108229742E1,7.235688465E0,2.245314495E1
6.229799667E0,-1.904269738E0,-2.166740724E1,6.751423818E0,2.277464606E1
6.239766667E0,-5.495815533E-1,-2.238828473E1,6.421051456E0,2.329736540E1
6.249733667E0,1.869608613E0,-2.319513032E1,6.478647115E0,2.415537985E1
6.259700667E0,3.575143771E0,-2.319778028E1,7.304076914E0,2.458186735E1
6.269667667E0,3.926999972E0,-2.406898735E1,6.243019527E0,2.517365237E1
6.279634667E0,2.843728428E0,-2.514334072E1,3.332688389E0,2.552217047E1
6.289602667E0,1.763735418E0,-2.580119692E1,1.409115822E0,2.589977089E1
6.299569667E0,1.888789235E0,-2.688857321E1,-1.918983087E-1,2.695551370E1
6.309536583E0,3.840683375E0,-2.862731996E1,-1.200531022E0,2.890874559E1
6.319503583E0,5.689786972E0,-3.067766484E1,-1.026620795E0,3.121773128E1
6.329470583E0,7.720782246E0,-3.277866298E1,-9.828701735E-2,3.367582049E1
6.339437583E0,1.072952495E1,-3.587884269E1,1.105918980E0,3.746514534E1
6.349405583E0,1.314878119E1,-4.004974113E1,2.550967696E0,4.223007989E1
6.359372583E0,1.509402938E1,-4.449158552E1,4.076507137E0,4.715876181E1
6.369339583E0,1.693353068E1,-4.789769155E1,5.047054596E0,5.105297325E1
6.379306583E0,1.785418414E1,-5.058850067E1,4.857299584E0,5.386614568E1
6.389273583E0,1.725569589E1,-5.284240116E1,3.887338893E0,5.572422996E1
6.399240583E0,1.884160345E1,-5.478114608E1,3.111843731E0,5.801433925E1
6.409208583E0,2.258297128E1,-5.543322289E1,2.504667689E0,5.990914916E1
6.419175583E0,2.758975260E1,-5.552888802E1,1.567767301E0,6.202507354E1
6.429142583E0,3.303611355E1,-5.501998847E1,1.120249336E0,6.418597112E1
6.439109583E0,3.815677523E1,-5.342026511E1,9.689352353E-1,6.565518301E1
6.449076583E0,4.104910046E1,-5.012279567E1,1.288938291E-1,6.478688068E1
6.459043583E0,4.143344964E1,-4.567841125E1,-5.657496893E-1,6.167307416E1
6.469011583E0,4.133198875E1,-4.236802181E1,-9.788648307E-1,5.919747243E1
6.478978583E0,4.108364581E1,-3.977183935E1,-4.266891602E-1,5.718257795E1
6.488945583E0,4.038537131E1,-3.722892736E1,2.110593713E0,5.496749816E1
6.498912583E0,3.995959110E1,-3.523197925E1,4.946315841E0,5.350259175E1
6.508879583E0,3.871356114E1,-3.328987803E1,7.131185857E0,5.155394851E1
6.518846583E0,3.631464269E1,-3.105628843E1,8.887591206E0,4.860283533E1
6.528814583E0,3.394007905E1,-2.887737965E1,9.862868185E0,4.564108008E1
6.538781583E0,3.181433082E1,-2.659361860E1,9.866156659E0,4.262291922E1
6.548748583E0,3.005350264E1,-2.469422310E1,1.036784659E1,4.025555761E1
6.558715583E0,2.871239695E1,-2.378198963E1,1.082041407E1,3.882094963E1
6.568682583E0,2.722603707E1,-2.307465195E1,1.213182642E1,3.769453368E1
6.578649583E0,2.603126146E1,-2.222855517E1,1.396981680E1,3.697148928E1
6.588616583E0,2.496269684E1,-2.202894292E1,1.401789261E1,3.612356395E1
6.598584583E0,2.365345847E1,-2.146452757E1,1.312908309E1,3.453382203E1
