"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.608551583E0,2.118032716E1,-2.036867749E1,1.207461844E1,3.176925702E1
6.618518583E0,1.776855869E1,-1.975871701E1,1.122179619E1,2.884540319E1
6.628485583E0,1.577503939E1,-2.053748895E1,1.183166546E1,2.847154066E1
6.638452583E0,1.562543253E1,-2.054499443E1,1.421482333E1,2.946713661E1
6.648419583E0,1.599807207E1,-2.001489054E1,1.742502190E1,3.098653807E1
6.658387583E0,1.628937919E1,-1.906936770E1,2.121307624E1,3.284781975E1
6.668354583E0,1.721603774E1,-1.640660650E1,2.521343714E1,3.465957450E1
6.678321583E0,1.815343061E1,-1.325256108E1,2.959787122E1,3.716465255E1
6.688288583E0,1.855970801E1,-9.041696913E0,3.265713913E1,3.863552485E1
6.698255583E0,1.797532793E1,-6.617270565E0,3.075604092E1,3.623306138E1
6.708223583E0,1.694336921E1,-3.872085847E0,2.813642516E1,3.307157737E1
6.718190583E0,1.721258437E1,-2.233841032E-1,2.694883461E1,3.197753349E1
6.728157583E0,1.882240704E1,2.043607425E0,2.581568632E1,3.201419994E1
6.738124583E0,1.901173988E1,4.197597126E0,2.583473655E1,3.234964741E1
6.748091583E0,1.822361240E1,5.937727627E0,2.644754112E1,3.266234972E1
6.758058583E0,1.829012915E1,6.977768367E0,2.708455082E1,3.341842260E1
6.768026583E0,1.873007015E1,8.098069158E0,2.695914676E1,3.381109058E1
6.777993583E0,1.885434336E1,9.622449389E0,2.690379234E1,3.423290578E1
6.787960583E0,1.851959144E1,1.097940571E1,2.653450091E1,3.417019689E1
6.797927583E0,1.833264660E1,1.242676583E1,2.587858365E1,3.406187798E1
6.807894583E0,1.900677443E1,1.383541270E1,2.658641951E1,3.548962977E1
6.817861583E0,2.090387314E1,1.423789644E1,2.889199535E1,3.839839844E1
6.827828583E0,2.385719652E1,1.390567402E1,3.176190702E1,4.208743676E1
6.837796583E0,2.641780920E1,1.212611369E1,3.282589445E1,4.384612437E1
6.847763583E0,2.699213207E1,8.956318209E0,3.189494521E1,4.273263811E1
6.857730583E0,2.556380698E1,4.666157613E0,2.975500462E1,3.950495607E1
6.867697583E0,2.274238041E1,-3.940447399E-1,2.716768420E1,3.543238918E1
6.877664583E0,1.956421756E1,-4.831766840E0,2.478054671E1,3.194025790E1
6.887631583E0,1.656229213E1,-8.194996698E0,2.209240392E1,2.880176735E1
6.897599583E0,1.467176803E1,-1.024606546E1,1.918880527E1,2.623838566E1
6.907566583E0,1.464624142E1,-1.073786308E1,1.710497338E1,2.494782968E1
6.917533583E0,1.592165130E1,-1.084214232E1,1.576607327E1,2.489216938E1
6.927500583E0,1.767387589E1,-1.127886033E1,1.425806933E1,2.535490328E1
6.937467583E0,1.894630018E1,-1.198407196E1,1.334443721E1,2.608935177E1
6.947434583E0,1.900194697E1,-1.153516251E1,1.326866314E1,2.588805485E1
6.957402583E0,1.904469830E1,-1.231809533E1,1.298306408E1,2.613419137E1
6.967369583E0,1.897582745E1,-1.388905038E1,1.246923065E1,2.661708964E1
6.977336583E0,1.944609562E1,-1.510095249E1,1.198241135E1,2.738188421E1
6.987303583E0,2.064886203E1,-1.637397202E1,1.190478606E1,2.891723352E1
6.997270583E0,2.294825620E1,-1.848685872E1,1.141287852E1,3.160126903E1
7.007237583E0,2.549245925E1,-2.080113756E1,1.051645124E1,3.454198242E1
7.017205583E0,2.782331846E1,-2.252905528E1,9.701368089E0,3.709193880E1
7.027172583E0,2.958297719E1,-2.439481759E1,8.762321042E0,3.933240312E1
7.037139583E0,3.046349771E1,-2.619865789E1,7.363928429E0,4.084876754E1
7.047106583E0,3.049685958E1,-2.795558949E1,6.369072633E0,4.185855366E1
7.057073583E0,3.072682823E1,-2.964369936E1,6.381147133E0,4.316950224E1
7.067040583E0,3.141431578E1,-3.087337817E1,7.195439740E0,4.462957616E1
7.077008583E0,3.281334633E1,-3.236595715E1,7.785946541E0,4.674282664E1
7.086975583E0,3.424089725E1,-3.442026644E1,7.461392158E0,4.912093402E1
7.096942583E0,3.544789120E1,-3.686985686E1,6.983965831E0,5.162087867E1
7.106909583E0,3.710074938E1,-3.982307967E1,6.341757950E0,5.479563096E1
7.116876583E0,3.910782018E1,-4.271454184E1,5.502802956E0,5.817417403E1
7.126843583E0,3.993700682E1,-4.429980153E1,4.501302384E0,5.981386672E1
7.136811583E0,3.980766173E1,-4.491234180E1,2.872286814E0,6.008342875E1
7.146778583E0,3.925226044E1,-4.555313583E1,1.359119790E0,6.014711415E1
7.156745583E0,3.750732265E1,-4.728269076E1,2.347587283E-1,6.035318724E1
7.166712583E0,3.478575952E1,-4.852760040E1,2.178087831E-2,5.970743287E1
7.176679583E0,3.151813193E1,-4.895559319E1,1.023832258E0,5.823307460E1
7.186646583E0,2.839297058E1,-4.881280419E1,1.532687954E0,5.649070511E1
7.196614583E0,2.558295544E1,-4.741947819E1,1.342349975E0,5.389709105E1
7.206581583E0,2.317731035E1,-4.474921384E1,1.243562436E0,5.041057728E1
7.216548583E0,2.129347780E1,-4.232962197E1,1.252803960E0,4.740019632E1
7.226515583E0,1.969595533E1,-4.089856038E1,7.627709629E-1,4.540049248E1
7.236482583E0,1.765523731E1,-3.906024724E1,-6.061038096E-1,4.286930931E1
7.246449583E0,1.520741391E1,-3.715824622E1,-2.193908057E0,4.020962487E1
7.256417583E0,1.250815439E1,-3.508134328E1,-3.173180439E0,3.737945488E1
7.266384583E0,9.537309836E0,-3.260781904E1,-3.801264663E0,3.418595844E1
7.276351583E0,7.708891933E0,-2.977391451E1,-3.614257258E0,3.096733530E1
7.286318583E0,6.801698179E0,-2.772714579E1,-2.822557415E0,2.868840432E1
7.296285583E0,5.654909500E0,-2.656021462E1,-2.480480681E0,2.726858608E1
7.306252417E0,4.043984047E0,-2.583631763E1,-2.665569615E0,2.628639148E1
7.316220417E0,2.579464102E0,-2.516486315E1,-2.621764029E0,2.543221616E1
7.326187417E0,1.347330633E0,-2.466247506E1,-2.782989891E0,2.485554281E1
7.336154417E0,9.805570149E-1,-2.355053111E1,-2.894822568E0,2.374803161E1
7.346121417E0,8.441981918E-1,-2.240462653E1,-3.205186343E0,2.264846970E1
7.356088417E0,5.462012780E-1,-2.132492646E1,-3.053439403E0,2.154934608E1
7.366055417E0,8.944222659E-2,-2.065009229E1,-2.739753240E0,2.083123998E1
7.376023417E0,-1.238928518E-1,-2.057769440E1,-2.667823132E0,2.075028040E1
7.385990417E0,-9.895678666E-1,-2.076763068E1,-2.635161754E0,2.095752385E1
7.395957417E0,-1.996580024E0,-2.016584928E1,-2.272540390E0,2.039147490E1
7.405924417E0,-1.731023755E0,-1.962874743E1,-2.043204845E0,1.981057433E1
7.415891417E0,-1.049659702E0,-1.928699054E1,-2.190461124E0,1.943933923E1
7.425858417E0,-1.185676171E0,-1.867107876E1,-2.587340886E0,1.888675046E1
7.435826417E0,-1.100438384E0,-1.868523721E1,-3.438352838E0,1.903079936E1
7.445793417E0,-1.628541653E0,-1.879037599E1,-4.339904614E0,1.935368569E1
7.455760417E0,-2.762610590E0,-1.817640315E1,-4.286078070E0,1.887813852E1
7.465727417E0,-3.361491188E0,-1.779130669E1,-3.539542413E0,1.844880965E1
7.475694417E0,-3.806371036E0,-1.707944795E1,-2.218671600E0,1.763855171E1
7.485661417E0,-3.578745655E0,-1.586995139E1,-8.162854846E-1,1.628892567E1
7.495629417E0,-3.128887780E0,-1.485603952E1,5.052665292E-1,1.519036350E1
7.505596417E0,-3.106971247E0,-1.390224404E1,1.228237322E0,1.429804975E1
7.515563417E0,-3.277535697E0,-1.302520730E1,1.540085121E0,1.351925026E1
7.525530417E0,-3.943221318E0,-1.195437980E1,1.951051556E0,1.273824136E1
7.535497417E0,-4.511784103E0,-1.053152068E1,2.688337503E0,1.176844434E1
7.545464417E0,-4.329026454E0,-9.033850535E0,3.280616302E0,1.054103263E1
7.555432417E0,-3.711447922E0,-8.354668955E0,3.031065617E0,9.631339356E0
7.565399417E0,-3.003494825E0,-8.112867876E0,2.079011731E0,8.897297125E0
7.575366417E0,-1.565260015E0,-7.361751511E0,5.949290496E-1,7.549792367E0
7.585333417E0,1.095910154E0,-6.330928906E0,-7.836569980E-1,6.472696360E0
7.595300417E0,3.314187214E0,-5.440987946E0,-1.722753453E0,6.599701977E0
7.605267417E0,4.303112471E0,-5.231499751E0,-2.789109587E0,7.325605700E0
7.615235417E0,5.267269508E0,-4.854147350E0,-3.385298127E0,7.922570162E0
7.625202417E0,5.220261403E0,-4.058254761E0,-2.181104994E0,6.962598639E0
7.635169417E0,3.872360666E0,-4.697579380E0,2.327770704E-1,6.092340628E0
7.645136417E0,2.865884113E0,-5.126541061E0,2.510781245E0,6.387388939E0
7.655103417E0,2.785186105E0,-4.410102192E0,4.431648597E0,6.844397145E0
7.665070417E0,3.719118300E0,-4.211941223E0,4.698662869E0,7.324597092E0
7.675038417E0,4.838225382E0,-3.788426224E0,3.744325354E0,7.195871765E0
7.685005417E0,5.567360895E0,-3.016503711E0,3.351050400E0,7.164100834E0
7.694972417E0,5.818128678E0,-2.712111112E0,3.169014882E0,7.158828349E0
7.704939417E0,5.602861095E0,-2.218448821E0,3.029492716E0,6.744730813E0
7.714906417E0,4.954245250E0,-1.902412663E0,2.898542859E0,6.046922411E0
7.724873417E0,4.165227817E0,-1.910736759E0,2.279289100E0,5.118124318E0
7.734840417E0,3.550479923E0,-1.376809371E0,1.676525366E0,4.160799085E0
7.744808417E0,2.767873669E0,-4.082677996E-1,1.715325150E0,3.281790307E0
7.754775417E0,1.878224193E0,2.921456051E-1,1.801191512E0,2.618657297E0
7.764742417E0,1.650790016E0,6.544665688E-1,1.860741895E0,2.572118692E0
7.774709417E0,1.720722131E0,1.034773568E0,2.042268705E0,2.864001126E0
7.784676417E0,2.116399121E0,1.221891485E0,1.791351087E0,3.030033458E0
7.794644417E0,2.539747182E0,1.553944922E0,5.191590750E-1,3.022347881E0
7.804611417E0,2.128131851E0,2.335925231E0,-1.145331844E0,3.361142201E0
7.814578417E0,6.517847434E-1,2.651125238E0,-2.384762638E0,3.624966375E0
7.824545417E0,-7.313501456E-1,2.269459931E0,-2.514880435E0,3.465536757E0
7.834512417E0,-1.198949058E0,1.985655379E0,-1.127328121E0,2.578987169E0
7.844479417E0,-1.226414891E0,1.656494560E0,2.151310506E-1,2.072281130E0
7.854446417E0,-1.302055643E0,1.566883641E0,3.047358298E-1,2.059936204E0
7.864414417E0,-1.144373193E0,1.769810091E0,-4.324204548E-1,2.151465829E0
7.874381417E0,-3.607348699E-1,1.981385157E0,-7.539671758E-1,2.150461181E0
7.884348417E0,-4.527966857E-2,2.209004399E0,-6.146756816E-1,2.293376741E0
7.894315417E0,-3.649261907E-1,2.354795365E0,-1.776501060E-2,2.382970401E0
7.904282417E0,-5.042951605E-1,2.380603806E0,7.124025357E-1,2.535568075E0
7.914249417E0,-6.744210693E-1,2.700861070E0,8.439645955E-1,2.908912260E0
7.924217417E0,-9.732906801E-1,2.548357499E0,5.095380664E-1,2.775076527E0
7.934184417E0,-1.360489792E0,2.123700539E0,-6.321804911E-2,2.522901698E0
7.944151417E0,-1.515741554E0,1.831483013E0,-6.802396336E-1,2.472757255E0
7.954118417E0,-1.368998953E0,1.604075441E0,-6.089170513E-1,2.194993423E0
7.964085417E0,-7.918270200E-1,1.540165374E0,3.681640863E-2,1.732182108E0
7.974052417E0,-1.668078881E-1,1.550777485E0,9.852228007E-1,1.844830520E0
7.984020417E0,2.399092117E-1,1.756631051E0,1.422414730E0,2.273009622E0
7.993987417E0,7.897416106E-1,1.965207081E0,1.047478398E0,2.362824936E0
8.003954417E0,1.022088618E0,1.970952555E0,3.590357056E-1,2.249049967E0
8.013921417E0,5.000699624E-1,1.920402791E0,-3.845456457E-1,2.021358998E0
8.023888417E0,-2.569988689E-1,1.681379140E0,-8.941989022E-1,1.921633656E0
8.033855417E0,-5.139009663E-1,1.591425574E0,-8.444350040E-1,1.873446033E0
8.043823417E0,-1.854675409E-1,1.521192913E0,-5.763612163E-1,1.637259399E0
8.053790417E0,3.313766214E-1,1.454704224E0,-4.769515336E-1,1.566351688E0
8.063757417E0,9.616506279E-1,1.615123755E0,-5.165564793E-1,1.949417161E0
8.073724417E0,1.423080143E0,1.591679928E0,-5.313411641E-1,2.200210335E0
8.083691417E0,1.571993230E0,1.520608776E0,-7.004498036E-1,2.296528618E0
8.093658417E0,1.327972549E0,1.301410110E0,-7.738854235E-1,2.013970708E0
8.103626417E0,5.468114349E-1,7.990097398E-1,-4.203243198E-1,1.055505492E0
8.113593417E0,-7.911958131E-1,2.734175581E-1,1.414710438E-1,8.489770503E-1
8.123560417E0,-1.440121853E0,2.464776814E-2,2.319869654E-1,1.458895615E0
8.133527417E0,-1.048131532E0,1.163496512E-1,2.250568454E-1,1.078316991E0
8.143494417E0,-3.142445719E-1,5.395442230E-1,3.813305542E-2,6.255491583E-1
8.153461417E0,-2.335009557E-1,7.290062892E-1,-7.121411651E-1,1.045522790E0
8.163429417E0,-4.919525653E-1,7.089117479E-1,-1.814221740E0,2.008973299E0
8.173396417E0,-6.083975261E-1,6.330745304E-1,-2.626618388E0,2.769486426E0
8.183363417E0,-4.650398782E-1,7.024722093E-1,-2.906246566E0,3.025888034E0
8.193330417E0,-7.704373205E-1,5.983941096E-1,-2.629184146E0,2.804328520E0
8.203297417E0,-1.039881988E0,2.674036968E-1,-1.744865869E0,2.048759670E0
8.213264417E0,-1.334038450E0,-1.171208990E-1,-4.723334026E-1,1.420026315E0
8.223232417E0,-1.895923130E0,-5.217084610E-1,1.397975707E-1,1.971356790E0
8.233199417E0,-2.074216722E0,-7.969445032E-1,-9.327478409E-3,2.222067180E0
8.243166417E0,5.438696642E-1,-3.699515802E-1,4.968155484E-1,8.243082387E-1
8.253133417E0,-1.737011889E-1,8.270237499E-1,-5.295484078E-1,9.972772444E-1
8.263100417E0,-1.388442114E0,-3.798643649E-1,-2.089557039E0,2.537383900E0
8.273067417E0,3.567307332E-1,5.993963224E-1,-1.421772705E0,1.583657284E0
8.283035417E0,-7.125884771E-2,9.229929310E-1,-1.259804247E0,1.563361927E0
8.293002417E0,-7.918407610E-1,3.727436256E-1,-1.300059403E0,1.567196239E0
8.302969417E0,-1.773060850E0,1.343766171E-1,-1.975061393E0,2.657568317E0
8.312936417E0,-2.022475588E0,-1.805854082E-1,-8.035655978E-1,2.183743635E0
8.322903417E0,-1.973469489E0,-1.621508914E-1,4.656240150E-2,1.980667259E0
8.332870417E0,-2.071028674E0,-1.206841922E-1,1.739460410E-1,2.081821719E0
8.342838417E0,-1.995072320E0,-4.352930456E-1,-3.732190043E-2,2.042348286E0
8.352805417E0,-1.677386661E0,-4.167714053E-1,2.370202486E-1,1.744563846E0
8.362772417E0,-1.721573485E0,-3.819752097E-1,4.843120086E-1,1.828736845E0
8.372739417E0,-2.100692622E0,-4.131899858E-1,2.123612246E-1,2.151448988E0
8.382706417E0,-2.098921793E0,-2.487516636E-1,-1.404549439E-1,2.118272333E0
8.392673417E0,-1.607058105E0,-3.518094242E-2,-2.985658479E-1,1.634935784E0
8.402640417E0,-9.188060322E-1,1.522293359E-1,-2.151506388E-1,9.558598710E-1
8.412608417E0,-1.523869915E-1,4.219520384E-1,-3.807078257E-2,4.502384950E-1
8.422575417E0,2.925442390E-2,4.655781144E-1,6.855611846E-2,4.715068857E-1
8.432542417E0,-4.242094291E-1,3.836217856E-1,-1.883651286E-2,5.722535525E-1
8.442509417E0,-7.000869108E-1,2.003840804E-1,2.918725401E-2,7.287848504E-1
8.452476417E0,-8.300643021E-1,-4.693443060E-2,5.257991731E-2,8.330511593E-1
8.462443417E0,-1.062874702E0,-3.172307450E-1,5.637826860E-2,1.110637874E0
8.472411417E0,-7.917806078E-1,-4.752342063E-1,1.333268957E-1,9.330274073E-1
8.482378417E0,-6.548618406E-2,-2.675112855E-1,5.410931504E-1,6.071511555E-1
8.492345417E0,2.277595747E-1,-1.708264053E-1,6.786231709E-1,7.359249232E-1
8.502312417E0,3.087852459E-1,-6.086834550E-2,5.582538512E-1,6.408593028E-1
8.512279417E0,1.276236677E-1,-2.392388284E-2,2.439861828E-1,2.763863422E-1
8.522246417E0,-3.315399049E-1,-2.306714880E-1,-1.249963675E-1,4.227908890E-1
8.532214417E0,-6.055925437E-1,-4.357052743E-1,6.764906913E-2,7.491046734E-1
8.542181417E0,-1.757430366E-1,-3.117887414E-1,4.423968279E-1,5.690455057E-1
8.552148417E0,1.749412371E-1,-2.047151130E-1,5.255876501E-1,5.905549017E-1
8.562115417E0,-2.197968364E-2,-1.789867795E-1,4.047945535E-1,4.431455791E-1
8.572082417E0,-2.292400897E-2,-3.316762912E-1,1.853871417E-1,3.806613517E-1
8.582049417E0,1.969084954E-1,-3.255349606E-1,1.769811845E-1,4.196049402E-1
8.592017417E0,2.794380706E-1,-2.455795491E-1,3.107605085E-1,4.847339929E-1
8.601984417E0,-4.860571101E-2,-5.100812727E-1,-1.190813242E-1,5.260473189E-1
8.611951417E0,-4.749459386E-2,-4.668282491E-1,3.927106977E-2,4.708785061E-1
8.621918417E0,5.258899511E-1,-2.572751498E-1,6.038258806E-1,8.410448487E-1
8.631885417E0,8.678966644E-1,-1.057550812E-1,7.266457683E-1,1.136856556E0
8.641853417E0,7.063531525E-1,-1.506739765E-1,5.758019301E-1,9.236802943E-1
8.651820417E0,7.133961969E-1,-1.055779105E-1,5.913626866E-1,9.326256784E-1
8.661787417E0,7.460771623E-1,-3.854952335E-2,4.912606935E-1,8.941220648E-1
8.671754417E0,5.318688022E-1,-2.192179620E-2,2.527170990E-1,5.892630313E-1
8.681721417E0,5.114328566E-1,2.504303992E-2,1.649213022E-1,5.379495856E-1
8.691688417E0,3.571328755E-1,3.149310350E-2,3.462010673E-1,4.983882877E-1
8.701655417E0,-2.668528891E-1,-7.859651864E-2,3.805356252E-1,4.713759001E-1
8.711623417E0,-4.543103106E-1,-6.029356420E-2,1.977811924E-1,4.991498495E-1
8.721590417E0,-5.670783229E-2,1.520106500E-1,8.958489865E-2,1.853334024E-1
8.731557417E0,1.812199773E-1,2.814200574E-1,2.791843745E-1,4.358690673E-1
8.741524417E0,1.179096884E-1,2.061903656E-1,4.337230682E-2,2.414504472E-1
8.751491417E0,3.536263733E-1,3.334415656E-1,-1.127620921E-1,4.989490746E-1
8.761458417E0,7.841247021E-1,4.922472650E-1,-3.437256485E-2,9.264666166E-1
8.771426417E0,5.808796522E-1,3.683728319E-1,6.186237216E-2,6.906132541E-1
8.781393417E0,1.443833958E-1,4.462945819E-2,-1.672634044E-1,2.254227140E-1
8.791360417E0,2.667592605E-1,1.094657242E-2,-2.486151311E-1,3.648147666E-1
8.801327417E0,1.559536468E-1,-3.444068491E-2,-7.823311418E-2,1.778429669E-1
8.811294417E0,1.813791677E-2,-1.847854632E-1,-1.044415042E-1,2.130321085E-1
8.821261417E0,-4.016131566E-1,-2.972508091E-1,-4.031798449E-1,6.420320540E-1
8.831229417E0,-4.809335605E-1,-2.770235360E-1,-2.077963033E-1,5.926368473E-1
8.841196417E0,2.276247963E-3,-4.323723614E-2,1.558338520E-1,1.617369139E-1
8.851163417E0,4.802557951E-1,1.094785881E-1,4.463828748E-1,6.647472158E-1
8.861130417E0,7.123127078E-1,1.046061033E-1,5.906912801E-1,9.312615202E-1
8.871097417E0,6.229756580E-1,1.086061835E-1,6.509608707E-1,9.075483617E-1
8.881064417E0,4.890105388E-1,1.233540308E-1,4.854194713E-1,6.999854192E-1
8.891032417E0,4.467744921E-1,1.905291831E-1,6.094582111E-2,4.895132374E-1
8.900999417E0,3.292765939E-1,1.715584767E-1,-9.775550544E-2,3.839420856E-1
8.910966417E0,-1.614211589E-2,-2.324151278E-2,-2.516407728E-2,3.786775154E-2
8.920933417E0,-3.924003567E-1,-1.995110911E-1,-2.903347224E-2,4.411639807E-1
8.930900417E0,-6.743567500E-1,-3.302121484E-1,-1.861314923E-1,7.735903448E-1
8.940867417E0,-5.485237920E-1,-3.137727016E-1,-3.065753639E-1,7.023675053E-1
8.950835417E0,1.229257223E-1,-6.289499044E-2,-1.856754094E-1,2.313911638E-1
8.960802417E0,2.926206914E-1,1.556061029E-2,3.692282796E-1,4.713793844E-1
8.970769417E0,1.247687647E-1,-1.065883094E-1,1.899818838E-1,2.510406909E-1
8.980736417E0,2.628077853E-1,-3.938918352E-2,-1.286697346E-1,2.952547042E-1
8.990703417E0,2.020995804E-1,-1.261548471E-1,4.377254874E-2,2.422298947E-1
9.000670417E0,9.661471367E-2,-1.700335228E-1,-9.771866798E-3,1.958093235E-1
9.010638417E0,-8.205521978E-2,-2.756827694E-1,-1.180901627E0,1.215426962E0
9.020605417E0,-2.098127156E-2,-2.137508154E-2,-9.045706934E-1,9.050664325E-1
9.030572417E0,-1.356703866E-1,-2.463525510E-1,6.765447780E-1,7.326724165E-1
9.040539417E0,-4.208394594E-2,-3.111414546E-1,3.634199479E-1,4.802646373E-1
9.050506417E0,9.040029287E-2,-1.129535884E-1,7.749618959E-1,7.883505986E-1
9.060473417E0,1.738768977E-1,-3.501733732E-1,7.688287514E-1,8.625266465E-1
9.070441417E0,3.097732061E-1,-1.878125668E-1,1.243847780E0,1.295527036E0
9.080408417E0,4.256494521E-1,-2.508660167E-1,1.418740632E0,1.502310286E0
9.090375417E0,2.654383745E-1,-3.732698750E-1,1.288576349E0,1.367558751E0
